"Slider.v1.0.17","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
about them in normal usage. However, if your localization file seems to
be corrupted, these rules may be helpful for debugging purposes...
- The first 4 rows can be arbitrarily long
  - The first cell of first row is used to store this block of instruction
    text
  - The first 3 cells of the fourth row is used as headers
  - All other cells in the first and fourth rows are ignored
  - Columns in the second row alternate between property and value (ex.
    ' foo | 1 | bar | 3.5 | ... '
    - Any whitespaces before and after the property name are ignored
  - Columns in the third row are exclusively comments for properties in the
    second row
- Every following line can include any number of cells, but only the
  first four will be parsed (you can use the rest as comments if needed)
  - The fourth column is an optional metadata column
",
"UICanvas/OptionsMenu/CheatsManager@RecallAnchor:0","Recall Anchor","닻 되돌리기","",
"UICanvas/OptionsMenu/CheatsManager@SpawnAnchor:0","Spawn Anchor","닻 생성","",
"UICanvas/OptionsMenu/CheatsManager@Teleport:0","Teleport","텔레포트","",
"UICanvas/OptionsMenu/CheatsManager@Undo:0","Undo","취소","",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/Cheats Text","Cheats","치트","family:PixelTitanZero;size:24;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Alert","Warning! Cheats cannot be undone!
We have a guide with lots of hints too.
Feel free to use these if you get stuck.","경고! 치트는 되돌릴 수 없습니다!
많은 힌트가 담긴 가이드도 있습니다.
막히는 부분이 있으면 언제든지 사용하세요.","family:PixelUnicode;size:12;lineSpacing:-15;",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Button Holder (1)/Scroll Boots Button/Text","Scroll+Boots","두루마리+부츠","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Button Holder (1)/Spawn Anchor Button/Text","Spawn Anchor","닻 소환","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Button Holder (2)/NoClip Button/Text","NoClip","NoClip","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Button Holder (2)/Respawn Button/Text","Respawn","리스폰","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Collectible Selector Button Pair/Give Button/Text","Give","받기","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Collectible Selector Button Pair/Holder/Label","Collectible Name","수집품 이름","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Dev Console/Label","Dev Console","개발자 콘솔","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Teleport Selector Button Pair/Holder/Label","Village","마을","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Teleport Selector Button Pair/TP Button/Text","Teleport","텔레포트","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Larger Deadzone/Label","Larger Deadzone","데드존 확대","family:PixelUnicode;size:14;lineSpacing:-30;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Left Aligned/Alt View","Alt View","Alt 뷰어","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Left Aligned/Button East","Back","돌아가기","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Left Aligned/Button North","Cycle","보관","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Left Aligned/Button South","Action","행동","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Right Aligned/Artifact","Artifact","유물","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Right Aligned/Move","Move","이동","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Right Aligned/Pause","Pause","정지","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controls Text","Keyboard","키보드","family:PixelTitanZero;size:24;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Action/Control Label","Action","행동","family:PixelUnicode;size:14;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Alt View/Control Label","Alt View","Alt 뷰어","family:PixelUnicode;size:14;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Cycle Equip/Control Label","Cycle","보관","family:PixelUnicode;size:14;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Keyboard Only/Label","Keyboard Only","키보드만 사용","family:PixelUnicode;size:14;lineSpacing:-30;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Down/Control Label","Down","아래쪽","family:PixelUnicode;size:14;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Left/Control Label","Left","왼쪽","family:PixelUnicode;size:14;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Right/Control Label","Right","오른쪽","family:PixelUnicode;size:14;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Up/Control Label","Up","위쪽","family:PixelUnicode;size:14;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Open/Close Artifact/Control Label","Artifact","유물","family:PixelUnicode;size:14;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Pause/Control Label","Pause","정지","family:PixelUnicode;size:14;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/ResetButtonHolder/Reset to Defaults Button/Text","Reset Keybinds","조작키 리셋","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Rebinding Overlay/Text","Rebinding <control/>...","<control/> 재설정...","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel@Scheme:0","Keyboard","키보드","",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel@Scheme:1","Controller","컨트롤러","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/ApplySettingsHolder/ApplySettings Button/Text","Save Changes","변경사항 저장","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/Display Text","Display","화면","family:PixelTitanZero;size:24;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@0","30","30","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@1","60","60","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@2","75","75","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@3","120","120","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@4","144","144","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@5","240","240","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@6","Uncapped","무제한","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Label","FPS","FPS","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FullScreen Toggle/Label","Full Screen","전체화면","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@0","1280 x 720","1280 x 720","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@1","1280 x 800","1280 x 800","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@2","1366 x 768","1366 x 768","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@3","1920 x 1080","1920 x 1080","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@4","2560 x 1440","2560 x 1440","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@5","Native","최적","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Label","Resolution","해상도","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/VSync/Label","VSync","수직 동기화","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Big Text/Label","Bigger Text","더 큰 글자","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Contrast Text/Label","Text Background","글자 배경","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Hide Cursor/Label","Hide Cursor","커서 숨기기","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Pixel Font Alert/Label","Setting will be applied once you restart or return to main menu...","다시 시작하거나 메인 메뉴로 돌아가면 설정이 적용됩니다...","family:PixelUnicode;size:12;lineSpacing:-15;",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Pixel Font/Label","Pixel Font","도트 글꼴","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Screen Shake Slider/Label","Screen Shake","화면 흔들림","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/Options Text","Options","설정","family:PixelTitanZero;size:24;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/FeedbackButtonHolder/Feedback Button/Text","Give Feedback (web)","피드백 제출 (web)","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/List/Colorblind Mode/Label","Colorblind Mode","색맹 모드","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/List/Mini Player Icon/Label","Mini Player Icon","작은 플레이어 아이콘","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/List/Smoother FPS/Label","Smoother FPS (Experimental)","부드러운 FPS (실험 기능)","family:PixelUnicode;size:16;lineSpacing:-34;",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/Misc Options Text","Miscellaneous","기타 등등","family:PixelTitanZero;size:24;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/ResetButtonHolder/Reset to Defaults Button/Text","Reset All Settings","모든 설정 초기화","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Ambience Slider/Label","Ambience","환경음","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Master Slider/Label","Master","전체 음량","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Music Slider/Label","Music","음악","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Play Audio When Unfocused/Label","Audio when
Unfocused","다른 창을
띄울 시 음량","family:PixelUnicode;size:16;lineSpacing:-34;",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Sound Slider/Label","Sound","소리","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/Sound Text","Sound","소리","family:PixelTitanZero;size:24;lineSpacing:0;",
"UICanvas/OptionsMenu/SideNav/Cheats Button/Text","Cheats","치트","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/SideNav/Controls Button/Text","Controls","조작","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/SideNav/Display Button/Text","Display","화면","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/SideNav/Misc Button/Text","Misc","기타","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/SideNav/Options Button/Text","Options","설정","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/SideNav/Sound Button/Text","Sound","소리","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/SavesPanel/Confirm Button Variant/Text","Confirm","확인","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/SavesPanel/LeftSaveBackground/Left Save Button/Text","[ Empty ]","[ 비어있음 ]","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/SavesPanel/LeftSaveBackground/Left Save Button/Text/ProgressText","1/9","1/9","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/SavesPanel/LeftSaveBackground/Left Save Button/Text/TimeText","0h32","0시간 32분","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/SavesPanel/MiddleSaveBackground/Middle Save Button/Text","Cat Name","고양이 이름","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/SavesPanel/MiddleSaveBackground/Middle Save Button/Text/ProgressText","1/9","1/9","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/SavesPanel/MiddleSaveBackground/Middle Save Button/Text/TimeText","0h32","0시간 32분","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/SavesPanel/ProgressText","Select Save","저장 파일 선택","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/SavesPanel/RightSaveBackground/Right Save Button/Text","[ Empty ]","[ 비어있음 ]","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/SavesPanel/RightSaveBackground/Right Save Button/Text/ProgressText","1/9","1/9","family:PixelTitanZero;size:16;lineSpacing:0;",
"UICanvas/SavesPanel/RightSaveBackground/Right Save Button/Text/TimeText","0h32","0시간 32분","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/SavesPanel@Backup:0","Restore a backup?","백업을 복원하시겠습니까?","",
"UICanvas/SavesPanel@Delete:0","Delete file?","파일을 삭제하시겠습니까?","",
"UICanvas/SavesPanel@Normal:0","Select Save","저장 파일을 선택하세요.","",
"WorldCanvas/Press any Key","[press any key to begin]","[시작하려면 아무 키나 누르세요]","family:PixelUnicode;size:0.75;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Action/Binding/Text","","","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Alt View/Binding/Text","","","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Cycle Equip/Binding/Text","","","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Down/Binding/Text","","","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Left/Binding/Text","","","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Right/Binding/Text","","","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Up/Binding/Text","","","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Open/Close Artifact/Binding/Text","","","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Pause/Binding/Text","","","family:PixelUnicode;size:14;lineSpacing:-45;",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown","","","family:PixelUnicode;size:16;lineSpacing:0;",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown","","","family:PixelUnicode;size:16;lineSpacing:0;",
