"__Collectibles/Skull","Skull","해골","",
"__Collectibles/Slider 1","Slider 1","슬라이더 1","",
"__Collectibles/Slider 2","Slider 2","슬라이더 2","",
"__Collectibles/Slider 2 & 3","Slider 2 & 3","슬라이더 2 & 3","",
"__Collectibles/Slider 3","Slider 3","슬라이더 3","",
"__Collectibles/Slider 4","Slider 4","슬라이더 4","",
"__Collectibles/Slider 5","Slider 5","슬라이더 5","",
"__Collectibles/Slider 6","Slider 6","슬라이더 6","",
"__Collectibles/Slider 7","Slider 7","슬라이더 7","",
"__Collectibles/Slider 8","Slider 8","슬라이더 8","",
"__Collectibles/Slider 9","Slider 9","슬라이더 9","",
"__Collectibles/Slider Base","Slider Base","슬라이더 베이스","",
"__Collectibles/Slider Walls","Slider Walls","슬라이더 벽","",
"__Collectibles/Slider Wires","Slider Wires","슬라이더 전선","",
"__Collectibles/Station Key","Station Key","정거장 열쇠","",
"__Collectibles/Sunglasses","Sunglasses","선글라스","",
"__Collectibles/Treasure Chest","Treasure Chest","보물 상자","",
"__Collectibles/Wire Cutters","Wire Cutters","와이어 커터","",
"__Collectibles/Wrench","Wrench","렌치","",
"__DiscordMessages/Caves","Spelunking in the Caves","동굴 탐사 중","",
"__DiscordMessages/Desert","Trekking Through the Desert","사막 산책 중","",
"__DiscordMessages/Factory","Powering up the Factory","공장에 전원 넣는 중","",
"__DiscordMessages/Jungle","Traversing the Jungle","정글 횡단하는 중","",
"__DiscordMessages/MagiTech","Playing With Portals","포탈 이용하는 중","",
"__DiscordMessages/Military","Commiting Warcrimes","전쟁 범죄를 저지르는 중","",
"__DiscordMessages/Mountain","Riding Through the Mountain","산을 등반하는 중","",
"__DiscordMessages/None","None","비어있음","",
"__DiscordMessages/Ocean","Sailing the Ocean","바다를 항해하는 중","",
"__DiscordMessages/Village","Exploring the Village","마을 탐험 중","",
"__JungleShapes/Bandage","Bandage","붕대","",
"__JungleShapes/Bread","Bread","빵","",
"__JungleShapes/Camera","Camera","카메라","",
"__JungleShapes/Chest","Chest","보물 상자","",
"__JungleShapes/Circle","Circle","원","",
"__JungleShapes/Crate","Crate","나무 상자","",
"__JungleShapes/Crutch","Crutch","목발","",
"__JungleShapes/Female","Female","여성","",
"__JungleShapes/Fish","Fish","물고기","",
"__JungleShapes/FishBowl","FishBowl","어항","",
"__JungleShapes/Flag","Flag","깃발","",
"__JungleShapes/Glasses","Glasses","안경","",
"__JungleShapes/Heart","Heart","하트","",
"__JungleShapes/House","House","집","",
"__JungleShapes/Icecream","Icecream","아이스크림","",
"__JungleShapes/Line","Line","막대기","",
"__JungleShapes/Lollipop","Lollipop","사탕","",
"__JungleShapes/Male","Male","남성","",
"__JungleShapes/Minecart","Minecart","광산 수레","",
"__JungleShapes/Mushroom","Mushroom","버섯","",
"__JungleShapes/Pickaxe","Pickaxe","곡괭이","",
"__JungleShapes/Plus","Plus","플러스","",
"__JungleShapes/Popsicle","Popsicle","막대 아이스크림","",
"__JungleShapes/Question","Question","물음표","",
"__JungleShapes/Rail","Rail","레일","",
"__JungleShapes/Semicircle","Semicircle","반원","",
"__JungleShapes/Ship","Ship","배","",
"__JungleShapes/Square","Square","사각형","",
"__JungleShapes/Trash","Trash","쓰레기","",
"__JungleShapes/Triangle","Triangle","삼각형","",
