"Slider.v1.0.13","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@8:0","Ha! This foreman was no match for my irresistible charm.","하! 이 현장 감독은 내 저항할 수 없는 매력의 상대가 되지 못했지.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@8:1","You got the goods right? Turning on the laser was a piece of cake.","물건 구했지? 레이저 켜는 건 식은 죽 먹기였어.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@8:2","Lead the way, explorer. Our journey continues!","앞장서라, 탐험가. 우리의 여정은 계속된다!",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@9:0","<var>MiscChadFollowPlayerChirp</var>","<var>MiscChadFollowPlayerChirp</var>",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@0:0","No, no... I've traversed the fabric of time on my own. A time portal, you say?","아니, 아니... 나는 시간의 틈새를 내 힘으로 건넜다네. 지금 시간 포탈이라고 했나?",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@0:1","A permanent gateway through time, how positively fascinating! Maybe, I can help?","영구적인 시간의 관문이라... 참으로 흥미롭군! 어쩌면 이 늙은이가 도울 수 있을지도 모르겠네.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@0:2","Lochui-a-kee, benestratum, agra booly!","로추이-아-키, 베네스트라툼, 아그라 불리!",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@0:3","Thanks, I coul-","고맙네, 나는-",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@1:0","Hmph, what a strange man.","흠, 참 이상한 사람이군.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@2:0","I'm bullish on our plan... these ""scientists"" are impressively capable!","우리 계획은 잘 이뤄질 거라고 생각하네... 이 ""과학자들""이 정말 대단하더군!",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@3:0","Home, sweet home.","드디어 집에 왔구나.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@4:0","Ignis! Galvic! Lend me your aid.","이그니스! 갈빅! 이리 와서 도와주게.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@4:1","Friends, I've come from the future. Rally everyone; we must depart at once!","친구들이여, 내가 미래를 보고 왔다네. 모두를 모아주게. 우리는 당장 떠나야 해!",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@5:0","Melanie, my dear... you're going to have to leave your castle...","멜라니, 내 사랑... 성을 떠나야 할 것 같아...",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@5:1","I know you've made a lifetime's worth of memories here; this is the best result I could come up with.","여기서 평생의 추억을 만들었다는 걸 알고 있지만... 이게 내가 찾아낸 최선의 결과라네.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:0","My fellow wizarding compatriots... I bring great and terrible news!","자네들... 친애하는 마법사 동료들이여... 위대하면서도 끔찍한 소식을 전하러 왔네!",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:1","The impending disaster, one sure to spell an end for humanity,","인류의 종말을 예고하는 다가오는 재앙,",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:10","Your memories...","자네들의 추억들은...",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:11","They'll be annihilated in the coming week.","다음 주 안에 모두 사라질 걸세.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:12","I'm truly sorry... I've explored every possibility and this was the only solution.","정말 미안하네... 모든 가능성을 탐구해봤지만 이것이 유일한 해결책이었어.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:13","I hope you'll accept this outcome.","이 결과를 받아들여 주길 바라네.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:2","The ancient meteor, heading straight to this location!","이곳을 향해 지금 날아오고 있는 고대의 운석!",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:3","Through trials and tough times, I've found the way to save everyone!","시련과 어려움을 헤치고 모두를 구할 방법을 찾아냈다네!",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:4","The ""scientists"" and I have managed to PERFECT the art of time travel.","""과학자들""과 내가 시간 여행 기술을 완벽하게 만들어냈지.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:5","<wavy>We shall seek shelter in the future!</wavy>","<wavy>우리는 미래에서 피난처를 찾을 것이네!</wavy>",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:6","Having worked with them personally, believe me when I say they are compassionate beyond belief.","그들과 직접 일해본 결과, 그들은 믿기 힘들 정도로 대단하더군.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:7","It will be difficult, but I believe we can educate one another, and become one people!","어려운 일이겠지만, 우리가 서로와 교류하고 하나의 민족이 될 수 있다고 믿네!",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:8","But... regrettably...","하지만... 유감스럽게도...",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:9","Your homes...","자네들의 집들...",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@0:0","Wait, you're from the past! Did you slip in while the portal was opened?","잠깐, 당신은 과거에서 오셨군요! 포탈이 열려있을 때 들어오신 건가요?",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@0:1","On your own?? How- uh, did you travel through time on your own?","혼자서요?? 어떻게- 음, 혼자서 시간 여행을 하신 건가요?",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@0:2","We developed this gun to shoot portals, but we're struggling to keep them stable.","우리는 포탈을 쏘는 총을 개발했지만, 안정적으로 유지하는 데 약간 어려움을 겪고 있어요.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@0:3","Holy crap, you're amazing!","세상에, 당신 정말 대단하시네요!",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@0:4","Hey! Where are you going with that!","어이! 그걸 가지고 어디 가는 거야!",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@0:5","Oh man, I knew I should've kept a closer eye on that gun.","아이고, 포탈건을 더 주의 깊게 지켰어야 했는데...",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@1:0","You should be careful near that portal. We can't be sure it's stable!","저 포탈 근처에서는 조심하셔야 해요. 통로가 안정적인지 확신할 수 없거든요!",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@2:0","All this past and present is so confusing.","이 과거와 현재의 모든 것이 너무 혼란스러워요.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@2:1","Changing the past affects the future, but changing the future doesn't affect the past.","과거를 바꾸면 미래에 영향을 미치지만, 미래를 바꾸는 건 과거에 영향을 미치지 않아요.",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@3:0","All of your friends are here!","당신의 모든 친구들이 여기 모였어요!",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/Explosives Man@0:0","Destroy the rocks? Rig up explosives and use the laser!","바위를 부수려고? 폭발물을 설치하고 레이저를 맞춰!",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/Explosives Man@0:1","Watch 'em go kaBOOM!","쾅! 하고 터지는거 잘 봐봐!",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/Explosives Man@1:0","Oh... Erm...","오... 으음...",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/Explosives Man@2:0","There're some real funny fellas 'round here, huh.","여기 진짜 재밌는 녀석들이 있군.",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/Explosives Man@2:1","Think any of 'em know explosion magic?","이 중에 폭발 마법 아는 놈 있을까?",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign@0:1"," ...","...",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign@1:0","Oh, you're wondering why it didn't explode?","오, 왜 폭발하지 않았는지 궁금해?",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign@1:1","I've been preparing this just for you.","이거 너를 위해 준비해 둔 거야.",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign@1:2","Check it!","이걸 봐!",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign@2:0","That was cool!! Right?!","진짜 멋졌지!! 그렇지?!",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign@2:1","Right..?","그렇지..?",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@0:0","What the hell's the mattah with ya!","이봐, 무슨 문제라도 있나?",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@0:1","You can't just leave this lasah on! You know how much powah that thing uses?","이 레이저를 그냥 켜놓으면 안 된다고! 이게 얼마나 많은 전력을 쓰는지 알아?",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@0:2","We're fighting faw scraps of electricity down at the factory!","우린 공장에서 전력 부스러기 하나하나를 아껴가며 싸우고 있다고!",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@0:3","And do you know how dangerous that is? someone could lose an ahm!","그리고 이게 얼마나 위험한지 알아? 누군가의 팔을 날려버릴 수도 있어!",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@0:4","Don't tuhn this lasah back on, okay?","이 레이저 다시 켜지 마, 알겠어?",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@1:0","Hey you theyah, weeuh you the one who tuhned this on?","이봐 거기, 이거 켠 사람 자네야?",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@1:1","Wehll don't do that!!","그러지 말라고 했잖나!!",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@2:0","Huh I gyuess uh, we can leave the lasah on for a bit.","흠, 레이저를 아주 잠깐 켜둘 순 있겠네.",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@3:0","My rawket's ready? Hawp in, you desahve it!","내 로켓이 준비됐다고? 타봐, 자네는 탈 자격이 있지!",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@0:0","Our super-laser packs quite a punch! We're running some tests on its power.","우리의 슈퍼 레이저는 정말 강력해요! 지금 그 파워에 대한 테스트를 진행 중이에요.",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@0:1","Can you get me some oil so I can verify its impact?","충격량을 확인할 수 있도록 기름을 좀 가져다 주시겠어요?",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@1:0","Wow! Lasers are so cool!!","와! 레이저 정말 멋져요!!",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@2:0","Haha, I'm sure that's not a problem.","하하, 그건 문제 없을 거예요.",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@3:0","Sorry sir...","죄송합니다, 선생님...",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@3:1","Yes, sir.","네, 선생님.",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@4:0","Sorry man... we gotta leave the laser off.","죄송해요... 레이저를 꺼둬야 할 것 같아요.",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@4:1","It would take an incredibly charming man to convince him otherwise.","엄청나게 매력적인 사람이라면 저 분을 설득할 수 있을지도 모르겠네요.",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@5:0","My love for lasers will overcome all my problems in life!","레이저에 대한 제 사랑이 인생의 모든 문제를 극복할 거예요!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/NPC Bomb Sign@0:0","This time I'm going all out!","이번엔 전력을 다할 거야!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/NPC Bomb Sign@1:0","Ready?","준비됐어?",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/NPC Bomb Sign@1:1","Boom.","펑!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/NPC Bomb Sign@2:0","What? You want more?","뭐? 더 원해?",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@0:0","This <wavy>idiot</wavy> insinuated I was too short to be a wizard!","이 <wavy>멍청이</wavy>가 내가 마법사가 되기엔 키가 너무 작다고 말했어!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@0:1","A DUEL will settle this finely.","결투로 해결하겠어.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@0:2","Hand me that Shield Generator, and his spells will be null against me.","그 방어막 생성기를 내놔, 그러면 저 녀석 주문은 나한테 닿지도 않겠지.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@0:3","He'll stand no chance! Hahaha!","저 녀석은 이길 기회조차 없을 거라고! 하하하!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@1:0","Drat... I'm back on his level.","제기랄... 다시 저 녀석이랑 같은 수준이 됐어...",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@1:1","Get me back my Shield! I can regain the advantage then.","내 방어막 돌려줘! 그러면 다시 우위를 점할 수 있어.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@2:0","aHA! Who's too short now?","아하하! 이젠 누가 작지?",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@2:1","You stand no chance against this fireball!","이 화염구 앞에서 넌 아무것도 못할걸!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@3:0","Now we're on even footing! And it seems we've reached an stalemate...","이제 대등해졌군! 그리고 막상막하 상황인 것 같아...",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@3:1","What say we call it a truce.","휴전을 제안하지.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@3:2","Perhaps fire and lightning aren't so different after all.","어쩌면 불과 번개는 그리 다르지 않을지도 모르겠어.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@4:0","These kerfuffles are truly brash aren't they?","이런 토론들은 정말 무의미하지 않나?",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@4:1","I propose we team up! Knowledge is the true sign of class. ","차라리, 같이 팀을 짜자고 제안하지! 지식이야말로 진정한 품격의 표시니까.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@5:0","These kerfuffles are truly brash aren't they?","이런 토론들은 정말 무의미하지 않나?",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@5:1","Knowledge is the true sign of class. Let us team up!","지식이야말로 진정한 품격의 표시지. 같이 팀을 짜는게 어떤가!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@6:0","These kerfuffles are truly brash aren't they?","이런 토론들은 정말 무의미하지 않나?",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@6:1","Knowledge is the true sign of class. Let us team up!","지식이야말로 진정한 품격의 표시지. 같이 팀을 짜는게 어떤가!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@7:0","Is it true, Fezziwig? It's possible?","페지위그, 그게 사실이야? 그런게 가능하다고?",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@8:0","Aha! This ""Museum"" will be a fine location to store my newly developed relics.","오호! 이 ""박물관""은 내가 새로 개발한 유물들을 보관하기에 딱 좋은 장소가 될 걸세.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@0:0","I just said what that girl at the bar said.","그냥 술집에 있던 아까 그 여자애가 한 말을 따라 한 거야.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@1:0","Uh oh, lil bro is upset.","어이쿠, 꼬맹이가 화났네.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@1:1","I'm not gonna win this fight if he has the Shield Generator.","저 꼬맹이가 방어막 생성기를 가지고 있으면 난 이 싸움에서 이길 수 없을텐데...",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@2:0","Woah, I'm toast without protection.","어우, 보호막 없이는 난 끝장이야.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@2:1","Is it getting hot in here or is that just me?","여기 갑자기 더워진 거 같아, 아니면 내가 이상해진건가?",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@3:0","Ha! You can't get me anymore!","하! 이제 날 건들 수 없지!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@3:1","Now perish before my lightning spell!","이제 내 번개 주문 앞에서 사라져라!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@4:0","Damn you! Now I'll never win this battle. Perhaps the time has come for a new approach.","제기랄! 이젠 절대 이 싸움에서 이길 수 없겠어. 새로운 접근법이 필요할 수도 있겠군.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@4:1","A truce it is!","휴전이다!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@4:2","Now that you say it, our combined powers would be unstoppable!","네 말대로야, 우리의 힘을 합치면 막을 수 있는 게 없지!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@5:0","Don't worry, with our efforts combined, we'll pave the way for fire and lightning.","걱정 마, 우리의 힘을 합치면 불과 번개 모두를 위한 길을 닦을 수 있을 거야.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@6:0","Don't worry, with our efforts combined, we'll pave the way for fire and lightning.","걱정 마, 우리의 힘을 합치면 불과 번개 모두를 위한 길을 닦을 수 있을 거야.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@7:0","Don't worry, with our efforts combined, we'll pave the way for fire and lightning.","걱정 마, 우리의 힘을 합치면 불과 번개 모두를 위한 길을 닦을 수 있을 거야.",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@8:0","Radical!","환상적이군!",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@9:0","Whatever you say lil bro.","뭐든 네 말대로 하겠네, 친우여.",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@0:0","Two wizards had a legendary duel here, but unfortunately they both died.","먼 옛날 두 마법사가 여기서 전설적인 결투를 벌였지만, 안타깝게도 둘 다 그 자리에서 돌아가셨어요.",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@0:1","Imagine what they could have done together, with the power of friendship!","만약 살아났었다면 함께 무엇을 이루어 냈을지 상상해 보세요!",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@0:2","I have spots for the Shield Generator and a Gem they would have created.","방어막 생성기와 그들이 만들었을 보석을 위한 자리를 준비했어요.",
