"Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"__Collectibles/MagiTech/Slider 3","Slider 3","_ho_Slider 3_ho_",
"__Collectibles/MagiTech/Slider 4","Slider 4","_yar_Slider 4_yar_",
"__Collectibles/MagiTech/Slider 5","Slider 5","_ho_Slider 5_ho_",
"__Collectibles/MagiTech/Slider 6","Slider 6","_yar_Slider 6_yar_",
"__Collectibles/MagiTech/Slider 7","Slider 7","_ho_Slider 7_ho_",
"__Collectibles/MagiTech/Slider 8","Slider 8","_arrr_Slider 8_arrr_",
"__Collectibles/MagiTech/Slider 9","Slider 9","_arrr_Slider 9_arrr_",
"__Collectibles/MagiTech/Sunglasses","Sunglasses","_ho_Sunglasses_ho_",
"__Collectibles/Military/Breadge","Breadge","_ho_Breadge_ho_",
"__Collectibles/Military/Explosives","Explosives","_arrr_Explosives_arrr_",
"__Collectibles/Military/New Slider","New Slider","_yar_New Slider_yar_",
"__Collectibles/Military/Slider 1","Slider 1","_yar_Slider 1_yar_",
"__Collectibles/Mountain/Basement Key","Basement Key","_ho_Basement Key_ho_",
"__Collectibles/Mountain/Breadge","Breadge","_ho_Breadge_ho_",
"__Collectibles/Mountain/Crystal Sample","Crystal Sample","_ho_Crystal Sample_ho_",
"__Collectibles/Mountain/Slider 2","Slider 2","_yar_Slider 2_yar_",
"__Collectibles/Mountain/Slider 3","Slider 3","_ho_Slider 3_ho_",
"__Collectibles/Mountain/Slider 4","Slider 4","_arrr_Slider 4_arrr_",
"__Collectibles/Mountain/Slider 6","Slider 6","_yar_Slider 6_yar_",
"__Collectibles/Mountain/Slider 7","Slider 7","_ho_Slider 7_ho_",
"__Collectibles/Mountain/Slider 8","Slider 8","_ho_Slider 8_ho_",
"__Collectibles/None/Rock","Rock","_yar_Rock_yar_",
"__Collectibles/None/Slider 5","Slider 5","_arrr_Slider 5_arrr_",
"__Collectibles/Ocean/Breadge","Breadge","_yar_Breadge_yar_",
"__Collectibles/Ocean/Golden Fish","Golden Fish","_arrr_Golden Fish_arrr_",
"__Collectibles/Ocean/Magical Gem","Magical Gem","_yar_Magical Gem_yar_",
"__Collectibles/Ocean/Mushroom","Mushroom","_ho_Mushroom_ho_",
"__Collectibles/Ocean/Rose","Rose","_ho_Rose_ho_",
"__Collectibles/Ocean/Slider 2","Slider 2","_yar_Slider 2_yar_",
"__Collectibles/Ocean/Slider 3","Slider 3","_ho_Slider 3_ho_",
"__Collectibles/Ocean/Slider 4","Slider 4","_ho_Slider 4_ho_",
"__Collectibles/Ocean/Slider 5","Slider 5","_ho_Slider 5_ho_",
"__Collectibles/Ocean/Slider 6","Slider 6","_yar_Slider 6_yar_",
"__Collectibles/Ocean/Slider 7","Slider 7","_arrr_Slider 7_arrr_",
"__Collectibles/Ocean/Slider 8","Slider 8","_yar_Slider 8_yar_",
"__Collectibles/Ocean/Slider 9","Slider 9","_yar_Slider 9_yar_",
"__Collectibles/Ocean/Treasure Chest","Treasure Chest","_ho_Treasure Chest_ho_",
"__Collectibles/Village/Artifact","Artifact","_ho_Artifact_ho_",
"__Collectibles/Village/Breadge","Breadge","_yar_Breadge_yar_",
"__Collectibles/Village/Coffee","Coffee","_ho_Coffee_ho_",
"__Collectibles/Village/Map","Map","_arrr_Map_arrr_",
"__Collectibles/Village/Slider 2","Slider 2","_arrr_Slider 2_arrr_",
"__Collectibles/Village/Slider 3","Slider 3","_yar_Slider 3_yar_",
"__Collectibles/Village/Slider 4","Slider 4","_arrr_Slider 4_arrr_",
"__Collectibles/Village/Slider 5","Slider 5","_yar_Slider 5_yar_",
"__Collectibles/Village/Slider 6","Slider 6","_arrr_Slider 6_arrr_",
"__Collectibles/Village/Slider 7","Slider 7","_arrr_Slider 7_arrr_",
"__Collectibles/Village/Slider 8","Slider 8","_ho_Slider 8_ho_",
"__Collectibles/Village/Slider 9","Slider 9","_ho_Slider 9_ho_",
"__DiscordMessages/Caves","Speluking in the Caves","_yar_Speluking in the Cav_yar_",
"__DiscordMessages/Desert","Trekking Through the Desert","_yar_Trekking Through the_yar_",
"__DiscordMessages/Factory","Powering up the Factory","_arrr_Powering up the Fact_arrr_",
"__DiscordMessages/Jungle","Traversing the Jungle","_yar_Traversing the Jungl_yar_",
"__DiscordMessages/MagiTech","Playing With Portals","_ho_Playing With Portals_ho_",
"__DiscordMessages/Military","Commiting Warcrimes","_yar_Commiting Warcrimes_yar_",
"__DiscordMessages/Mountain","Riding Through the Mountain","_yar_Riding Through the M_yar_",
"__DiscordMessages/None","None","_arrr_None_arrr_",
"__DiscordMessages/Ocean","Sailing the Ocean","_yar_Sailing the Ocean_yar_",
"__DiscordMessages/Village","Exploring the Village","_ho_Exploring the Villag_ho_",
"__JungleShapes/Bandage","Bandage","_ho_Bandage_ho_",
"__JungleShapes/Bread","Bread","_yar_Bread_yar_",
"__JungleShapes/Camera","Camera","_yar_Camera_yar_",
"__JungleShapes/Chest","Chest","_ho_Chest_ho_",
"__JungleShapes/Circle","Circle","_ho_Circle_ho_",
"__JungleShapes/Crate","Crate","_ho_Crate_ho_",
"__JungleShapes/Crutch","Crutch","_yar_Crutch_yar_",
"__JungleShapes/Female","Female","_yar_Female_yar_",
"__JungleShapes/Fish","Fish","_yar_Fish_yar_",
"__JungleShapes/FishBowl","FishBowl","_arrr_FishBowl_arrr_",
"__JungleShapes/Flag","Flag","_yar_Flag_yar_",
"__JungleShapes/Glasses","Glasses","_yar_Glasses_yar_",
"__JungleShapes/Heart","Heart","_yar_Heart_yar_",
"__JungleShapes/House","House","_ho_House_ho_",
"__JungleShapes/Icecream","Icecream","_ho_Icecream_ho_",
"__JungleShapes/Line","Line","_yar_Line_yar_",
"__JungleShapes/Lolipop","Lolipop","_yar_Lolipop_yar_",
"__JungleShapes/Male","Male","_yar_Male_yar_",
"__JungleShapes/Minecart","Minecart","_yar_Minecart_yar_",
"__JungleShapes/Mushroom","Mushroom","_arrr_Mushroom_arrr_",
"__JungleShapes/Pickaxe","Pickaxe","_arrr_Pickaxe_arrr_",
"__JungleShapes/Plus","Plus","_ho_Plus_ho_",
"__JungleShapes/Popsicle","Popsicle","_yar_Popsicle_yar_",
"__JungleShapes/Question","Question","_arrr_Question_arrr_",
"__JungleShapes/Rail","Rail","_ho_Rail_ho_",
"__JungleShapes/Semicircle","Semicircle","_yar_Semicircle_yar_",
"__JungleShapes/Ship","Ship","_ho_Ship_ho_",
"__JungleShapes/Square","Square","_arrr_Square_arrr_",
"__JungleShapes/Trash","Trash","_yar_Trash_yar_",
"__JungleShapes/Triangle","Triangle","_ho_Triangle_ho_",
