"Slider.v1.0.11","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@4:0","Alroight, now we're in buisness. ","_ho_Alroight, now we're in buisness. _ho_",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@5:0","Oi, where are you taking that?","_ho_Oi, where are you taking that?_ho_",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@6:0","Work sure is hard.","_ho_Work sure is hard._ho_",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@6:1","I could really go for a hot cocoa.","_ho_I could really go for a hot cocoa._ho_",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@7:0","You took a shortcut through the ice with the anchor? Alroighty.","_ho_You took a shortcut through the ice with the anchor? Alroighty._ho_",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@7:1","Boss spent all that time on the two-way elevator, but now...","_ho_Boss spent all that time on the two-way elevator, but now..._ho_",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@7:2","Our transit cycles will be faster than ever dropping through the ice!","_ho_Our transit cycles will be faster than ever dropping through the ice!_ho_",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@7:3","She'll be over the moon when she hears about this.","_ho_She'll be over the moon when she hears about this._ho_",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@8:0","Finally! A 
warm drink.","_ho_Finally! A 
warm drink._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@0:0","yoooo dude.","_ho_yoooo dude._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@0:1","that pipe supplying the heater with lava is broken. sooo lame.","_ho_that pipe supplying the heater with lava is broken. sooo lame._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@0:2","my boss had a new one but she's totally vanished bro. ","_ho_my boss had a new one but she's totally vanished bro. _ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@0:3","dont even worry about the pipe well fix it later. go find someone who works harder.","_ho_dont even worry about the pipe well fix it later. go find someone who works harder._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@1:0","wooow you got the thing spining with no heater? niiiice.","_ho_wooow you got the thing spining with no heater? niiiice._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@10:0","you did it my dude. ","_ho_you did it my dude. _ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@10:1","you should tell that crystal scientist lady about this ","_ho_you should tell that crystal scientist lady about this _ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@11:0","go enjoy making that goooooo. or whatever they do there. ","_ho_go enjoy making that goooooo. or whatever they do there. _ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@12:0","duuuuude thanks for fixing the world and stuff.","_ho_duuuuude thanks for fixing the world and stuff._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@2:0","we reaaaaally gotta find my boss so we can fix this pipe.","_ho_we reaaaaally gotta find my boss so we can fix this pipe._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@3:0","a scientist? crystals? dude what do all those words mean i just watch this pipe here.","_ho_a scientist? crystals? dude what do all those words mean i just watch this pipe here._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@4:0","oh heeeey you found the boss lady. good work dude.","_ho_oh heeeey you found the boss lady. good work dude._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@4:1","she give us the pipe? brooo you gotta be a better negotiator.","_ho_she give us the pipe? brooo you gotta be a better negotiator._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@4:2","you gotta get that pipe my guy or the heater will be broken foreeeeever","_ho_you gotta get that pipe my guy or the heater will be broken foreeeeever_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@5:0","yooooo you found the pipe.","_ho_yooooo you found the pipe._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@5:1","put it in bro.","_ho_put it in bro._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@6:0","niceeee now we need two cartfuls of lava in the machine to fill the heater.","_ho_niceeee now we need two cartfuls of lava in the machine to fill the heater._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@6:1","that giant ice patch shortcut should help its rad","_ho_that giant ice patch shortcut should help its rad_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@6:2","luckily the lava isnt unstable like crystals you can move tiles or whatever","_ho_luckily the lava isnt unstable like crystals you can move tiles or whatever_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@6:3","oh also the cart cant stop moving otherwise the tank will be emptied.","_ho_oh also the cart cant stop moving otherwise the tank will be emptied._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@6:4","dont ask why, thats just how it works my guy.","_ho_dont ask why, thats just how it works my guy._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@7:0","duuuuude you let the cart stop.","_ho_duuuuude you let the cart stop._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@7:1","and like the lava is totally gone","_ho_and like the lava is totally gone_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@7:2","you gotta get 2 carts of lava without stopping","_ho_you gotta get 2 carts of lava without stopping_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@8:0","one more bucket. dont let that cart stop.","_ho_one more bucket. dont let that cart stop._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@9:0","woah you got two buckets. now we just gotta let it fill.","_ho_woah you got two buckets. now we just gotta let it fill._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@0:0","Whew! My waterwheel is central to the Crystal Mines! But she's seen better days...","_ho_Whew! My waterwheel is central to the Crystal Mines! But she's seen better days..._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@0:1","Some MRI researcher's coming and she said she needed LOTS of power, so we gotta get fixing.","_ho_Some MRI researcher's coming and she said she needed LOTS of power, so we gotta get fixing._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@0:2","The waterwheel needs flowing water and unfrozen gears. We'll deal with that heater later.","_ho_The waterwheel needs flowing water and unfrozen gears. We'll deal with that heater later._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@0:3","First things first...","_ho_First things first..._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@0:4","...","_ho_..._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@1:0","The waterwheel won't work without any <wavy>flowing</wavy> water!","_ho_The waterwheel won't work without any <wavy>flowing</wavy> water!_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@10:0","Golly, if we fill that heater with lava, these gears could turn forever.","_ho_Golly, if we fill that heater with lava, these gears could turn forever._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@11:0","Bada-Bing! Nice and warm!","_ho_Bada-Bing! Nice and warm!_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@2:0","Gah! It looks like some of the gears of the power generation mechanism have frozen over.","_ho_Gah! It looks like some of the gears of the power generation mechanism have frozen over._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@2:1","Think you can unfreeze them?","_ho_Think you can unfreeze them?_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@2:2","This waterwheel is central to these mines. We need to unfreeze these gears.","_ho_This waterwheel is central to these mines. We need to unfreeze these gears._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@3:0","Eep! The gears are unfrozen, but we still need <wavy>flowing</wavy> water!","_ho_Eep! The gears are unfrozen, but we still need <wavy>flowing</wavy> water!_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@4:0","Florp! We need to fix the waterwheel, not steal power from the generator.","_ho_Florp! We need to fix the waterwheel, not steal power from the generator._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@4:1","That generator is for emergencies only!","_ho_That generator is for emergencies only!_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@5:0","Egads! You got the wheel turning again!","_ho_Egads! You got the wheel turning again!_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@5:1","I hope it's enough power for that researcher.","_ho_I hope it's enough power for that researcher._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@6:0","Zoinks! We should really look into a more permanent heating solution, eh?","_ho_Zoinks! We should really look into a more permanent heating solution, eh?_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@6:1","Some researcher from MRI is here to study the crystals we've been digging up.","_ho_Some researcher from MRI is here to study the crystals we've been digging up._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@6:2","They're trying to tap into their power to make a new generation of rocket fuel. Isn't that awesome?!","_ho_They're trying to tap into their power to make a new generation of rocket fuel. Isn't that awesome?!_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@7:0","Dagnabit! The scientist is here already? I thought she was coming later.","_ho_Dagnabit! The scientist is here already? I thought she was coming later._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@7:1","We can't get a sustainable power output until the heater is fixed.","_ho_We can't get a sustainable power output until the heater is fixed._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@7:2","If you wanna power that extractor, you're gonna need to get creative.","_ho_If you wanna power that extractor, you're gonna need to get creative._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@8:0","Gadzooks! That gem extractor looks just as broken as our heater pipe!","_ho_Gadzooks! That gem extractor looks just as broken as our heater pipe!_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@8:1","Things were never like this with the boss around...","_ho_Things were never like this with the boss around..._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@8:2","Still no sign of her, eh? Let me know if that changes.","_ho_Still no sign of her, eh? Let me know if that changes._ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@9:0","Boo-yah! You found my boss!","_ho_Boo-yah! You found my boss!_ho_",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@9:1","She should be able to help us fix that pipe.","_ho_She should be able to help us fix that pipe._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@0:0","Hi not to be weird or anything, but I just had to see how you've been using that <#2e44f0>anchor</color>!","_ho_Hi not to be weird or anything, but I just had to see how you've been using that <#2e44f0>anchor</color>!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@0:1","This ice patch is a shortcut to the bottom! Provided you've got somewhere to go.","_ho_This ice patch is a shortcut to the bottom! Provided you've got somewhere to go._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@0:2","No more waiting for the elevator to go down!","_ho_No more waiting for the elevator to go down!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@0:3","If you find a minecart, I'll show you how it works.","_ho_If you find a minecart, I'll show you how it works._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@1:0","I helped some dude off a rock, and he said he'd help me out if i left him alone!","_ho_I helped some dude off a rock, and he said he'd help me out if i left him alone!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@1:1","Looks like the rails near him line up perfectly with the ones on the ice here.","_ho_Looks like the rails near him line up perfectly with the ones on the ice here._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@1:2","If you put that tile with the trees on it beneath this one, I'll show you how the shortcut works.","_ho_If you put that tile with the trees on it beneath this one, I'll show you how the shortcut works._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@2:0","Okay we're ready to go!","_ho_Okay we're ready to go!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@2:1","Drop the minecart on the track there, and use the <#2e44f0>anchor</color> to break the ice!","_ho_Drop the minecart on the track there, and use the <#2e44f0>anchor</color> to break the ice!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@3:0","Wow, you did it!","_ho_Wow, you did it!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@3:1","Just another reason that the <#2e44f0>anchor</color> is the best.","_ho_Just another reason that the <#2e44f0>anchor</color> is the best._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@3:2","If you ever find who made that elevator, let them know about this. They'll be thrilled!","_ho_If you ever find who made that elevator, let them know about this. They'll be thrilled!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@3:3","...","_ho_..._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@4:0","This shortcut is just the coolest, huh?","_ho_This shortcut is just the coolest, huh?_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@5:0","Don't forget to use the <#2e44f0>anchor</color>! It's super useful!","_ho_Don't forget to use the <#2e44f0>anchor</color>! It's super useful!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@6:0","The ice is gone forever! It's like a permanent anchor!","_ho_The ice is gone forever! It's like a permanent anchor!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@0:0","Hey! Do you work here? I'm Sara, here to investigate the buzz about these crystals!","_ho_Hey! Do you work here? I'm Sara, here to investigate the buzz about these crystals!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@0:1","I've been trying to use these crystal extractors and processors but...","_ho_I've been trying to use these crystal extractors and processors but..._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@0:2","There's no power!","_ho_There's no power!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@0:3","And no crystals!!","_ho_And no crystals!!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@0:4","We need a minecart for the crystals. I think one was trapped behind that big rock.","_ho_We need a minecart for the crystals. I think one was trapped behind that big rock._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@1:0","You found a minecart! ","_ho_You found a minecart! _ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@1:1","Maybe that guy will stop yapping my ear off about the ice patch now.","_ho_Maybe that guy will stop yapping my ear off about the ice patch now._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@1:2","Anyways, we need to power the extractor so we can suck up the crystals.","_ho_Anyways, we need to power the extractor so we can suck up the crystals._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@10:0","Did you find a replacement tank yet?","_ho_Did you find a replacement tank yet?_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@10:1","I've got some more of those... what do you call them?","_ho_I've got some more of those... what do you call them?_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@10:2","Sliders? Okay sure. If you help fix and power the machine I'll give you one of those thingies.","_ho_Sliders? Okay sure. If you help fix and power the machine I'll give you one of those thingies._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@11:0","We've got the power!","_ho_We've got the power!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@11:1","But we still need to replace that extraction tank.","_ho_But we still need to replace that extraction tank._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@11:2","According to my records, some Burt fella made the original one.","_ho_According to my records, some Burt fella made the original one._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@11:3","One last thing I read - these crystals can be dropped a long ways down and be okay!","_ho_One last thing I read - these crystals can be dropped a long ways down and be okay!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@11:4","I guess that's why they built this shortcut.","_ho_I guess that's why they built this shortcut._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@12:0","Heh, good work.","_ho_Heh, good work._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@12:1","As nervous as I am, we still need to power the extractor to make that goo.","_ho_As nervous as I am, we still need to power the extractor to make that goo._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@12:2","Is the waterwheel done yet?? We told them we would need it.","_ho_Is the waterwheel done yet?? We told them we would need it._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@13:0","We've got power! Now let's hope this thing stays stable.","_ho_We've got power! Now let's hope this thing stays stable._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@14:0","Let's make some goo!","_ho_Let's make some goo!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@14:1","I'll need 2 crystals to create the specimen. <wavy>And power</wavy>!!","_ho_I'll need 2 crystals to create the specimen. <wavy>And power</wavy>!!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@14:2","Be careful, though. Moving the machine will also dissolve the crystals.","_ho_Be careful, though. Moving the machine will also dissolve the crystals._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@14:3","And leaving them alone for too long will cause destablization.","_ho_And leaving them alone for too long will cause destablization._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@14:4","We have just enough time to get 2 if the minecart is constantly moving when delivering.","_ho_We have just enough time to get 2 if the minecart is constantly moving when delivering._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@14:5","So remember... 2 crystals, no shaking the machine, and keep that minecart moving!","_ho_So remember... 2 crystals, no shaking the machine, and keep that minecart moving!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@15:0","The crystals, they shattered!","_ho_The crystals, they shattered!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@15:1","Make sure not to move the extractor with a crystal inside. These things are unstable!","_ho_Make sure not to move the extractor with a crystal inside. These things are unstable!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@15:2","Let's try that again. Bring me 2 crystals. No movement, no minecart stops.","_ho_Let's try that again. Bring me 2 crystals. No movement, no minecart stops._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@16:0","The crystals, they shattered!","_ho_The crystals, they shattered!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@16:1","These things degrade quickly, it seems. I'll note that.","_ho_These things degrade quickly, it seems. I'll note that._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@16:2","Make sure to get 2 crystals without the minecart stopping!","_ho_Make sure to get 2 crystals without the minecart stopping!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@17:0","One crystal down, one more to go!","_ho_One crystal down, one more to go!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@18:0","It works! It actually works!","_ho_It works! It actually works!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@18:1","Oh look at all this wonderful, gemmy goo.","_ho_Oh look at all this wonderful, gemmy goo._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@19:0","You've been a wonderful research partner.","_ho_You've been a wonderful research partner._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@2:0","We can't process the crystals without power!","_ho_We can't process the crystals without power!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@2:1","There must be a power source around here somewhere.","_ho_There must be a power source around here somewhere._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@20:0","Wait until the folks back at the MRI hear about this tech. The rocket program is saved!","_ho_Wait until the folks back at the MRI hear about this tech. The rocket program is saved!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@3:0","You hotwired the generator? You're a helluva engineer!","_ho_You hotwired the generator? You're a helluva engineer!_ho_",
