"Slider.v1.0.11","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/EightPuzzle/STile (1)/Objects/Downstairs/Wanda@0:1",".........","_ho_........._ho_",
"Map/EightPuzzle/STile (1)/Objects/Downstairs/Wanda@0:2","Well you can head upstairs!","_ho_Well you can head upstairs!_ho_",
"Map/EightPuzzle/STile (1)/Objects/Downstairs/Wanda@1:0","What?? He made you start working??","_ho_What?? He made you start working??_ho_",
"Map/EightPuzzle/STile (1)/Objects/Downstairs/Wanda@1:1","Ugh he's not even the right person... whatever.","_ho_Ugh he's not even the right person... whatever._ho_",
"Map/EightPuzzle/STile (1)/Objects/Downstairs/Wanda@1:2","Clearly you're capable, sorry this place is a bit hectic.","_ho_Clearly you're capable, sorry this place is a bit hectic._ho_",
"Map/EightPuzzle/STile (1)/Objects/Downstairs/Wanda@2:0","Make sure to get Barron his shapes, you can probably find them next to the big Shop Blob.","_ho_Make sure to get Barron his shapes, you can probably find them next to the big Shop Blob._ho_",
"Map/EightPuzzle/STile (1)/Objects/Downstairs/Wanda@3:0","I hope you aren't too offput by the work here.","_ho_I hope you aren't too offput by the work here._ho_",
"Map/EightPuzzle/STile (1)/Objects/Downstairs/Wanda@3:1","Everyone gets a bit of imposter syndrome when they start.","_ho_Everyone gets a bit of imposter syndrome when they start._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@0:0","Ah, perfect timing junior. I can't figure out how-","_ho_Ah, perfect timing junior. I can't figure out how-_ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@0:1","Er... Barron wants you to ""send some sticks up"".","_ho_Er... Barron wants you to ""send some sticks up""._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@1:0","Hm... that looks right doesn't it?","_ho_Hm... that looks right doesn't it?_ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@1:1","It's probably not sending any blobs because there's no target.","_ho_It's probably not sending any blobs because there's no target._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@1:2","Well, you should probably go talk to HR. You seem lost.","_ho_Well, you should probably go talk to HR. You seem lost._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@1:3","Who sent you here anyway?","_ho_Who sent you here anyway?_ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@2:0","Hm... that looks right doesn't it?","_ho_Hm... that looks right doesn't it?_ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@2:1","It's probably not sending any blobs because there's no target.","_ho_It's probably not sending any blobs because there's no target._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@2:2","Well, you should probably go talk to HR. You seem lost.","_ho_Well, you should probably go talk to HR. You seem lost._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@2:3","Who sent you here anyway?","_ho_Who sent you here anyway?_ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@3:0","This work is really tough.","_ho_This work is really tough._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@4:0","Hey.","_ho_Hey._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@5:0","Oh uh... I've got my sticks sending up.","_ho_Oh uh... I've got my sticks sending up._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@5:1","I've also been having some trouble with my J*ra cards so I had to sort that out.","_ho_I've also been having some trouble with my J*ra cards so I had to sort that out._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@5:2","Welcome.","_ho_Welcome._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@6:0","Welcome.","_ho_Welcome._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@7:0","Sorry I'm taking a break.","_ho_Sorry I'm taking a break._ho_",
"Map/EightPuzzle/STile (1)/Objects/Upstairs/Joe@8:0","Guess I should start packing my stuff up.","_ho_Guess I should start packing my stuff up._ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@0:0","Great!!! It's ready for you to take a look, boss! (Anytime!)","_ho_Great!!! It's ready for you to take a look, boss! (Anytime!)_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@0:1","No problem boss! I'll have it ready for you whenever!","_ho_No problem boss! I'll have it ready for you whenever!_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@1:0","...","_ho_..._ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@10:0","A Fish Bowl?","_ho_A Fish Bowl?_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@10:1","With the DUPLICATOR you should have enough components! (Probably)","_ho_With the DUPLICATOR you should have enough components! (Probably)_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@11:0","The Recipe OS is almost complete!","_ho_The Recipe OS is almost complete!_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@12:0","Is... is it over? No more research?","_ho_Is... is it over? No more research?_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@13:0","Researcher, I think you've done it! We've discovered all the recipes!","_ho_Researcher, I think you've done it! We've discovered all the recipes!_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@14:0","<var>jungleUIHintText</var>","_ho_<var>jungleUIHintText</var>_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@2:0","This is the all new, Recipe OS!","_ho_This is the all new, Recipe OS!_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@2:1","It can show you EVERYTHING about ANYTHING! (related to recipes)","_ho_It can show you EVERYTHING about ANYTHING! (related to recipes)_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@2:2","Our AI algorithm can even predict NEW recipes! (but not that well)","_ho_Our AI algorithm can even predict NEW recipes! (but not that well)_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@2:3","Try using the controls down there!","_ho_Try using the controls down there!_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@3:0","Meeting time!","_ho_Meeting time!_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@4:0","I finished finalizing R&D, ready for you to take a look boss! (Come whenever!)","_ho_I finished finalizing R&D, ready for you to take a look boss! (Come whenever!)_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@4:1","Welcome!","_ho_Welcome!_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@5:0","Welcome!","_ho_Welcome!_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@6:0","I might just start my next project since Barron seems busy.","_ho_I might just start my next project since Barron seems busy._ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@6:1","A Fish? A Ship? They sound like they need at least three components each.","_ho_A Fish? A Ship? They sound like they need at least three components each._ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@7:0","Race? Good luck! I can't help with that! (Sorry)","_ho_Race? Good luck! I can't help with that! (Sorry)_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@8:0","Hey! You should check on that Chad fellow, he has something for you (probably).","_ho_Hey! You should check on that Chad fellow, he has something for you (probably)._ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@9:0","Behold! My research has paid off!","_ho_Behold! My research has paid off!_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@9:1","This duplicator can double ANY INPUTS! (Shape inputs)","_ho_This duplicator can double ANY INPUTS! (Shape inputs)_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@9:2","With this, any input will become 2 separate outputs!","_ho_With this, any input will become 2 separate outputs!_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@9:3","Our efficiency has been unlocked, we can reach new peaks! (hype!)","_ho_Our efficiency has been unlocked, we can reach new peaks! (hype!)_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Recipe TV Set/Recipe TV/Canvas/JG UI/BG Lines/BG Texts/RecipeCount","2/3","_ho_2/3_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Recipe TV Set/Recipe TV/Canvas/JG UI/BG Lines/BG Texts/RecipeText","Recipes","_ho_Recipes_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Recipe TV Set/Recipe TV/Canvas/JG UI/BG Lines/BG Texts/StatisticsText","Business","_ho_Business_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Recipe TV Set/Recipe TV/Canvas/JG UI/BG Lines/Top/RecipeNumber","08","_ho_08_ho_",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Recipe TV Set/Recipe TV/Canvas/JG UI/BG Lines/Top/RecipeText","Ship","_ho_Ship_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@0:0","hey... im a doctor from overseas... here to watch this race.","_ho_hey... im a doctor from overseas... here to watch this race._ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@0:1","what? the bags under my eyes? oh dont worry about them haha","_ho_what? the bags under my eyes? oh dont worry about them haha_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@1:0","oho! its almost race time.","_ho_oho! its almost race time._ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@1:1","stay safe! dont fall off the bridge! and dont trip on the race cones!","_ho_stay safe! dont fall off the bridge! and dont trip on the race cones!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@1:2","ill stay by the finish line... erm.. finish bell","_ho_ill stay by the finish line... erm.. finish bell_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@10:0","Phew! Good as new!","_ho_Phew! Good as new!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@10:1","Good thing you had the supplies ahead of time!","_ho_Good thing you had the supplies ahead of time!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@10:2","That fisherman looks quite distressed, can you help him too?","_ho_That fisherman looks quite distressed, can you help him too?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@11:0","Phew! Good as new!","_ho_Phew! Good as new!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@11:1","That fisherman looks quite distressed, can you help him too?","_ho_That fisherman looks quite distressed, can you help him too?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@12:0","Thanks for all your help!","_ho_Thanks for all your help!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@13:0","My medical license is safe for another day.","_ho_My medical license is safe for another day._ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@2:0","ah the race has started.","_ho_ah the race has started._ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@2:1","good luck to whoevers competing!","_ho_good luck to whoevers competing!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@3:0","oh a crutch? i guess i'll keep it for later, thanks","_ho_oh a crutch? i guess i'll keep it for later, thanks_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@3:1","you should probably focus on the race though..","_ho_you should probably focus on the race though.._ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@4:0","oh a bandage? i guess i'll keep it for later, thanks","_ho_oh a bandage? i guess i'll keep it for later, thanks_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@4:1","you should probably focus on your race though..","_ho_you should probably focus on your race though.._ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@5:0","crutches and bandages? thanks?","_ho_crutches and bandages? thanks?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@5:1","your race though.. im sure you can use your artifact somehow.","_ho_your race though.. im sure you can use your artifact somehow._ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@6:0","oh shOOT!","_ho_oh shOOT!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@7:0","Something actually happened?? Uhh uM eRM-","_ho_Something actually happened?? Uhh uM eRM-_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@7:1","Are you hurt?? Sorry that was stupid-","_ho_Are you hurt?? Sorry that was stupid-_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@7:2","Do you have health insurance?? No??????","_ho_Do you have health insurance?? No??????_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@7:3","uhhhhhhhhhhhhhhhhhhhhhhhhhhh","_ho_uhhhhhhhhhhhhhhhhhhhhhhhhhhh_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@7:4","You! Bystander!","_ho_You! Bystander!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@7:5","Get me a Bandage and a Crutch! (and make sure he's ok)","_ho_Get me a Bandage and a Crutch! (and make sure he's ok)_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@8:0","Great! Now I just need some Bandages oh god is he bleeding","_ho_Great! Now I just need some Bandages oh god is he bleeding_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@9:0","Great! Now I just need Crutches oh god is he bleeding","_ho_Great! Now I just need Crutches oh god is he bleeding_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@0:0","Hey there! I'm a blob! I work here and sell the shapes my friends make!","_ho_Hey there! I'm a blob! I work here and sell the shapes my friends make!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@0:1","All my friends all work upstairs, and I'm alone here, but that's okay!","_ho_All my friends all work upstairs, and I'm alone here, but that's okay!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@0:2","It's super nice here! We get to work 24/7!","_ho_It's super nice here! We get to work 24/7!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@1:0","Oho... you're already making Barron proud, eh?","_ho_Oho... you're already making Barron proud, eh?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@1:1","That's so cool!!!","_ho_That's so cool!!!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@2:0","Erm... everything is all scrambled!","_ho_Erm... everything is all scrambled!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@2:1","Barron won't be happy with this, but that's okay!","_ho_Barron won't be happy with this, but that's okay!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@3:0","Yay!! Everything is awesome!!!","_ho_Yay!! Everything is awesome!!!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@4:0","Niko what are you doing here?","_ho_Niko what are you doing here?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@5:0","I see you sent 2 Semi Circles down!","_ho_I see you sent 2 Semi Circles down!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@5:1","You can combine them into a Circle if you use the Sign Huts upstairs!","_ho_You can combine them into a Circle if you use the Sign Huts upstairs!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@6:0","Ew... what is that... gross!","_ho_Ew... what is that... gross!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@7:0","<var>JungleShopBlobDialogue</var>","_ho_<var>JungleShopBlobDialogue</var>_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@0:0","Justin! How's the R&D on shape production?","_ho_Justin! How's the R&D on shape production?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@0:1","Amazing! I can always count on you.","_ho_Amazing! I can always count on you._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@1:0","Aha, you must be the new hire, eh? Welcome to Canopy Corp, I'm Barron!","_ho_Aha, you must be the new hire, eh? Welcome to Canopy Corp, I'm Barron!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@1:1","What's your name?","_ho_What's your name?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@1:2","..........","_ho_.........._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@1:3","Well, it's nice to meet you!","_ho_Well, it's nice to meet you!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@1:4","Things move quick here, get ready to hit the ground running.","_ho_Things move quick here, get ready to hit the ground running._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@1:5","Let's get you started on your first task: get me a Square and a Circle.","_ho_Let's get you started on your first task: get me a Square and a Circle._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@10:0","Intern! Have you finished helping our clients downstairs?","_ho_Intern! Have you finished helping our clients downstairs?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@10:1","Oh, well see if Joseph can help you if you have any questions.","_ho_Oh, well see if Joseph can help you if you have any questions._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@10:2","I'll be finished with my break soon.","_ho_I'll be finished with my break soon._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@11:0","Amazing, you handled our clients so well!","_ho_Amazing, you handled our clients so well!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@12:0","I have some business matters to attend to, so it'd be great if you could find something to do.","_ho_I have some business matters to attend to, so it'd be great if you could find something to do._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@13:0","What? A race?","_ho_What? A race?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@13:1","I can't help you with that. I doubt my Artifact Tech (tm) can do anything either.","_ho_I can't help you with that. I doubt my Artifact Tech (tm) can do anything either._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@14:0","It's unfortunate but,","_ho_It's unfortunate but,_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@14:1","I had to let Joe go today.","_ho_I had to let Joe go today._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@14:2","Do you think you can pick up his task?","_ho_Do you think you can pick up his task?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@14:3","He was supposed to help the doctor and fishermen downstairs.","_ho_He was supposed to help the doctor and fishermen downstairs._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@15:0","INTERN!!","_ho_INTERN!!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@15:1","I've just had a great business idea.","_ho_I've just had a great business idea._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@15:2","We're going to be expanding our investments to lottery tickets!","_ho_We're going to be expanding our investments to lottery tickets!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@15:3","I've already bought 1000 with company money!","_ho_I've already bought 1000 with company money!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@15:4","I'll be busy for a while, can you help our new clients by the bridge?","_ho_I'll be busy for a while, can you help our new clients by the bridge?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@15:5","They're our BIGGEST clients yet!","_ho_They're our BIGGEST clients yet!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@16:0","Great news intern.","_ho_Great news intern._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@16:1","We've made a net profit of two dollars from the lottery venture.","_ho_We've made a net profit of two dollars from the lottery venture._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@16:2","I was able to hire a new secretary with that money!","_ho_I was able to hire a new secretary with that money!_ho_",
