"Slider.v1.0.12","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@2:0","This is the all new, Recipe OS!","이게 바로 새로운 레시피 OS예요!",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@2:1","It can show you EVERYTHING about ANYTHING! (related to recipes)","모든 것에 대한 모든 것을 보여줄 수 있어요! (레시피와 관련된거요)",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@2:2","Our AI algorithm can even predict NEW recipes! (but not that well)","우리의 AI 알고리즘은 새로운 레시피도 예측할 수 있죠! (그렇게 잘하진 못하지만요)",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@2:3","Try using the controls down there!","바로 아래에 있는 조작 장치를 사용해 보세요!",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@3:0","Meeting time!","회의 시간이에요!",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@4:0","I finished finalizing R&D, ready for you to take a look boss! (Come whenever!)","R&D 최종 정리를 마쳤어요. 사장님께서 확인하실 준비가 됐어요! (편하실 때 오세요!)",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@4:1","Welcome!","환영합니다!",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@5:0","Welcome!","환영합니다!",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@6:0","I might just start my next project since Barron seems busy.","배런이 바빠 보이니까 제 다음 개인 프로젝트를 시작해볼까 봐요.",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@6:1","A Fish? A Ship? They sound like they need at least three components each.","물고기? 배요? 아마 각각 최소 세 개의 부품이 필요할 것 같아요.",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@7:0","Race? Good luck! I can't help with that! (Sorry)","경주요? 행운을 빕니다! 제가 도와드릴 순 없어요! (죄송해요)",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@8:0","Hey! You should check on that Chad fellow, he has something for you (probably).","저기요! 채드라는 친구를 확인해 보세요. 당신을 위한 뭔가가 있을 거예요 (아마도요).",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@9:0","Behold! My research has paid off!","보세요! 제 연구가 결실을 맺었어요!",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@9:1","This duplicator can double ANY INPUTS! (Shape inputs)","이 복제기는 어떤 입력이든 두 배로 만들 수 있어요! (도형 입력 말이에요)",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@9:2","With this, any input will become 2 separate outputs!","이걸로 어떤 입력이든 두 개의 별도 출력으로 만들 수 있어요!",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Justin@9:3","Our efficiency has been unlocked, we can reach new peaks! (hype!)","우리의 효율 제한이 풀렸어요. 새로운 한계에 도전할 수 있을 거예요! (신난다!)",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Recipe TV Set/Recipe TV/Canvas/JG UI/BG Lines/BG Texts/RecipeCount","2/3","2/3",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Recipe TV Set/Recipe TV/Canvas/JG UI/BG Lines/BG Texts/RecipeText","Recipes","레시피",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Recipe TV Set/Recipe TV/Canvas/JG UI/BG Lines/BG Texts/StatisticsText","Business","비즈니스",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Recipe TV Set/Recipe TV/Canvas/JG UI/BG Lines/Top/RecipeNumber","08","08",
"Map/EightPuzzle/STile (2)/Objects/Upstairs/Recipe TV Set/Recipe TV/Canvas/JG UI/BG Lines/Top/RecipeText","Ship","배",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@0:0","hey... im a doctor from overseas... here to watch this race.","안녕하세요... 저는 해외에서 온 의사예요... 이 경주를 보러 왔어요.",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@0:1","what? the bags under my eyes? oh dont worry about them haha","뭐라고요? 제 눈 밑 다크서클이요? 아 걱정하지 마세요. 하하",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@1:0","oho! its almost race time.","오호! 곧 경주 시간이네요.",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@1:1","stay safe! dont fall off the bridge! and dont trip on the race cones!","안전하게 즐기세요! 다리에서 떨어지지 마시고! 경주 콘에 걸려 넘어지지 않도록 조심하세요!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@1:2","ill stay by the finish line... erm.. finish bell","저는 결승선... 음.. 결승 종 근처에 있을게요.",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@10:0","Phew! Good as new!","휴! 새것처럼 좋아졌네요!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@10:1","Good thing you had the supplies ahead of time!","미리 준비물을 가지고 있어서 다행이에요!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@10:2","That fisherman looks quite distressed, can you help him too?","저 어부 분이 꽤 괴로워 보이는데, 그분도 도와주실 수 있나요?",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@11:0","Phew! Good as new!","휴! 새것처럼 좋아졌네요!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@11:1","That fisherman looks quite distressed, can you help him too?","저 어부 분이 꽤 괴로워 보이는데, 그분도 도와주실 수 있나요?",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@12:0","Thanks for all your help!","도와주셔서 감사해요!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@13:0","My medical license is safe for another day.","제 의사 면허가 오늘도 안전하네요.",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@2:0","ah the race has started.","아, 경주가 시작됐군요.",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@2:1","good luck to whoevers competing!","두 분 모두 행운을 빕니다!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@3:0","oh a crutch? i guess i'll keep it for later, thanks","오, 목발이요? 나중을 위해 갖고 있을게요, 고마워요.",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@3:1","you should probably focus on the race though..","하지만 당신은 아마 경주에 집중해야 할 거예요...",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@4:0","oh a bandage? i guess i'll keep it for later, thanks","오, 붕대요? 나중을 위해 갖고 있을게요, 고마워요.",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@4:1","you should probably focus on your race though..","하지만 당신은 아마 경주에 집중해야 할 거예요...",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@5:0","crutches and bandages? thanks?","목발과 붕대요? 고마워요?",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@5:1","your race though.. im sure you can use your artifact somehow.","당신 경주는... 유물을 어떻게든 써먹을 수 있을 거예요.",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@6:0","oh shOOT!","오 이런!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@7:0","Something actually happened?? Uhh uM eRM-","지금 무-무슨 일이 일어났나요?? 어.. 음.. 저기-",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@7:1","Are you hurt?? Sorry that was stupid-","다치셨어요?? 죄송해요, 바보 같은 질문이었죠-",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@7:2","Do you have health insurance?? No??????","건강 보험 있으세요?? 없다고요??????",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@7:3","uhhhhhhhhhhhhhhhhhhhhhhhhhhh","으으으으으으으으으으으으으으",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@7:4","You! Bystander!","당신! 옆에 있는 분!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@7:5","Get me a Bandage and a Crutch! (and make sure he's ok)","붕대와 목발을 가져다 주세요! 그리고 저 분이 괜찮은지 확인해 주세요.",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@8:0","Great! Now I just need some Bandages oh god is he bleeding","좋아요! 이제 붕대만 있으면 돼요... 오, 맙소사, 피를 흘리고 있어요",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/RaceDoc@9:0","Great! Now I just need Crutches oh god is he bleeding","좋아요! 이제 목발만 있으면 돼요... 오, 맙소사, 피를 흘리고 있어요",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@0:0","Hey there! I'm a blob! I work here and sell the shapes my friends make!","안녕! 난 방울이라고 해! 여기서 일하면서 내 친구들이 만든 도형들을 팔고 있어!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@0:1","All my friends all work upstairs, and I'm alone here, but that's okay!","내 친구들은 다 위층에서 일하고, 나만 여기 혼자 있지만 난 괜찮아!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@0:2","It's super nice here! We get to work 24/7!","여긴 정말 좋아! 우린 매주 7일 24시간 내내 일할 수 있어!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@1:0","Oho... you're already making Barron proud, eh?","오호... 너 벌써 배런한테 잘 보이고 있구나, 응?",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@1:1","That's so cool!!!","그거 정말 멋져!!!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@2:0","Erm... everything is all scrambled!","음... 모든 게 다 뒤죽박죽이 됐어!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@2:1","Barron won't be happy with this, but that's okay!","배런이 이걸 좋아하지 않겠지만, 괜찮아!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@3:0","Yay!! Everything is awesome!!!","야호!! 모든 게 다 멋져!!!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@4:0","Niko what are you doing here?","니코, 넌 여기서 뭐 하는 거야?",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@5:0","I see you sent 2 Semi Circles down!","반원 2개를 내려보냈구나!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@5:1","You can combine them into a Circle if you use the Sign Huts upstairs!","위층에 있는 표지판 구조물을 사용하면 그걸 원으로 합칠 수 있어!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@6:0","Ew... what is that... gross!","으... 저게 뭐야... 더러워!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@7:0","<var>JungleShopBlobDialogue</var>","<var>JungleShopBlobDialogue</var>",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Bread:0","It's gluten free!","It's gluten free!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Chest:0","That would make for some great buried treasure!","That would make for some great buried treasure!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Circle:0","OMG Circle!!! Just like me!!!!","OMG Circle!!! Just like me!!!!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Crutch:0","Crutch? Isn't that a police baton? Yay!!","Crutch? Isn't that a police baton? Yay!!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Fish:0","Blub blub blub","Blub blub blub",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@FishBowl:0","NOOOO YOU TRAPPED MR. BLUB BLUB","NOOOO YOU TRAPPED MR. BLUB BLUB",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Flag:0","A race? I hope everyone's a winner!","A race? I hope everyone's a winner!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Glasses:0","I SEE you've made something cool.","I SEE you've made something cool.",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Heart:0","Aww <3","Aww <3",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Icecream:0","Artificial vanilla, my favorite!","Artificial vanilla, my favorite!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Line:0","Does Barron want more lines..?","Does Barron want more lines..?",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Lollipop:0","Yummy!!!","Yummy!!!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Minecart:0","OMG do you think I can fit in it?","OMG do you think I can fit in it?",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Mushroom:0","Watch out!! It might explode!","Watch out!! It might explode!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Pickaxe:0","Diggy diggy hole","Diggy diggy hole",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Plus:0","Eww... is that... math?","Eww... is that... math?",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Rail:0","I am going to 'Rail' you!","I am going to 'Rail' you!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Ship:0","Ahoy!!!","Ahoy!!!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Square:0","Squares are okay... but I like circles more!","Squares are okay... but I like circles more!",
"Map/EightPuzzle/STile (3)/Objects/Downstairs/Shop Blob@Triangle:0","If you were a triangle you'd be acute one!","If you were a triangle you'd be acute one!",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@0:0","Justin! How's the R&D on shape production?","저스틴! 도형 생산 R&D는 어떻게 진행되고 있나?",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@0:1","Amazing! I can always count on you.","훌륭해! 역시 자네는 믿을 만하군.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@1:0","Aha, you must be the new hire, eh? Welcome to Canopy Corp, I'm Barron!","아하, 자네가 새로 온 직원이로군? 캐노피 코퍼레이션에 온 걸 환영하네. 난 배런이라고 하지.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@1:1","What's your name?","자네 이름은?",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@1:2","..........","..........",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@1:3","Well, it's nice to meet you!","음, 만나서 반갑군!",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@1:4","Things move quick here, get ready to hit the ground running.","이곳은 일이 빠르게 진행되니 바로 뛰어들 준비를 하게.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@1:5","Let's get you started on your first task: get me a Square and a Circle.","자, 첫 번째 업무를 시작해보지. 나에게 사각형과 원을 가져오게.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@10:0","Intern! Have you finished helping our clients downstairs?","인턴! 아래층 고객들 돕는 일은 끝냈나?",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@10:1","Oh, well see if Joseph can help you if you have any questions.","오, 뭐 궁금한 게 있다면 조셉에게 물어보게.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@10:2","I'll be finished with my break soon.","곧 내 휴식 시간이 끝날 걸세.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@11:0","Amazing, you handled our clients so well!","놀랍군, 고객들을 아주 잘 응대했어!",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@12:0","I have some business matters to attend to, so it'd be great if you could find something to do.","난 지금 처리할 업무가 좀 있어서 그러는데, 자네가 뭐 할 거 알아서 찾아보면 좋겠네.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@13:0","What? A race?","뭐라고? 경주?",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@13:1","I can't help you with that. I doubt my Artifact Tech (tm) can do anything either.","그건 도와줄 수 없네. 내 유물 기술(TM)로도 뭘 할 수 있을 것 같지 않아.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@14:0","It's unfortunate but,","유감스러운 소식이네만,",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@14:1","I had to let Joe go today.","오늘 조를 내보내야 했네.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@14:2","Do you think you can pick up his task?","자네가 그의 일을 맡을 수 있겠나?",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@14:3","He was supposed to help the doctor and fishermen downstairs.","그는 아래층의 의사와 어부들을 도와주기로 되어 있었지.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@15:0","INTERN!!","인턴!!",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@15:1","I've just had a great business idea.","멋진 사업 아이디어가 떠올랐네.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@15:2","We're going to be expanding our investments to lottery tickets!","우리 회사는 복권 사업으로 투자를 확대할 거야!",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@15:3","I've already bought 1000 with company money!","이미 회사 돈으로 1000장을 샀다고!",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@15:4","I'll be busy for a while, can you help our new clients by the bridge?","난 당분간 바쁠 테니, 자네가 다리 옆에 있는 새 고객들을 도와줄 수 있겠나?",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@15:5","They're our BIGGEST clients yet!","지금까지 중 가장 큰 고객들이라고!",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@16:0","Great news intern.","좋은 소식이네, 인턴.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@16:1","We've made a net profit of two dollars from the lottery venture.","복권 사업으로 2달러의 순이익을 냈어.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@16:2","I was able to hire a new secretary with that money!","그 돈으로 새 비서를 고용할 수 있었지!",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@17:0","You've done a lot of work finding all these tiles but... it's not very ""complete"" is it?","이 타일들을 다 찾느라 수고 많았지만... 그다지 ""완벽""하진 않군, 그렇지?",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@17:1","You'd better do something about it.","뭔가 더 해보는 게 좋겠어.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@18:0","Great work, intern! I can tell you're really dedicated to Canopy Corp.","잘했네, 인턴! 자네가 캐노피 코퍼레이션에 정말 헌신적인 걸 알겠어.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@18:1","I'll have to see about getting you a bonus!","보너스를 줘야 할 것 같군!",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@2:0","Let's get you started on your first task: get me a Stick and a Circle from downstairs.","자, 첫 번째 업무를 시작해보지. 아래층에서 막대기와 원을 가져오게.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@2:1","We have some proprietery stuff here, with our new Artifact Tech (tm).","우리 새로운 유물 기술(TM)로 만든 특허품들이 여기 있네.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@2:2","I'm sure you can figure it out, but don't hesitate to ask around for help!","자네가 스스로 알아낼 수 있을 거라 확신하지만, 도움이 필요하면 주변에 물어보는 것도 좋네!",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@3:0","Intern! You're back! Do you have the Stick or Circle?","인턴! 돌아왔군! 막대기랑 원 가져왔나?",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@3:1","Go fetch me one from downstairs when you figure it out.","알아냈으면 아래층에서 하나 가져오게.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@4:0","Aha, the Stick! You really are a quick learner.","아하, 막대기로군! 정말 빨리 배우는군.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@4:1","Just get me the Circle and we can move on to the real work.","원만 가져오면 진짜 일을 시작할 수 있어.",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@5:0","Aha, the Circle! You really are a quick learner.","아하, 원이로군! 정말 빨리 배우는군.",
