"Slider.v1.0.12","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@3:5","They worked wonders, waaayyyy better than all the other large, heavy, metal throwable objects we had.","그게 아주 효과 좋았어. 크고 무겁고 금속인데다가 우리가 가진 다른 던질 수 있는 물건들보다 훨씬 나았다고.",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@4:0","Alroight, now we're in buisness. ","좋아, 이제 일 좀 할 수 있겠어.",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@5:0","Oi, where are you taking that?","어이, 그걸 어디로 가져가는 거야?",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@6:0","Work sure is hard.","일은 참 힘들다니까.",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@6:1","I could really go for a hot cocoa.","따뜻한 코코아 한 잔 마시고 싶네.",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@7:0","You took a shortcut through the ice with the anchor? Alroighty.","닻으로 얼음을 통과해서 지름길을 만들었다고? 그렇구만.",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@7:1","Boss spent all that time on the two-way elevator, but now...","사장님이 양방향 엘리베이터 만드는 데 그렇게 시간 들였는데, 근데 이제...",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@7:2","Our transit cycles will be faster than ever dropping through the ice!","얼음을 뚫고 내려가면 우리 이동 시간이 더 빨라질 거야!",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@7:3","She'll be over the moon when she hears about this.","사장님이 이 얘기 들으면 아주 좋아하실 거야.",
"Map/EightPuzzle/MountainSTile (2)/Objects/Basement Dude@8:0","Finally! A 
warm drink.","드디어! \n따뜻한 음료다.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@0:0","yoooo dude.","저기, 형씨.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@0:1","that pipe supplying the heater with lava is broken. sooo lame.","히터에 용암 공급하는 파이프가 고장 났어. 끔찍하지.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@0:2","my boss had a new one but she's totally vanished bro. ","우리 사장님이 새 거 가져온댔는데 그 뒤로 행방불명이야.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@0:3","dont even worry about the pipe well fix it later. go find someone who works harder.","파이프는 신경 쓰지 마, 나중에 고칠 거야. 가서 더 부지런한 놈 찾아봐.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@1:0","wooow you got the thing spining with no heater? niiiice.","와 히터 없이도 그거 돌아가게 했어? 쩐다.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@10:0","you did it my dude. ","해냈네, 이 친구야.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@10:1","you should tell that crystal scientist lady about this ","크리스탈 과학자 아가씨한테 말 좀 전해줘.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@11:0","go enjoy making that goooooo. or whatever they do there. ","가서 그거 만드는 거나 즐겨. 거기서 뭘 하든 말든.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@12:0","duuuuude thanks for fixing the world and stuff.","야, 세상 고쳐줘서 고맙다.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@2:0","we reaaaaally gotta find my boss so we can fix this pipe.","빠아아아알리 우리 사장님 찾아서 이 파이프 고쳐야 해.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@3:0","a scientist? crystals? dude what do all those words mean i just watch this pipe here.","과학자? 크리스탈? 그게 다 뭔 소리야. 난 그냥 여기서 파이프나 지켜보고 있을거야.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@4:0","oh heeeey you found the boss lady. good work dude.","오 이런, 사장님 찾았구나. 잘했어, 형씨.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@4:1","she give us the pipe? brooo you gotta be a better negotiator.","오, 파이프 받아왔어? 형씨, 협상 실력 좀 늘려야겠네.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@4:2","you gotta get that pipe my guy or the heater will be broken foreeeeever","그 파이프 꼭 구해와. 안 그러면 히터 영영 고장날 거야.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@5:0","yooooo you found the pipe.","요오오, 파이프 찾았구나.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@5:1","put it in bro.","넣어봐.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@6:0","niceeee now we need two cartfuls of lava in the machine to fill the heater.","좋아, 이제 히터 채우려면 용암 두 수레 분량 필요해.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@6:1","that giant ice patch shortcut should help its rad","그 빙판 지름길 완전 쩔더라.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@6:2","luckily the lava isnt unstable like crystals you can move tiles or whatever","다행히 용암은 크리스탈처럼 불안정하지 않아서 타일 옮기거나 해도 상관 없어.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@6:3","oh also the cart cant stop moving otherwise the tank will be emptied.","아, 근데 수레가 중간에 멈추면 안 돼. 그러면 탱크가 비워질 거야.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@6:4","dont ask why, thats just how it works my guy.","왜 그런지는 묻지 마, 그냥 그렇게 작동한다고, 형씨.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@7:0","duuuuude you let the cart stop.","형씨, 수레 멈췄잖아.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@7:1","and like the lava is totally gone","그래서 용암 다 없어졌어.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@7:2","you gotta get 2 carts of lava without stopping","멈추지 않고 용암 두 수레 분량을 가져와야 해.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@8:0","one more bucket. dont let that cart stop.","한 바구니 더. 수레 멈추지 마.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Heater Worker@9:0","woah you got two buckets. now we just gotta let it fill.","오, 두 바구니 다 채웠구만. 이제 그냥 채워지게 두면 돼.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@0:0","Whew! My waterwheel is central to the Crystal Mines! But she's seen better days...","휴! 제 물레바퀴가 크리스탈 광산의 중심이에요! 하지만 예전보다 상태가 안 좋아졌어요...",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@0:1","Some MRI researcher's coming and she said she needed LOTS of power, so we gotta get fixing.","MRI 연구원이 오는데 전력이 많이 필요하대요. 그래서 수리해야 해요.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@0:2","The waterwheel needs flowing water and unfrozen gears. We'll deal with that heater later.","물레바퀴에는 흐르는 물과 얼지 않은 기어가 필요해요. 히터는 나중에 처리할게요.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@0:3","First things first...","우선...",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@0:4","...","...",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@1:0","The waterwheel won't work without any <wavy>flowing</wavy> water!","<wavy>흐르는</wavy> 물 없이는 물레바퀴가 작동하지 않아요!",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@10:0","Golly, if we fill that heater with lava, these gears could turn forever.","세상에, 히터에 용암을 채우면 이 기어들이 영원히 돌 수 있을 거예요.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@11:0","Bada-Bing! Nice and warm!","짜잔! 따뜻해졌어요!",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@2:0","Gah! It looks like some of the gears of the power generation mechanism have frozen over.","아! 발전기의 기어 일부가 얼어붙은 것 같아요.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@2:1","Think you can unfreeze them?","녹일 수 있을까요?",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@2:2","This waterwheel is central to these mines. We need to unfreeze these gears.","이 물레바퀴가 광산의 핵심이에요. 이 기어들을 녹여야 해요.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@3:0","Eep! The gears are unfrozen, but we still need <wavy>flowing</wavy> water!","이런! 기어는 녹았지만 아직 <wavy>흐르는</wavy> 물이 필요해요!",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@4:0","Florp! We need to fix the waterwheel, not steal power from the generator.","앗! 발전기에서 전력을 빼가는 거 말고, 물레바퀴를 고쳐야 해요.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@4:1","That generator is for emergencies only!","그 발전기는 비상용이에요!",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@5:0","Egads! You got the wheel turning again!","와! 바퀴를 다시 돌리셨네요!",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@5:1","I hope it's enough power for that researcher.","연구원에게 충분한 전력이 되길 바라요.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@6:0","Zoinks! We should really look into a more permanent heating solution, eh?","이런! 좀 더 영구적인 난방 솔루션을 찾아봐야 할 것 같아요, 그렇죠?",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@6:1","Some researcher from MRI is here to study the crystals we've been digging up.","MRI에서 온 연구원이 우리가 캐낸 크리스탈을 연구하러 왔어요.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@6:2","They're trying to tap into their power to make a new generation of rocket fuel. Isn't that awesome?!","새로운 로켓 연료를 만들기 위해 크리스탈의 힘을 이용하려고 한다네요. 멋지지 않나요?!",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@7:0","Dagnabit! The scientist is here already? I thought she was coming later.","이런! 과학자가 벌써 왔나요? 더 늦게 올 줄 알았는데.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@7:1","We can't get a sustainable power output until the heater is fixed.","히터가 고쳐지기 전까지는 일정히 유지되는 전력 출력을 얻을 수 없어요.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@7:2","If you wanna power that extractor, you're gonna need to get creative.","추출기에 전력을 공급하려면 창의적으로 생각해야 할 거예요.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@8:0","Gadzooks! That gem extractor looks just as broken as our heater pipe!","세상에! 그 보석 추출기는 우리 히터 파이프만큼이나 망가진 것 같아요!",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@8:1","Things were never like this with the boss around...","사장님이 계실 때는 이런 적이 없었는데...",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@8:2","Still no sign of her, eh? Let me know if that changes.","아직 사장님 소식이 없나요? 변화가 있으면 알려주세요.",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@9:0","Boo-yah! You found my boss!","야호! 사장님을 찾으셨군요!",
"Map/EightPuzzle/MountainSTile (3)/Objects/Waterwheel Worker@9:1","She should be able to help us fix that pipe.","사장님이 그 파이프 고치는 걸 도와주실 수 있을 거예요.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@0:0","Hi not to be weird or anything, but I just had to see how you've been using that <#2e44f0>anchor</color>!","안녕하세요, 이상하게 들리지 않았으면 좋겠는데, 그 <#2e44f0>닻</color>을 어떻게 사용하시는지 너무 궁금해요!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@0:1","This ice patch is a shortcut to the bottom! Provided you've got somewhere to go.","이 거대한 빙판 지대는 아래로 내려가는 지름길이에요! 물론 갈 수 있다면 말이죠.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@0:2","No more waiting for the elevator to go down!","더 이상 엘리베이터를 기다리지 않아도 돼요!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@0:3","If you find a minecart, I'll show you how it works.","광산 수레를 찾아오시면 어떻게 작동하는지 보여드릴게요.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@1:0","I helped some dude off a rock, and he said he'd help me out if i left him alone!","어떤 사람을 바위에서 구해줬더니, 그 사람이 혼자 있게 해주면 우릴 도와주겠대요!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@1:1","Looks like the rails near him line up perfectly with the ones on the ice here.","그 사람 근처의 레일이 여기 얼음 위의 레일과 완벽하게 맞아떨어지는 것 같아요.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@1:2","If you put that tile with the trees on it beneath this one, I'll show you how the shortcut works.","나무가 있는 타일을 이 아래에 놓으시면, 지름길이 어떻게 작동하는지 보여드릴게요.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@2:0","Okay we're ready to go!","좋아요, 이제 갈 준비가 됐어요!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@2:1","Drop the minecart on the track there, and use the <#2e44f0>anchor</color> to break the ice!","저기 트랙 위에 광산 수레를 놓고, <#2e44f0>닻</color>을 사용해서 얼음을 깨세요!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@3:0","Wow, you did it!","와, 해내셨네요!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@3:1","Just another reason that the <#2e44f0>anchor</color> is the best.","이게 <#2e44f0>닻</color>이 최고인 또 하나의 이유죠.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@3:2","If you ever find who made that elevator, let them know about this. They'll be thrilled!","엘리베이터를 설계한 분을 만나시면 이 얘기를 해주세요. 정말 기뻐할 거예요!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@3:3","...","...",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@4:0","This shortcut is just the coolest, huh?","이 지름길 정말 멋지지 않나요?",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@5:0","Don't forget to use the <#2e44f0>anchor</color>! It's super useful!","<#2e44f0>닻</color> 사용하는 걸 잊지 마세요! 정말 유용해요!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Muncher@6:0","The ice is gone forever! It's like a permanent anchor!","얼음이 아예 사라졌네요! 닻 진짜 엄청나네요!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@0:0","Hey! Do you work here? I'm Sara, here to investigate the buzz about these crystals!","안녕! 여기서 일해? 난 사라야. 이 크리스탈에 대한 소문을 조사하러 왔어.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@0:1","I've been trying to use these crystal extractors and processors but...","크리스탈 추출기랑 가공기를 사용해보려고 했는데...",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@0:2","There's no power!","전력이 없어!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@0:3","And no crystals!!","크리스탈도 없고!!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@0:4","We need a minecart for the crystals. I think one was trapped behind that big rock.","크리스탈용 광산 수레가 필요해. 큰 바위 뒤에 묻혀 있던 것 같아.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@1:0","You found a minecart! ","광산 수레를 찾았구나!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@1:1","Maybe that guy will stop yapping my ear off about the ice patch now.","이제 그 녀석이 빙판 얘기로 귀 좀 안 아프게 하겠다.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@1:2","Anyways, we need to power the extractor so we can suck up the crystals.","어쨌든, 추출기에 전력을 공급해서 크리스탈을 빨아들여야 해.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@10:0","Did you find a replacement tank yet?","대체할 만한 탱크는 찾았어?",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@10:1","I've got some more of those... what do you call them?","그... 뭐라고 부르더라? ...아무튼 그거 좀 더 가지고 있긴 해.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@10:2","Sliders? Okay sure. If you help fix and power the machine I'll give you one of those thingies.","""슬라이더""? 그래, 좋아. 기계 고치고 전원 넣는 걸 도와주면 그거 하나 줄게.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@11:0","We've got the power!","전력이 들어왔어!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@11:1","But we still need to replace that extraction tank.","근데 아직 추출 탱크를 교체해야 해.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@11:2","According to my records, some Burt fella made the original one.","내 기록에 따르면, 버트라는 사람이 원래 있던 거 만들었대.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@11:3","One last thing I read - these crystals can be dropped a long ways down and be okay!","마지막으로 적힌 내용 하나, 이 크리스탈은 높은 데서 떨어뜨려도 괜찮대!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@11:4","I guess that's why they built this shortcut.","그래서 이 지름길을 만들었나 봐.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@12:0","Heh, good work.","헤, 잘했어.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@12:1","As nervous as I am, we still need to power the extractor to make that goo.","긴장되긴 하지만, 그 점액 만들려면 결국 추출기에 전원을 넣긴 해야 해.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@12:2","Is the waterwheel done yet?? We told them we would need it.","물레바퀴 준비 다 됐어?? 우리 저거 필요하다니깐?",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@13:0","We've got power! Now let's hope this thing stays stable.","전력 들어왔어! 이제 이게 안정적으로 유지되길 비는 수 밖에 없네.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@14:0","Let's make some goo!","점액을 만들어보자!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@14:1","I'll need 2 crystals to create the specimen. <wavy>And power</wavy>!!","표본 만들려면 크리스탈 2개가 필요해. <wavy>그리고 전력도</wavy>!!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@14:2","Be careful, though. Moving the machine will also dissolve the crystals.","조심해. 기계를 움직이면 크리스탈도 부서져버려.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@14:3","And leaving them alone for too long will cause destablization.","그리고 너무 오래 방치하면 불안정해져.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@14:4","We have just enough time to get 2 if the minecart is constantly moving when delivering.","수레가 계속 움직이면서 배달하면 2개 얻을 시간은 충분해.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@14:5","So remember... 2 crystals, no shaking the machine, and keep that minecart moving!","기억해... 크리스탈 2개, 기계 흔들지 말고, 수레 계속 움직이게!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@15:0","The crystals, they shattered!","크리스탈이 부서졌어!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@15:1","Make sure not to move the extractor with a crystal inside. These things are unstable!","크리스탈 들어있을 때 추출기 움직이지 마. 이거 불안정하거든!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@15:2","Let's try that again. Bring me 2 crystals. No movement, no minecart stops.","다시 해보자. 크리스탈 2개 가져와. 기계 움직이지 말고, 수레 멈추지 마.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@16:0","The crystals, they shattered!","크리스탈이 부서졌어!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@16:1","These things degrade quickly, it seems. I'll note that.","이거 생각보다 빨리 분해되는 것 같아. 메모해둬야겠다.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@16:2","Make sure to get 2 crystals without the minecart stopping!","수레 멈추지 않고 크리스탈 2개 가져와!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@17:0","One crystal down, one more to go!","크리스탈 하나 됐고, 하나 더!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@18:0","It works! It actually works!","작동해! 정말 작동한다고!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@18:1","Oh look at all this wonderful, gemmy goo.","와, 이 멋진 보석 점액 좀 봐.",
