"Slider.v1.0.11","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Ike@1:0","Uh, yeah, here, there, <wavy>north, west</wavy>. That's how you get through the <wavy>foggy seas</wavy>.","오, 예에, 여기, 저기, <wavy>북쪽, 서쪽</wavy>. 그렇게 <wavy>안개 낀 바다</wavy>를 지나가.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Ike@1:1","My dad used to dance like this.","우리 아버지는 이렇게 노래하며 춤추곤 하셨지.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Ike@1:2","There were six directions to that song. I don't really know what the other four are.","그 노래에는 여섯 방향이 있었어. 나머지 네 개가 뭔지는 잘 기억이 안나.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Ike@2:0","You found my old man? Is he coming home?","우리 아버지를 찾았다고? 집에 오고 계셔?",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Porker@0:0","You better not touch my coconuts behind the tavern!! ","술집 뒤에 있는 내 코코넛 만지지 마!!",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Porker@0:1","They contain the secret to traveling the fog.","그 안에 안개를 통과하는 비밀이 들어있지.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Porker@1:0","You touched my coconuts. And now you know the second verse.","내 코코넛을 만졌군. 이제야 두 번째 구절을 눈치챘나.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Porker@1:1","I doubt you're wise enough to traverse the fog though.","너 같은 녀석이 안개를 통과할 수 있을 만큼 똑똑할 리가 없지.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Porker@2:0","Na-nani?! You made it through the fog?!","뭐-뭐라고?! 안개를 통과했다고?!",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Questboard@0:0","<var>OceanTavernBoardAvailable</var>","<var>OceanTavernBoardAvailable</var>",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Tavern Deco/Jukebox@0:0","<var>oceanTavernJukeboxString</var>","<var>oceanTavernJukeboxString</var>",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Tavern Deco/round_table (2)/Dice1/Dice1 Sprite/Canvas/Dialogue","2","2",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Tavern Deco/round_table (2)/Dice1/Dice1 Sprite/Canvas/Dialogue BG Font","2","2",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Tavern Deco/round_table (2)/Dice2/Dice2 Sprite/Canvas/Dialogue","4","4",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Tavern Deco/round_table (2)/Dice2/Dice2 Sprite/Canvas/Dialogue BG Font","4","4",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/TavernKeep@0:0","Greetings land grubber!","육지를 좋아하는 녀석, 환영해!",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/TavernKeep@1:0","Come back when you're equipped.","장비부터 갖추고 돌아와.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/TavernKeep@2:0","Well, what do we have here?","흠, 여기 뭐가 있나 보자.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/TavernKeep@3:0","Bring me anything you find.","찾은 건 뭐든 나한테 가져와.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/TavernKeep@4:0","What's The Veil like?","장막은 어떤 곳이야?",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/TavernKeep@5:0","Really making a name for yourself, huh?","네 명성 꽤 올라갔구만, 그치?",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/TavernKeep@6:0","<var>Cat</var>? Heard they might be east of here.","<var>Cat</var>? 여기서 동쪽에 있다고 들었어.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/TavernKeep@7:0","Just gotta put it all together.","이제 다 모아야 해.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/TavernKeep@8:0","You're a hero 'round these parts now, son! ","이제 이 지역의 영웅이 됐네, 꼬맹아!",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/TavernKeep@9:0","Say hi to <var>Cat</var> for me.","나 대신 <var>Cat</var>에게 안부 전해줘.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Traveling Merchant@0:0","Got nuts? I'll trade you for a slice of gluten-full breadge.","견과류 있어? 글루텐 가득한 빵 한 조각이랑 바꿔줄게.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Traveling Merchant@0:1","Be quick, I won't stay here long.","서둘러, 오래 머물진 않을 거야.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Traveling Merchant@1:0","*thOCK*","*토오옥*",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Traveling Merchant@1:1","What an exquisite, full sound emanating from this majestic coconut!","이 코코넛에서 나오는 웅장한 소리 좀 들어봐. 정말 훌륭하네!",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Traveling Merchant@1:2","Here's your gluten-full breadge as promised.","약속대로 글루텐 가득한 빵 조각이야.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Traveling Merchant@2:0","Enjoy the gluten-full breadge.","글루텐 가득한 빵 조각 맛있게 먹어.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Vanessa@0:0","Ooh, fresh meat!","오, 신선한 고기군!",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Vanessa@1:0","Was that a wave? On land? How?","방금 그거 파도였어? 육지에서? 어떻게?",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Vanessa@2:0","A 7! Reminds me of that time Catbeard rolled a 7 when we played on his ship.","7이네! 캣비어드의 배에서 게임할 때 그가 7을 굴린 걸 기억나게 하는군.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Vanessa@2:1","But then a massive wave hit us. Then another!","그런데 거대한 파도가 우리를 덮쳤지. 그리고 또 한 번!",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Vanessa@2:2","Shook the ship so bad the dice rolled an 11 all by themselves.","배가 너무 심하게 흔들려서 주사위가 저절로 11이 나왔어.",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Vanessa@3:0","A 9! Blimey, what's going on?","9네! 이런, 무슨 일이 일어나고 있는 거지?",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Vanessa@4:0","No. It can't be. Not again...","아니야. 그럴 리가 없어. 또 다시...",
"Map/EightPuzzle/STile (2)/All Tile Maps/House Tile Maps/Decorations/Vanessa@5:0","Bruce that's the eleventh time you lost.","브루스, 네가 진 게 벌써 11번째야.",
"Map/EightPuzzle/STile (2)/Objects/Muncher@0:0","Woah, a new pirate? Looking fine my man!","와, 새 해적이네? 꽤 멋져 보이는데!",
"Map/EightPuzzle/STile (2)/Objects/Muncher@0:1","What?! You don't even have an <#2e44f0>anchor</color>??","뭐라고?! <#2e44f0>닻</color>도 없다고요??",
"Map/EightPuzzle/STile (2)/Objects/Muncher@0:2","Go talk to Bob, he'll help you on your quest!","밥에게 가보세요, 당신의 모험을 도와줄 거예요!",
"Map/EightPuzzle/STile (2)/Objects/Muncher@1:0","Heyyy nice <#2e44f0>anchor</color>!","헤이, 멋진 <#2e44f0>닻</color>이네요!",
"Map/EightPuzzle/STile (2)/Objects/Muncher@1:1","Make sure you don't forget it, it's super useful!","잊지 말고 꼭 가지고 다니세요, 정말 유용하거든요!",
"Map/EightPuzzle/STile (2)/Objects/Muncher@2:0","Starting your quest I see, use all your tools well!","모험을 시작하는 걸 보니, 모든 도구를 잘 활용하세요!",
"Map/EightPuzzle/STile (2)/Objects/Muncher@2:1","*Wink*","*윙크*",
"Map/EightPuzzle/STile (2)/Objects/Muncher@3:0","Don't get overwhelmed! There's so much to explore, but I know you can do it!","압도당하지 마세요! 탐험할 게 정말 많지만, 해낼 수 있을 거예요!",
"Map/EightPuzzle/STile (2)/Objects/Muncher@3:1","Just take things one step at a time, and let Bob know if you're stuck!","한 번에 하나씩 해 나가고, 막히면 밥에게 물어보세요!",
"Map/EightPuzzle/STile (2)/Objects/Muncher@3:2","And don't forget about your <#2e44f0>anchor</color>!","그리고 <#2e44f0>닻</color>을 잊지 마세요!",
"Map/EightPuzzle/STile (2)/Objects/Muncher@4:0","OMG","세상에",
"Map/EightPuzzle/STile (2)/Objects/Muncher@4:1","You did it!! Can I have your autograph?!","해냈군요!! 사인 좀 해주실래요?!",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@0:0","I been stuck all day cuz of this blimey <#2e44f0>anchor</color>! Nab it off me will ya?","이 빌어먹을 <#2e44f0>닻</color> 때문에 하루 종일 꼼짝 못했어! 좀 가져가 줄래?",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@0:1","I be headin to the tavern to hear Bob's rumors about the <wavy>treasures</wavy> around here.","술집에 가서 이 근처 <wavy>보물</wavy>에 대한 밥의 소문을 들어볼 거야.",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@0:2","A magic wizard, sunken treasure, helpless fishermen, foggy seas, and the ancient Rumbling Rocks.","마법사, 가라앉은 보물, 도움이 필요한 어부들, 안개 낀 바다, 그리고 고대의 으르렁 바위.",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@0:3","These legends are for ME to claim, hear me?","이 전설들은 내가 차지할 거야, 알겠어?",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@1:0","Ye using that <#2e44f0>anchor</color> well? Ye better be.","<#2e44f0>닻</color>을 잘 쓰고 있어? 그래야 할 거야.",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@1:1","I be headin to the tavern to hear Bob's rumors about the <wavy>treasures</wavy> around here.","술집에 가서 이 근처 <wavy>보물</wavy>에 대한 밥의 소문을 들어볼 거야.",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@1:2","A magic wizard, sunken treasure, helpless fishermen, foggy seas, and the ancient Rumbling Rocks.","마법사, 가라앉은 보물, 도움이 필요한 어부들, 안개 낀 바다, 그리고 고대의 으르렁 바위.",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@1:3","These legends are for ME to claim, hear me?","이 전설들은 내가 차지할 거야, 알겠어?",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@2:0","I better get moving, eh? Where did my map go... Aha! Let's see...","이제 움직여야겠지? 내 지도가 어디 갔더라... 아하! 어디 보자...",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@2:1","""To enter The Veil, you must prevail...""","장막에 들어가려면, 이겨내야 해...",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@2:2","""3 pairs of verses at the fog's mouth, starting <wavy>West then South</wavy>...""","안개의 입구에서 3쌍의 구절, <wavy>서쪽으로 갔다가 남쪽으로</wavy>...",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@2:3","Oi, this map ain't complete?! Where are the rest of the directions?","어이, 이 지도 완성이 안 됐잖아?! 나머지 방향은 어디 있지?",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@3:0","What?! You got to The Veil? Was there good booty?!","뭐라고?! 장막에 갔다 왔다고? 좋은 전리품은 있었어?!",
"Map/EightPuzzle/STile (3)/All Tile Maps/Tile Maps/Decorations/Boat_Small/BoatSprite/Captain Mako@4:0","Aye, maybe I should retire back in Stonybrook.","아이고, 스토니브룩으로 은퇴해야 할지도 모르겠네.",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@0:0","I really need to cast this storm spell... but I keep falling off this rock!","이 폭풍 주문을 꼭 시전해야 하는데... 이 바위에서 자꾸 떨어지고 말지 뭐냐!",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@0:1","I'll give it another go.","한 번 더 해볼 테니라.",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@0:2","...","...",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@1:0","This time for sure!","이번엔 꼭 성공할 거야!",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@2:0","Nyeh, failure again!","이런, 또 실패하고 말았구나!",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@2:1","...","...",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@3:0","Agh I'll never get this storm magic right!","아이고, 이 폭풍 마법은 영 익힐 수가 없겠어!",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@3:1","No no no,  I need to keep trying!","아니야 아니야, 계속 시도해야 해!",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@3:2","...","...",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@4:0","I got it!","됐다!",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@4:1","It's not strong enough though... If even this spell can't stop it...","하지만 충분히 강하지가 않아... 이 주문으로도 막을 수 없다면...",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@4:2","Thanks for your help anyway Traveller. Here, you can have this.","어쨌든 도와줘서 고맙네, 여행자. 자, 이걸 가져가시게.",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@5:0","*sigh*","*한숨*",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@6:0","Ouch, probably should have hopped off that rock.","아이고, 그 바위에서 내려왔어야 했는데.",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@7:0","None of the spells I've learned are strong enough... they're all counting on me... ","내가 아는 주문들 중 어느 것도 충분하지 않네... 모두가 나를 믿고 있는데...",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@7:1","Everyone... is counting on me...","모두가... 나만을 믿고 있는데...",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@7:2","Oh! I didn't see you there. Oh don't worry about 'ol Fezziwig.","오! 거기 계신 줄 몰랐네. 오, 늙은 페지위그 같은건 걱정하지 말게나.",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@7:3","I'm quite alright.","이 늙은이는 괜찮다네.",
"Map/EightPuzzle/STile (5)/Objects/Fezziwig@7:4","Just enjoy yourself, please!","그냥 가게나, 부탁이네!",
"Map/EightPuzzle/STile (6)/Objects/Foggy Island/Tile Maps/Decorations/Mushroom Island Guy@0:0","Captain..? Are you still there?","선장님..? 아직 거기 있어요?",
"Map/EightPuzzle/STile (6)/Objects/Foggy Island/Tile Maps/Decorations/Mushroom Island Guy@0:1","Someone's here! Have you seen Catbeard?","누가 왔어! 혹시 캣비어드 봤어?",
"Map/EightPuzzle/STile (6)/Objects/Foggy Island/Tile Maps/Decorations/Mushroom Island Guy@0:2","We were going on a voyage to the Veil but... we got a bit turned around.","장막을 향해 항해 중이었는데... 길을 잘못 들었어.",
"Map/EightPuzzle/STile (6)/Objects/Foggy Island/Tile Maps/Decorations/Mushroom Island Guy@0:3","Can you tell him I'm still here? I don't have my license on me so I can't really leave.","나 아직 여기 있다고 전해줄래? 면허가 없어서 못 나가...",
"Map/EightPuzzle/STile (8)/Objects/Kevin@0:0","All of this rotation nonsense has got my buoys tangled up again","이 회전 때문에 내 부표가 또 엉켰어",
"Map/EightPuzzle/STile (8)/Objects/Kevin@0:1","Here, see for yourself","자, 직접 봐",
"Map/EightPuzzle/STile (8)/Objects/Kevin@1:0","Hazzah!","만세!",
"Map/EightPuzzle/STile (8)/Objects/Kevin@1:1","Well would you look at that, looks like the tide has pushed everything back in place!","오, 봐봐, 조수가 모든 걸 제자리로 밀어넣은 것 같아!",
"Map/EightPuzzle/STile (8)/Objects/Kevin@1:2","Don't have much to give, but this was my finest catch of the day.","줄 게 많진 않지만, 이건 오늘 내가 잡은 최고의 물고기야.",
"Map/EightPuzzle/STile (8)/Objects/Kevin@2:0","Mind spreading out my buoys again?","내 부표 좀 다시 펼쳐줄래?",
"Map/EightPuzzle/STile (8)/Objects/Kevin@2:1","Oh you want me to turn them off?","아, 부표들을 끄길 원해?",
"Map/EightPuzzle/STile (8)/Objects/Kevin@2:2","Alright then.","그래, 알았어.",
"Map/EightPuzzle/STile (8)/Objects/Kevin@3:0","Want me to enable the buoys?","부표를 활성화할까?",
"Map/EightPuzzle/STile (8)/Objects/Kevin@3:1","There we go.","자, 됐어.",
"Map/EightPuzzle/STile (8)/Objects/Kevin@4:0","Don't have much to give, but this was my finest catch of the day.","줄 게 많진 않지만, 이건 오늘 내가 잡은 최고의 물고기야.",
"Map/EightPuzzle/STile (8)/Objects/Kevin@5:0","Thanks again pal, one day I'll teach you how to fish.","다시 한 번 고마워 친구, 언젠가 낚시하는 법을 가르쳐 줄게.",
"Map/EightPuzzle/STile (8)/Objects/Kevin@6:0","What's up Big Tuna?","커다란 참치, 안녕! 무슨 일이야?",
"Map/World Grid/BaseObjects/Juliet@0:0","O Romeo, Romeo, wherefore art thou Romeo? Send me a message!","로미오, 로미오, 당신은 어디 있어요? 연락이라도 보내줘요!",
"Map/World Grid/BaseObjects/Juliet@1:0","What's this say? Oh my!","뭐라고 쓰여 있죠? 어머나!",
"Map/World Grid/BaseObjects/Juliet@1:1","We will be reunited soon, my love...","우린 곧 재회할 거야, 내 사랑...",
"Map/World Grid/BaseObjects/Juliet@2:0","We will be reunited soon, my love...","우린 곧 재회할 거야, 내 사랑...",
"Map/World Grid/BaseObjects/Jungle Marking@0:0","Tourists: Beware of Gentrification","관광객들 : 젠트리피케이션 주의",
"Map/World Grid/BaseObjects/Romeo@0:0","Begone anchorless animal...","닻 없는 짐승아, 물러가시오...",
"Map/World Grid/BaseObjects/Romeo@1:0","It's been ages since I've felt Juliet's warmth... I should text her...","줄리엣의 온기를 느낀 지 너무 오래되었소... 그녀에게 연락을 해야겠군...",
"Map/World Grid/BaseObjects/Romeo@1:1","Aghast I am! Art thou leaving me on read, Juliet?","아, 경악스럽소! 줄리엣, 그대는 내 글을 읽고 답장하지 않는 것이오?",
"Map/World Grid/BaseObjects/Romeo@1:2","Perchance, are the currents not delivering my letters?","혹시 해류가 내 편지를 전하지 못하고 있는 것인가?",
"Map/World Grid/BaseObjects/Romeo@2:0","Go forth, my message!","가시오, 내 메시지여!",
"Map/World Grid/BaseObjects/Romeo@2:1","May this one reach Juliet in time.","이 메시지가 제때에 줄리엣에게 도달하기를.",
"Map/World Grid/BaseObjects/Romeo@3:0","I must send this message, yet I cannot; <var>oceanRomeoReason</var>","이 메시지를 보내야 하오, 하지만 보낼 수가 없소; <var>oceanRomeoReason</var>",
"Map/World Grid/BaseObjects/Romeo@3:1","You; Clear the way! I need open water for this message to float across.","당신, 길을 열어주시오! 이 메시지가 떠다니려면 열린 바다가 필요하오.",
"Map/World Grid/BaseObjects/Romeo@4:0","May that message reach Juliet before sinking.","그 메시지가 가라앉기 전에 줄리엣에게 도달하기를.",
