"Slider.v1.0.14","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
about them in normal usage. However, if your localization file seems to
be corrupted, these rules may be helpful for debugging purposes...
- The first 4 rows can be arbitrarily long
  - The first cell of first row is used to store this block of instruction
    text
  - The first 3 cells of the fourth row is used as headers
  - All other cells in the first and fourth rows are ignored
  - Columns in the second row alternate between property and value (ex.
    ' foo | 1 | bar | 3.5 | ... '
    - Any whitespaces before and after the property name are ignored
  - Columns in the third row are exclusively comments for properties in the
    second row
- Every following line can include any number of cells, but only the
  first four will be parsed (you can use the rest as comments if needed)
  - The fourth column is an optional metadata column
",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text (1)/Text Outline (3)","Art
Programming","Art
Programming","PixelTitanZero;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text (1)/Text Outline (4)","Art
Programming","Art
Programming","PixelTitanZero;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text (2)/Text","Avery Greer","Avery Greer","PixelTitanOne;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text (2)/Text Outline (1)","Avery Greer","Avery Greer","PixelTitanOne;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text (2)/Text Outline (2)","Avery Greer","Avery Greer","PixelTitanOne;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text (2)/Text Outline (3)","Avery Greer","Avery Greer","PixelTitanOne;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text (2)/Text Outline (4)","Avery Greer","Avery Greer","PixelTitanOne;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text (3)/Text","Programming
Audio","Programming
Audio","PixelTitanZero;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text (3)/Text Outline (1)","Programming
Audio","Programming
Audio","PixelTitanZero;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text (3)/Text Outline (2)","Programming
Audio","Programming
Audio","PixelTitanZero;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text (3)/Text Outline (3)","Programming
Audio","Programming
Audio","PixelTitanZero;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text (3)/Text Outline (4)","Programming
Audio","Programming
Audio","PixelTitanZero;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text/Text","Allison Lu","Allison Lu","PixelTitanOne;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text/Text Outline (1)","Allison Lu","Allison Lu","PixelTitanOne;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text/Text Outline (2)","Allison Lu","Allison Lu","PixelTitanOne;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text/Text Outline (3)","Allison Lu","Allison Lu","PixelTitanOne;1",
"Map/Tiles/Allison Avery Tile/WorldCanvas/Text/Text Outline (4)","Allison Lu","Allison Lu","PixelTitanOne;1",
"Map/Tiles/Art TIle/STile (6)/All Tile Maps/Housing Tile Map/Decorations/Catherine/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Art TIle/STile (6)/All Tile Maps/Housing Tile Map/Decorations/Catherine/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Art TIle/STile (6)/Objects/Choob/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Art TIle/STile (6)/Objects/Choob/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Art TIle/STile (6)/Objects/Gene/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Art TIle/STile (6)/Objects/Gene/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Art TIle/WorldCanvas/Text (1)/Text","Nathaniel Koehler
Elizabeth Liu
Cynthia Peng
Gazal Mathur
Mike Wang
Esther Moon
Nia Bellamy","Nathaniel Koehler
Elizabeth Liu
Cynthia Peng
Gazal Mathur
Mike Wang
Esther Moon
Nia Bellamy","PixelTitanZero;1",
"Map/Tiles/Art TIle/WorldCanvas/Text (1)/Text Outline (1)","Nathaniel Koehler
Elizabeth Liu
Cynthia Peng
Gazal Mathur
Mike Wang
Esther Moon
Nia Bellamy","Nathaniel Koehler
Elizabeth Liu
Cynthia Peng
Gazal Mathur
Mike Wang
Esther Moon
Nia Bellamy","PixelTitanZero;1",
"Map/Tiles/Art TIle/WorldCanvas/Text (1)/Text Outline (2)","Nathaniel Koehler
Elizabeth Liu
Cynthia Peng
Gazal Mathur
Mike Wang
Esther Moon
Nia Bellamy","Nathaniel Koehler
Elizabeth Liu
Cynthia Peng
Gazal Mathur
Mike Wang
Esther Moon
Nia Bellamy","PixelTitanZero;1",
"Map/Tiles/Art TIle/WorldCanvas/Text (1)/Text Outline (3)","Nathaniel Koehler
Elizabeth Liu
Cynthia Peng
Gazal Mathur
Mike Wang
Esther Moon
Nia Bellamy","Nathaniel Koehler
Elizabeth Liu
Cynthia Peng
Gazal Mathur
Mike Wang
Esther Moon
Nia Bellamy","PixelTitanZero;1",
"Map/Tiles/Art TIle/WorldCanvas/Text (1)/Text Outline (4)","Nathaniel Koehler
Elizabeth Liu
Cynthia Peng
Gazal Mathur
Mike Wang
Esther Moon
Nia Bellamy","Nathaniel Koehler
Elizabeth Liu
Cynthia Peng
Gazal Mathur
Mike Wang
Esther Moon
Nia Bellamy","PixelTitanZero;1",
"Map/Tiles/Art TIle/WorldCanvas/Text/Text","Additional Art","Additional Art","PixelTitanOne;1",
"Map/Tiles/Art TIle/WorldCanvas/Text/Text Outline (1)","Additional Art","Additional Art","PixelTitanOne;1",
"Map/Tiles/Art TIle/WorldCanvas/Text/Text Outline (2)","Additional Art","Additional Art","PixelTitanOne;1",
"Map/Tiles/Art TIle/WorldCanvas/Text/Text Outline (3)","Additional Art","Additional Art","PixelTitanOne;1",
"Map/Tiles/Art TIle/WorldCanvas/Text/Text Outline (4)","Additional Art","Additional Art","PixelTitanOne;1",
"Map/Tiles/Audio tile/Objects/Chad Sr/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Audio tile/Objects/Chad Sr/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Audio tile/WorldCanvas/Text (1)/Text","Additional sound from ZapSplat and SFXR","Additional sound from ZapSplat and SFXR","PixelTitanZero;1",
"Map/Tiles/Audio tile/WorldCanvas/Text (1)/Text Outline (1)","Additional sound from ZapSplat and SFXR","Additional sound from ZapSplat and SFXR","PixelTitanZero;1",
"Map/Tiles/Audio tile/WorldCanvas/Text (1)/Text Outline (2)","Additional sound from ZapSplat and SFXR","Additional sound from ZapSplat and SFXR","PixelTitanZero;1",
"Map/Tiles/Audio tile/WorldCanvas/Text (1)/Text Outline (3)","Additional sound from ZapSplat and SFXR","Additional sound from ZapSplat and SFXR","PixelTitanZero;1",
"Map/Tiles/Audio tile/WorldCanvas/Text (1)/Text Outline (4)","Additional sound from ZapSplat and SFXR","Additional sound from ZapSplat and SFXR","PixelTitanZero;1",
"Map/Tiles/Audio tile/WorldCanvas/Text/Text","Made using FMOD Studio by Firelight Technologies Pty Ltd.
","Made using FMOD Studio by Firelight Technologies Pty Ltd.
","PixelTitanZero;1",
"Map/Tiles/Audio tile/WorldCanvas/Text/Text Outline (1)","Made using FMOD Studio by Firelight Technologies Pty Ltd.
","Made using FMOD Studio by Firelight Technologies Pty Ltd.
","PixelTitanZero;1",
"Map/Tiles/Audio tile/WorldCanvas/Text/Text Outline (2)","Made using FMOD Studio by Firelight Technologies Pty Ltd.
","Made using FMOD Studio by Firelight Technologies Pty Ltd.
","PixelTitanZero;1",
"Map/Tiles/Audio tile/WorldCanvas/Text/Text Outline (3)","Made using FMOD Studio by Firelight Technologies Pty Ltd.
","Made using FMOD Studio by Firelight Technologies Pty Ltd.
","PixelTitanZero;1",
"Map/Tiles/Audio tile/WorldCanvas/Text/Text Outline (4)","Made using FMOD Studio by Firelight Technologies Pty Ltd.
","Made using FMOD Studio by Firelight Technologies Pty Ltd.
","PixelTitanZero;1",
"Map/Tiles/Boomo Tile/WorldCanvas/Text (1)/Text","Project Lead","Project Lead","PixelTitanZero;1",
"Map/Tiles/Boomo Tile/WorldCanvas/Text (1)/Text Outline (1)","Project Lead","Project Lead","PixelTitanZero;1",
"Map/Tiles/Boomo Tile/WorldCanvas/Text (1)/Text Outline (2)","Project Lead","Project Lead","PixelTitanZero;1",
"Map/Tiles/Boomo Tile/WorldCanvas/Text (1)/Text Outline (3)","Project Lead","Project Lead","PixelTitanZero;1",
"Map/Tiles/Boomo Tile/WorldCanvas/Text (1)/Text Outline (4)","Project Lead","Project Lead","PixelTitanZero;1",
"Map/Tiles/Boomo Tile/WorldCanvas/Text/Text","Daniel Carr","Daniel Carr","PixelTitanOne;1",
"Map/Tiles/Boomo Tile/WorldCanvas/Text/Text Outline (1)","Daniel Carr","Daniel Carr","PixelTitanOne;1",
"Map/Tiles/Boomo Tile/WorldCanvas/Text/Text Outline (2)","Daniel Carr","Daniel Carr","PixelTitanOne;1",
"Map/Tiles/Boomo Tile/WorldCanvas/Text/Text Outline (3)","Daniel Carr","Daniel Carr","PixelTitanOne;1",
"Map/Tiles/Boomo Tile/WorldCanvas/Text/Text Outline (4)","Daniel Carr","Daniel Carr","PixelTitanOne;1",
"Map/Tiles/Chase Tile/Objects/Elevator Builder/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Chase Tile/Objects/Elevator Builder/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Chase Tile/West Side/Burt the Craftsman/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Chase Tile/West Side/Burt the Craftsman/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Chase Tile/WorldCanvas/Text (1)/Text","Programming 
Design
Tech Art
Marketing","Programming 
Design
Tech Art
Marketing","PixelTitanZero;1",
"Map/Tiles/Chase Tile/WorldCanvas/Text (1)/Text Outline (1)","Programming 
Design
Tech Art
Marketing","Programming 
Design
Tech Art
Marketing","PixelTitanZero;1",
"Map/Tiles/Chase Tile/WorldCanvas/Text (1)/Text Outline (2)","Programming 
Design
Tech Art
Marketing","Programming 
Design
Tech Art
Marketing","PixelTitanZero;1",
"Map/Tiles/Chase Tile/WorldCanvas/Text (1)/Text Outline (3)","Programming 
Design
Tech Art
Marketing","Programming 
Design
Tech Art
Marketing","PixelTitanZero;1",
"Map/Tiles/Chase Tile/WorldCanvas/Text (1)/Text Outline (4)","Programming 
Design
Tech Art
Marketing","Programming 
Design
Tech Art
Marketing","PixelTitanZero;1",
"Map/Tiles/Chase Tile/WorldCanvas/Text/Text","Chase O'Brien","Chase O'Brien","PixelTitanOne;1",
"Map/Tiles/Chase Tile/WorldCanvas/Text/Text Outline (1)","Chase O'Brien","Chase O'Brien","PixelTitanOne;1",
"Map/Tiles/Chase Tile/WorldCanvas/Text/Text Outline (2)","Chase O'Brien","Chase O'Brien","PixelTitanOne;1",
"Map/Tiles/Chase Tile/WorldCanvas/Text/Text Outline (3)","Chase O'Brien","Chase O'Brien","PixelTitanOne;1",
"Map/Tiles/Chase Tile/WorldCanvas/Text/Text Outline (4)","Chase O'Brien","Chase O'Brien","PixelTitanOne;1",
"Map/Tiles/Eli Travis Tile/Objects/Bartender/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Eli Travis Tile/Objects/Bartender/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Eli Travis Tile/Objects/Clubber (1)/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Eli Travis Tile/Objects/Clubber (1)/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (1)/Text","Music
Art","Music
Art","PixelTitanZero;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (1)/Text Outline (1)","Music
Art","Music
Art","PixelTitanZero;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (1)/Text Outline (2)","Music
Art","Music
Art","PixelTitanZero;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (1)/Text Outline (3)","Music
Art","Music
Art","PixelTitanZero;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (1)/Text Outline (4)","Music
Art","Music
Art","PixelTitanZero;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (2)/Text","Travis Bittel","Travis Bittel","PixelTitanOne;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (2)/Text Outline (1)","Travis Bittel","Travis Bittel","PixelTitanOne;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (2)/Text Outline (2)","Travis Bittel","Travis Bittel","PixelTitanOne;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (2)/Text Outline (3)","Travis Bittel","Travis Bittel","PixelTitanOne;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (2)/Text Outline (4)","Travis Bittel","Travis Bittel","PixelTitanOne;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (3)/Text","Programming","Programming","PixelTitanZero;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (3)/Text Outline (1)","Programming","Programming","PixelTitanZero;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (3)/Text Outline (2)","Programming","Programming","PixelTitanZero;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (3)/Text Outline (3)","Programming","Programming","PixelTitanZero;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text (3)/Text Outline (4)","Programming","Programming","PixelTitanZero;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text/Text","Eli Corley","Eli Corley","PixelTitanOne;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text/Text Outline (1)","Eli Corley","Eli Corley","PixelTitanOne;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text/Text Outline (2)","Eli Corley","Eli Corley","PixelTitanOne;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text/Text Outline (3)","Eli Corley","Eli Corley","PixelTitanOne;1",
"Map/Tiles/Eli Travis Tile/WorldCanvas/Text/Text Outline (4)","Eli Corley","Eli Corley","PixelTitanOne;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Bruce/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Bruce/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Ike/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Ike/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Porker/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Porker/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Questboard/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Questboard/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Tavern Deco/round_table (2)/Dice1/Dice Sprite/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Tavern Deco/round_table (2)/Dice1/Dice Sprite/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Tavern Deco/round_table (2)/Dice2/Dice Sprite/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Tavern Deco/round_table (2)/Dice2/Dice Sprite/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/TavernKeep/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/TavernKeep/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Traveling Merchant/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Traveling Merchant/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Vanessa/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Ethan Alan Tile/All Tile Maps/House Tile Maps/Decorations/Vanessa/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (1)/Text","Music","Music","PixelTitanZero;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (1)/Text Outline (1)","Music","Music","PixelTitanZero;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (1)/Text Outline (2)","Music","Music","PixelTitanZero;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (1)/Text Outline (3)","Music","Music","PixelTitanZero;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (1)/Text Outline (4)","Music","Music","PixelTitanZero;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (2)/Text","Alan Tao","Alan Tao","PixelTitanOne;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (2)/Text Outline (1)","Alan Tao","Alan Tao","PixelTitanOne;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (2)/Text Outline (2)","Alan Tao","Alan Tao","PixelTitanOne;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (2)/Text Outline (3)","Alan Tao","Alan Tao","PixelTitanOne;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (2)/Text Outline (4)","Alan Tao","Alan Tao","PixelTitanOne;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (3)/Text","Programming
Audio","Programming
Audio","PixelTitanZero;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (3)/Text Outline (1)","Programming
Audio","Programming
Audio","PixelTitanZero;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (3)/Text Outline (2)","Programming
Audio","Programming
Audio","PixelTitanZero;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (3)/Text Outline (3)","Programming
Audio","Programming
Audio","PixelTitanZero;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text (3)/Text Outline (4)","Programming
Audio","Programming
Audio","PixelTitanZero;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text/Text","Ethan 
Aristanto","Ethan 
Aristanto","PixelTitanOne;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text/Text Outline (1)","Ethan 
Aristanto","Ethan 
Aristanto","PixelTitanOne;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text/Text Outline (2)","Ethan 
Aristanto","Ethan 
Aristanto","PixelTitanOne;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text/Text Outline (3)","Ethan 
Aristanto","Ethan 
Aristanto","PixelTitanOne;1",
"Map/Tiles/Ethan Alan Tile/WorldCanvas/Text/Text Outline (4)","Ethan 
Aristanto","Ethan 
Aristanto","PixelTitanOne;1",
"Map/Tiles/Jroo Elliot Tile/BirdNamedParty/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Jroo Elliot Tile/BirdNamedParty/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Jroo Elliot Tile/Crocodile/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Jroo Elliot Tile/Crocodile/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Jroo Elliot Tile/Objects/VIPHolder/VIP/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Jroo Elliot Tile/Objects/VIPHolder/VIP/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (1)/Text","Programming
Design
Music","Programming
Design
Music","PixelTitanZero;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (1)/Text Outline (1)","Programming
Design
Music","Programming
Design
Music","PixelTitanZero;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (1)/Text Outline (2)","Programming
Design
Music","Programming
Design
Music","PixelTitanZero;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (1)/Text Outline (3)","Programming
Design
Music","Programming
Design
Music","PixelTitanZero;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (1)/Text Outline (4)","Programming
Design
Music","Programming
Design
Music","PixelTitanZero;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (2)/Text","Elliot Chen","Elliot Chen","PixelTitanOne;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (2)/Text Outline (1)","Elliot Chen","Elliot Chen","PixelTitanOne;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (2)/Text Outline (2)","Elliot Chen","Elliot Chen","PixelTitanOne;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (2)/Text Outline (3)","Elliot Chen","Elliot Chen","PixelTitanOne;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (2)/Text Outline (4)","Elliot Chen","Elliot Chen","PixelTitanOne;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (3)/Text","Programming","Programming","PixelTitanZero;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (3)/Text Outline (1)","Programming","Programming","PixelTitanZero;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (3)/Text Outline (2)","Programming","Programming","PixelTitanZero;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (3)/Text Outline (3)","Programming","Programming","PixelTitanZero;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text (3)/Text Outline (4)","Programming","Programming","PixelTitanZero;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text/Text","Drew Busch","Drew Busch","PixelTitanOne;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text/Text Outline (1)","Drew Busch","Drew Busch","PixelTitanOne;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text/Text Outline (2)","Drew Busch","Drew Busch","PixelTitanOne;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text/Text Outline (3)","Drew Busch","Drew Busch","PixelTitanOne;1",
"Map/Tiles/Jroo Elliot Tile/WorldCanvas/Text/Text Outline (4)","Drew Busch","Drew Busch","PixelTitanOne;1",
"Map/Tiles/Logan Tile/Objects/Warning Sign/Canvas/Dialogue","","","TinyUnicode;1",
"Map/Tiles/Logan Tile/Objects/Warning Sign/Canvas/Dialogue BG Font","","","PixelUnicodeFill;1",
"Map/Tiles/Logan Tile/WorldCanvas/Text (1)/Text","Programming
Tech Art","Programming
Tech Art","PixelTitanZero;1",
"Map/Tiles/Logan Tile/WorldCanvas/Text (1)/Text Outline (1)","Programming
Tech Art","Programming
Tech Art","PixelTitanZero;1",
"Map/Tiles/Logan Tile/WorldCanvas/Text (1)/Text Outline (2)","Programming
Tech Art","Programming
Tech Art","PixelTitanZero;1",
"Map/Tiles/Logan Tile/WorldCanvas/Text (1)/Text Outline (3)","Programming
Tech Art","Programming
Tech Art","PixelTitanZero;1",
"Map/Tiles/Logan Tile/WorldCanvas/Text (1)/Text Outline (4)","Programming
Tech Art","Programming
Tech Art","PixelTitanZero;1",
"Map/Tiles/Logan Tile/WorldCanvas/Text/Text","Logan Bowers","Logan Bowers","PixelTitanOne;1",
"Map/Tiles/Logan Tile/WorldCanvas/Text/Text Outline (1)","Logan Bowers","Logan Bowers","PixelTitanOne;1",
