"Slider.v1.0.12","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
about them in normal usage. However, if your localization file seems to
be corrupted, these rules may be helpful for debugging purposes...
- The first 4 rows can be arbitrarily long
  - The first cell of first row is used to store this block of instruction
    text
  - The first 3 cells of the fourth row is used as headers
  - All other cells in the first and fourth rows are ignored
  - Columns in the second row alternate between property and value (ex.
    ' foo | 1 | bar | 3.5 | ... '
    - Any whitespaces before and after the property name are ignored
  - Columns in the third row are exclusively comments for properties in the
    second row
- Every following line can include any number of cells, but only the
  first four will be parsed (you can use the rest as comments if needed)
  - The fourth column is an optional metadata column
",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (5)","Flashlight","Flashlight","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (6)","Boating License","Boating License","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (7)","Treasure Chest","Treasure Chest","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (8)","Rose","Rose","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (9)","Mushroom","Mushroom","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Breadge","Breadge","Breadge","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Breadge/Breadge Total Text","9","9","PixelUnicode;8",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Crystal Sample","Crystal Sample","Crystal Sample","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Fezziwig gem","Magical Gem","Magical Gem","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem MountainKeys","Basement Key","Basement Key","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Oil","Oil","Oil","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Oil/Oil Total Text","4","4","PixelUnicode;8",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem StationKeys","Station Key","Station Key","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Anchor","Anchor","Anchor","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Boots","Boots","Boots","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Boots Upgrade","Boots+","Boots+","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Scroll of Realigning","Scroll of Realigning","Scroll of Realigning","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Scroll Scrap","Scroll Scap","Scroll Scap","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel/Text/ItemNameText","Collection","Collection","PixelUnicode;8",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/InventoryPanel@LegendaryCheeseburger:0","Legendary ""Burger""","Legendary ""Burger""","",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/WorldMapPanel/Text/AreaNameText","Map","Map","PixelUnicode;8",
"MilitaryArtifactCanvas Variant/ArtifactFrame/ScreenMask/WorldMapPanel/Text/AreaNameTextBG","Map","Map","PixelUnicodeFill;8",
"MilitaryArtifactCanvas Variant/ArtifactFrame/Tabs/Realigning Tabs/LoadTextHolder/Load TMP Text","Load!","Load!","PixelUnicode;8",
"MilitaryArtifactCanvas Variant/ArtifactFrame/Tabs/Realigning Tabs/SaveTextHolder/Save TMP Text","Save!","Save!","PixelUnicode;8",
