"__Collectibles/Caves/Slider 4","Slider 4","滑块4","",
"__Collectibles/Caves/Slider 5","Slider 5","滑块5","",
"__Collectibles/Caves/Slider 6","Slider 6","滑块6","",
"__Collectibles/Caves/Slider 7","Slider 7","滑块7","",
"__Collectibles/Caves/Slider 8","Slider 8","滑块8","",
"__Collectibles/Caves/Slider 9","Slider 9","滑块9","",
"__Collectibles/Caves/Station Key","Station Key","电站钥匙","",
"__Collectibles/Caves/Wire Cutters","Wire Cutters","剪线钳","",
"__Collectibles/Caves/Wrench","Wrench","扳手","",
"__Collectibles/Desert/$1000000","$1000000","一百万","",
"__Collectibles/Desert/Breadge","Breadge","小面包","",
"__Collectibles/Desert/Scroll Scrap","Scroll Scrap","卷轴碎片","",
"__Collectibles/Desert/Scroll of Realigning","Scroll of Realigning","“对齐”卷轴","",
"__Collectibles/Desert/Skull","Skull","头盖骨","",
"__Collectibles/Desert/Slider 2","Slider 2","滑块2","",
"__Collectibles/Desert/Slider 3","Slider 3","滑块3","",
"__Collectibles/Desert/Slider 4","Slider 4","滑块4","",
"__Collectibles/Desert/Slider 5","Slider 5","滑块5","",
"__Collectibles/Desert/Slider 6","Slider 6","滑块6","",
"__Collectibles/Desert/Slider 7","Slider 7","滑块7","",
"__Collectibles/Desert/Slider 8","Slider 8","滑块8","",
"__Collectibles/Desert/Slider 9","Slider 9","滑块9","",
"__Collectibles/Desert/Sunglasses","Sunglasses","墨镜","",
"__Collectibles/Factory/Breadge","Breadge","小面包","",
"__Collectibles/Factory/Slider 1","Slider 1","滑块1","",
"__Collectibles/Factory/Slider 2","Slider 2","滑块2","",
"__Collectibles/Factory/Slider 3","Slider 3","滑块3","",
"__Collectibles/Factory/Slider 4","Slider 4","滑块4","",
"__Collectibles/Factory/Slider 5","Slider 5","滑块5","",
"__Collectibles/Factory/Slider 6","Slider 6","滑块6","",
"__Collectibles/Factory/Slider 7","Slider 7","滑块7","",
"__Collectibles/Factory/Slider 8","Slider 8","滑块8","",
"__Collectibles/Factory/Slider 9","Slider 9","滑块9","",
"__Collectibles/Factory/Slider Base","Slider Base","地基滑块","",
"__Collectibles/Factory/Slider Walls","Slider Walls","墙滑块","",
"__Collectibles/Factory/Slider Wires","Slider Wires","电缆滑块","",
"__Collectibles/Jungle/Boots","Boots","靴子","",
"__Collectibles/Jungle/Boots Upgrade","Boots Upgrade","靴子升级","",
"__Collectibles/Jungle/Breadge","Breadge","小面包","",
"__Collectibles/Jungle/Slider 2 & 3","Slider 2 & 3","连体滑块2+3","",
"__Collectibles/Jungle/Slider 4","Slider 4","滑块4","",
"__Collectibles/Jungle/Slider 5","Slider 5","滑块5","",
"__Collectibles/Jungle/Slider 6","Slider 6","滑块6","",
"__Collectibles/Jungle/Slider 7","Slider 7","滑块7","",
"__Collectibles/Jungle/Slider 8","Slider 8","滑块8","",
"__Collectibles/Jungle/Slider 9","Slider 9","滑块9","",
"__Collectibles/MagiTech/Breadge","Breadge","小面包","",
"__Collectibles/MagiTech/Gem Fuel Recipe","Gem Fuel Recipe","晶燃料配比表","",
"__Collectibles/MagiTech/Gem Transporter","Gem Transporter","水晶传送器","",
"__Collectibles/MagiTech/Legendary Cheese Burger","Legendary Cheese Burger","传说芝士堡","",
"__Collectibles/MagiTech/Oil #1","Oil #1","油#1","",
"__Collectibles/MagiTech/Oil #2","Oil #2","油#2","",
"__Collectibles/MagiTech/Oil #3","Oil #3","油#3","",
"__Collectibles/MagiTech/Oil #4","Oil #4","油#4","",
"__Collectibles/MagiTech/Slider 1","Slider 1","滑块1","",
"__Collectibles/MagiTech/Slider 2","Slider 2","滑块2","",
"__Collectibles/MagiTech/Slider 3","Slider 3","滑块3","",
"__Collectibles/MagiTech/Slider 4","Slider 4","滑块4","",
"__Collectibles/MagiTech/Slider 5","Slider 5","滑块5","",
"__Collectibles/MagiTech/Slider 6","Slider 6","滑块6","",
"__Collectibles/MagiTech/Slider 7","Slider 7","滑块7","",
"__Collectibles/MagiTech/Slider 8","Slider 8","滑块8","",
"__Collectibles/MagiTech/Slider 9","Slider 9","滑块9","",
"__Collectibles/MagiTech/Sunglasses","Sunglasses","墨镜","",
"__Collectibles/Military/All Sliders","All Sliders","所有滑块","",
"__Collectibles/Military/Breadge","Breadge","小面包","",
"__Collectibles/Military/Explosives","Explosives","爆炸物","",
"__Collectibles/Military/Slider 1","Slider 1","滑块1","",
"__Collectibles/Mountain/Basement Key","Basement Key","地下室钥匙","",
"__Collectibles/Mountain/Breadge","Breadge","小面包","",
"__Collectibles/Mountain/Crystal Sample","Crystal Sample","水晶样品","",
"__Collectibles/Mountain/Slider 2","Slider 2","滑块2","",
"__Collectibles/Mountain/Slider 3","Slider 3","滑块3","",
"__Collectibles/Mountain/Slider 4","Slider 4","滑块4","",
"__Collectibles/Mountain/Slider 6","Slider 6","滑块6","",
"__Collectibles/Mountain/Slider 7","Slider 7","滑块7","",
"__Collectibles/Mountain/Slider 8","Slider 8","滑块8","",
"__Collectibles/None/Rock","Rock","平平无奇的石头","",
"__Collectibles/None/Slider 5","Slider 5","滑块5","",
"__Collectibles/Ocean/Breadge","Breadge","小面包","",
"__Collectibles/Ocean/Golden Fish","Golden Fish","小“金”鱼","",
"__Collectibles/Ocean/Magical Gem","Magical Gem","魔法晶矿","",
"__Collectibles/Ocean/Mushroom","Mushroom","迷之菌子","",
"__Collectibles/Ocean/Rose","Rose","玫瑰花","",
"__Collectibles/Ocean/Slider 2","Slider 2","滑块2","",
"__Collectibles/Ocean/Slider 3","Slider 3","滑块3","",
"__Collectibles/Ocean/Slider 4","Slider 4","滑块4","",
"__Collectibles/Ocean/Slider 5","Slider 5","滑块5","",
"__Collectibles/Ocean/Slider 6","Slider 6","滑块6","",
"__Collectibles/Ocean/Slider 7","Slider 7","滑块7","",
"__Collectibles/Ocean/Slider 8","Slider 8","滑块8","",
"__Collectibles/Ocean/Slider 9","Slider 9","滑块9","",
"__Collectibles/Ocean/Treasure Chest","Treasure Chest","海盗宝藏","",
"__Collectibles/Village/Artifact","Artifact","古遗物","",
"__Collectibles/Village/Breadge","Breadge","小面包","",
"__Collectibles/Village/Coffee","Coffee","咖啡","",
"__Collectibles/Village/Map","Map","地图","",
"__Collectibles/Village/Slider 2","Slider 2","滑块2","",
"__Collectibles/Village/Slider 3","Slider 3","滑块3","",
"__Collectibles/Village/Slider 4","Slider 4","滑块4","",
"__Collectibles/Village/Slider 5","Slider 5","滑块5","",
"__Collectibles/Village/Slider 6","Slider 6","滑块6","",
"__Collectibles/Village/Slider 7","Slider 7","滑块7","",
"__Collectibles/Village/Slider 8","Slider 8","滑块8","",
"__Collectibles/Village/Slider 9","Slider 9","滑块9","",
"__DiscordMessages/Caves","Spelunking in the Caves","正在地穴探险","",
"__DiscordMessages/Desert","Trekking Through the Desert","正在徒步沙漠","",
"__DiscordMessages/Factory","Powering up the Factory","正在修补工厂","",
"__DiscordMessages/Jungle","Traversing the Jungle","正在穿越森林","",
"__DiscordMessages/MagiTech","Playing With Portals","正在传送时空","",
"__DiscordMessages/Military","Commiting Warcrimes","正在激战","",
"__DiscordMessages/Mountain","Riding Through the Mountain","正在横行山脉","",
"__DiscordMessages/None","None","无","",
"__DiscordMessages/Ocean","Sailing the Ocean","正在驰骋大海","",
"__DiscordMessages/Village","Exploring the Village","正在探索村落","",
"__JungleShapes/Bandage","Bandage","绷带形","",
"__JungleShapes/Bread","Bread","面包形","",
"__JungleShapes/Camera","Camera","相机形","",
"__JungleShapes/Chest","Chest","宝箱形","",
"__JungleShapes/Circle","Circle","圆形","",
"__JungleShapes/Crate","Crate","大箱形","",
"__JungleShapes/Crutch","Crutch","拄拐形","",
"__JungleShapes/Female","Female","“女”形","",
"__JungleShapes/Fish","Fish","鱼形","",
"__JungleShapes/FishBowl","FishBowl","鱼碗形","",
"__JungleShapes/Flag","Flag","旗形","",
"__JungleShapes/Glasses","Glasses","眼镜形","",
"__JungleShapes/Heart","Heart","心形","",
"__JungleShapes/House","House","房子形","",
"__JungleShapes/Icecream","Icecream","雪糕形","",
"__JungleShapes/Line","Line","直线形","",
"__JungleShapes/Lollipop","Lollipop","棒棒糖","",
"__JungleShapes/Male","Male","“男”形","",
"__JungleShapes/Minecart","Minecart","矿车形","",
"__JungleShapes/Mushroom","Mushroom","蘑菇形","",
"__JungleShapes/Pickaxe","Pickaxe","锄头形","",
"__JungleShapes/Plus","Plus","加号形","",
"__JungleShapes/Popsicle","Popsicle","冰棍形","",
"__JungleShapes/Question","Question","问号形","",
"__JungleShapes/Rail","Rail","铁轨形","",
"__JungleShapes/Semicircle","Semicircle","半圆形","",
"__JungleShapes/Ship","Ship","船形","",
"__JungleShapes/Square","Square","正方形","",
"__JungleShapes/Trash","Trash","垃圾形","",
"__JungleShapes/Triangle","Triangle","三角形","",
