"Slider.v1.0.16","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
about them in normal usage. However, if your localization file seems to
be corrupted, these rules may be helpful for debugging purposes...
- The first 4 rows can be arbitrarily long
  - The first cell of first row is used to store this block of instruction
    text
  - The first 3 cells of the fourth row is used as headers
  - All other cells in the first and fourth rows are ignored
  - Columns in the second row alternate between property and value (ex.
    ' foo | 1 | bar | 3.5 | ... '
    - Any whitespaces before and after the property name are ignored
  - Columns in the third row are exclusively comments for properties in the
    second row
- Every following line can include any number of cells, but only the
  first four will be parsed (you can use the rest as comments if needed)
  - The fourth column is an optional metadata column
",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Teleport Selector Button Pair/Holder/Label","Village","Village","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/CheatsPanel/List/Teleport Selector Button Pair/TP Button/Text","Teleport","Teleport","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Larger Deadzone/Label","Larger Deadzone","Larger Deadzone","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Left Aligned/Alt View","Alt View","Alt View","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Left Aligned/Button East","Back","Back","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Left Aligned/Button North","Cycle","Cycle","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Left Aligned/Button South","Action","Action","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Right Aligned/Artifact","Artifact","遗物","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Right Aligned/Move","Move","移动","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controller Panel/Text/Right Aligned/Pause","Pause","暂停","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Controls Text","Keyboard","键盘","PixelTitanZero;24",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Action/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Action/Control Label","Action","交互","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Alt View/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Alt View/Control Label","Alt View","切换界面","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Cycle Equip/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Cycle Equip/Control Label","Cycle","更替","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Keyboard Only/Label","Keyboard Only","Keyboard Only","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Down/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Down/Control Label","Down","下","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Left/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Left/Control Label","Left","左","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Right/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Right/Control Label","Right","右","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Up/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Move Up/Control Label","Up","上","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Open/Close Artifact/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Open/Close Artifact/Control Label","Artifact","遗物","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Pause/Binding/Text","","","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/Pause/Control Label","Pause","暂停","PixelUnicode;14",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Keyboard Panel/ResetButtonHolder/Reset to Defaults Button/Text","Reset Keybinds","重新绑定输入","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel/Rebinding Overlay/Text","Rebinding <control/>...","Rebinding <control/>...","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel@Scheme:0","Keyboard","Keyboard","",
"UICanvas/OptionsMenu/RightContainer/ControlsPanel@Scheme:1","Controller","Controller","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/ApplySettingsHolder/ApplySettings Button/Text","Save Changes","Save Changes","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/Display Text","Display","显示","PixelTitanZero;24",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown","","","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@0","30","30","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@1","60","60","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@2","75","75","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@3","120","120","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@4","144","144","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@5","240","240","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Dropdown@6","Uncapped","无帧数上限","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FPS DropDown/Label","FPS","帧数上限","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/FullScreen Toggle/Label","Full Screen","Full Screen","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown","","","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@0","1280 x 720","1280 x 720","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@1","1280 x 800","1280 x 800","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@2","1366 x 768","1366 x 768","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@3","1920 x 1080","1920 x 1080","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@4","2560 x 1440","2560 x 1440","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Dropdown@5","Native","原生","",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/Resolution DropDown/Label","Resolution","分辨率","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/DisplayPanel/List/VSync/Label","VSync","垂直同步","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Big Text/Label","Bigger Text","大字体","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Contrast Text/Label","Text Background","文本背景","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Hide Cursor/Label","Hide Cursor","隐藏光标","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Pixel Font Alert/Label","Setting will be applied once you restart or return to main menu...","将在重启或返回主菜单时应用。。。","PixelUnicode;12",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Pixel Font/Label","Pixel Font","像素字体（仅限英文）","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/List/Screen Shake Slider/Label","Screen Shake","屏幕晃动","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/GeneralOptionsPanel/Options Text","Options","选项","PixelTitanZero;24",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/FeedbackButtonHolder/Feedback Button/Text","Give Feedback (web)","提供反馈（网页）","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/List/Colorblind Mode/Label","Colorblind Mode","色弱模式","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/List/Mini Player Icon/Label","Mini Player Icon","地图上显示玩家图标","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/List/Smoother FPS/Label","Smoother FPS (Experimental)","Smoother FPS (Experimental)","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/Misc Options Text","Miscellaneous","其他","PixelTitanZero;24",
"UICanvas/OptionsMenu/RightContainer/MiscOptionsPanel/ResetButtonHolder/Reset to Defaults Button/Text","Reset All Settings","重设所有选项","PixelTitanZero;16",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Ambience Slider/Label","Ambience","背景音","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Master Slider/Label","Master","主音量","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Music Slider/Label","Music","音乐音量","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Play Audio When Unfocused/Label","Audio when
Unfocused","后台运行时
不静音","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/List/Sound Slider/Label","Sound","声音","PixelUnicode;16",
"UICanvas/OptionsMenu/RightContainer/SoundPanel/Sound Text","Sound","声音","PixelTitanZero;24",
"UICanvas/OptionsMenu/SideNav/Cheats Button/Text","Cheats","作弊","PixelTitanZero;16",
"UICanvas/OptionsMenu/SideNav/Controls Button/Text","Controls","控制","PixelTitanZero;16",
"UICanvas/OptionsMenu/SideNav/Display Button/Text","Display","显示","PixelTitanZero;16",
"UICanvas/OptionsMenu/SideNav/Misc Button/Text","Misc","其他","PixelTitanZero;16",
"UICanvas/OptionsMenu/SideNav/Options Button/Text","Options","选项","PixelTitanZero;16",
"UICanvas/OptionsMenu/SideNav/Sound Button/Text","Sound","声音","PixelTitanZero;16",
"UICanvas/PausePanel/Guide Button Variant/Text","Hints/Guide (web)","官方攻略（网页）","PixelTitanZero;16",
"UICanvas/PausePanel/Options Button Variant/Text","Options","选项","PixelTitanZero;16",
"UICanvas/PausePanel/Paused Text","Paused","暂停","PixelTitanZero;24",
"UICanvas/PausePanel/Quit Button Variant/Text","Quit","退出","PixelTitanZero;16",
"UICanvas/PausePanel/Resume Button Variant/Text","Resume","继续","PixelTitanZero;16",
