"Slider.v1.0.11","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/EightPuzzle/Mirage STiles/Mirage (4)/Objects/Fezziwig@2:0","Oh, you've found something! Yes, this is very helpful!","_har_Oh, you've found something! Yes, this is very helpful!_har_",
"Map/EightPuzzle/Mirage STiles/Mirage (4)/Objects/Fezziwig@2:1","I'll need the entire skeleton together in order to perform this spell.","_har_I'll need the entire skeleton together in order to perform this spell._har_",
"Map/EightPuzzle/Mirage STiles/Mirage (4)/Objects/Fezziwig@3:0","Okay! Here we go!","_har_Okay! Here we go!_har_",
"Map/EightPuzzle/Mirage STiles/Mirage (4)/Objects/Fezziwig@3:1","""Laukha muai pizala, et nustrum vim ishrith...","_har_""Laukha muai pizala, et nustrum vim ishrith..._har_",
"Map/EightPuzzle/Mirage STiles/Mirage (4)/Objects/Fezziwig@3:2","...rul'dar thal-wasui, cet 2 parts cactus juice, 1 part coconut milk...","_har_...rul'dar thal-wasui, cet 2 parts cactus juice, 1 part coconut milk..._har_",
"Map/EightPuzzle/Mirage STiles/Mirage (4)/Objects/Fezziwig@3:3","...val'thar mabekai tzun!","_har_...val'thar mabekai tzun!_har_",
"Map/EightPuzzle/Mirage STiles/Mirage (4)/Objects/Fezziwig@4:0","Woah! Now that I was not expecting. I think there might be something wrong with your scroll.","_har_Woah! Now that I was not expecting. I think there might be something wrong with your scroll._har_",
"Map/EightPuzzle/Mirage STiles/Mirage (4)/Objects/Fezziwig@4:1","Maybe you'll have better luck using the scroll than me. I can't seem to get any magic right...","_har_Maybe you'll have better luck using the scroll than me. I can't seem to get any magic right..._har_",
"Map/EightPuzzle/Mirage STiles/Mirage (4)/Objects/Fezziwig@5:0","Hey Traveller, I'm proud of you!","_har_Hey Traveller, I'm proud of you!_har_",
"Map/EightPuzzle/Mirage STiles/Mirage (5)/Objects/Bartender@0:0","Can you believe it? Some bandit yay high stole my safe three times her size?","_har_Can you believe it? Some bandit yay high stole my safe three times her size?_har_",
"Map/EightPuzzle/Mirage STiles/Mirage (5)/Objects/Bartender@0:1","Didn't think it would be possible for anyone to run off with it. That missus is one stubborn lady.","_har_Didn't think it would be possible for anyone to run off with it. That missus is one stubborn lady._har_",
"Map/EightPuzzle/Mirage STiles/Mirage (5)/Objects/Bartender@0:2","Can't keep having my casino getting robbed... Guess I'll need a bigger safe.","_har_Can't keep having my casino getting robbed... Guess I'll need a bigger safe._har_",
"Map/EightPuzzle/Mirage STiles/Mirage (5)/Objects/Bartender@0:3","I should really get back inside though. Don't want people taking advantage of an unattended bar.","_har_I should really get back inside though. Don't want people taking advantage of an unattended bar._har_",
"Map/EightPuzzle/Mirage STiles/Mirage (5)/Objects/Dice/Dice Sprite/Canvas/Dialogue","5","_har_5_har_",
"Map/EightPuzzle/Mirage STiles/Mirage (5)/Objects/Dice/Dice Sprite/Canvas/Dialogue BG Font","5","_har_5_har_",
"Map/EightPuzzle/Mirage STiles/Mirage (6)/Objects/Bouncer@0:0","Heard that someone stole the entire vault from boss.","_har_Heard that someone stole the entire vault from boss._har_",
"Map/EightPuzzle/Mirage STiles/Mirage (6)/Objects/Bouncer@0:1","Respect where it's due, I'm impressed.","_har_Respect where it's due, I'm impressed._har_",
"Map/EightPuzzle/Mirage STiles/Mirage (6)/Objects/Clubber (2)@0:0","It's time... for the decade of dance!","_har_It's time... for the decade of dance!_har_",
"Map/EightPuzzle/Mirage STiles/Mirage (6)/Objects/Clubber (3)@0:0","I could do this forever!","_har_I could do this forever!_har_",
"Map/EightPuzzle/Mirage STiles/Mirage (6)/Objects/Dice/Dice Sprite/Canvas/Dialogue","5","_har_5_har_",
"Map/EightPuzzle/Mirage STiles/Mirage (6)/Objects/Dice/Dice Sprite/Canvas/Dialogue BG Font","5","_har_5_har_",
"Map/EightPuzzle/Mirage STiles/Mirage (7)/Objects/Bandit@0:0","You get yur hands offa mah safe! Do you have any idea how long I've been pushin' this thing?","_har_You get yur hands offa mah safe! Do you have any idea how long I've been pushin' this thing?_har_",
"Map/EightPuzzle/Mirage STiles/Mirage (7)/Objects/Bandit@0:1","They told me I'd die before I got this safe back to camp... I'll show them.","_har_They told me I'd die before I got this safe back to camp... I'll show them._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@0:0","this is it! the <#ff9040>scroll</color>, the temple, the artifacts lost to time! they've gotta be here.","_har_this is it! the <#ff9040>scroll</color>, the temple, the artifacts lost to time! they've gotta be here._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@0:1","everything's so slippery though! if only i could <wavy>anchor things down</wavy> somehow...","_har_everything's so slippery though! if only i could <wavy>anchor things down</wavy> somehow..._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@1:0","woah! that bone over there looks cool","_har_woah! that bone over there looks cool_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@1:1","i wonder where its from?","_har_i wonder where its from?_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@10:0","omg the temple! it exists! the power to fix other worlds may be inside.","_har_omg the temple! it exists! the power to fix other worlds may be inside._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:0","exPLORER- did you feel that cave in?!","_har_exPLORER- did you feel that cave in?!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:1","(i think it might have been my fault..)","_har_(i think it might have been my fault..)_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:10","i trust in you!","_har_i trust in you!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:11","if youre gonna keep fixing worlds, youre gonna need the <#ff9040>scroll of realigning</color>","_har_if youre gonna keep fixing worlds, youre gonna need the <#ff9040>scroll of realigning</color>_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:12","it should be somewhere in this temple... but where?","_har_it should be somewhere in this temple... but where?_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:2","but more importantly, where is the relic??? who took it??","_har_but more importantly, where is the relic??? who took it??_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:3","wait... is this YOUR artifact?!?!","_har_wait... is this YOUR artifact?!?!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:4","you just... took it? you caused the cataclysm?","_har_you just... took it? you caused the cataclysm?_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:5","i-","_har_i-_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:6","hm...","_har_hm..._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:7","the whole entire world... everything was broken...","_har_the whole entire world... everything was broken..._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:8","but... youve been doing a really good job fixing everything!","_har_but... youve been doing a really good job fixing everything!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@11:9","you opened pandora's box, but youll be on the good side of the textbooks if you finish what you started.","_har_you opened pandora's box, but youll be on the good side of the textbooks if you finish what you started._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@12:0","ahA! a secret passage!!","_har_ahA! a secret passage!!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@13:0","wait... is there... a trap?!","_har_wait... is there... a trap?!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@13:1","hmhmhmmm","_har_hmhmhmmm_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@14:0","aH! wHO ACTIVATED THE TRAP NOW?","_har_aH! wHO ACTIVATED THE TRAP NOW?_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@14:1","hahaA","_har_hahaA_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@14:2","...","_har_..._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@14:3","so how do we get outta here","_har_so how do we get outta here_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@15:0","wOAH! the scroll! its so powerful!!","_har_wOAH! the scroll! its so powerful!!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@15:1","why did they put the trap's solution in the same room too? whatever.","_har_why did they put the trap's solution in the same room too? whatever._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@15:2","explorer.","_har_explorer._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@16:0","explorer.","_har_explorer._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@16:1","i feel that this is where we part ways.","_har_i feel that this is where we part ways._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@16:2","go be useful to the world! i will keep searching these ruins.","_har_go be useful to the world! i will keep searching these ruins._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@16:3","i know weve spent a lot of time together and you might miss me, but youve got this!","_har_i know weve spent a lot of time together and you might miss me, but youve got this!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@16:4","good luck out there <33","_har_good luck out there <33_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@17:0","omg! explorer youre back!!!","_har_omg! explorer youre back!!!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@17:1","this temple is so cool, i feel like im in a dream!","_har_this temple is so cool, i feel like im in a dream!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@17:2","while you were gone, ive been excavating these rocks","_har_while you were gone, ive been excavating these rocks_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@17:3","im sure theres some fossils or history or-","_har_im sure theres some fossils or history or-_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@17:4","wait.","_har_wait._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@17:5","did you just say. theres. a portal?","_har_did you just say. theres. a portal?_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@17:6","like?? a portal to the past????","_har_like?? a portal to the past????_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@17:7","like timE TRAVEL?? ITS POSSIBLE??? ITS TOO GOOD TO BE TRUEEeeEEe","_har_like timE TRAVEL?? ITS POSSIBLE??? ITS TOO GOOD TO BE TRUEEeeEEe_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@18:0","...","_har_..._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@2:0","an oasis! something BIG awaits!","_har_an oasis! something BIG awaits!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@3:0","hohoo i can feel the temple getting closer, theres so much magic in this area!","_har_hohoo i can feel the temple getting closer, theres so much magic in this area!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@4:0","chad's in that casino? ugh whatever","_har_chad's in that casino? ugh whatever_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@5:0","woah explorer you dont look so good...","_har_woah explorer you dont look so good..._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@5:1","wh- wha- you can see the past?? O_o","_har_wh- wha- you can see the past?? O_o_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@5:2","i sure wish i could see the past... would make my job a lot easier","_har_i sure wish i could see the past... would make my job a lot easier_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@6:0","hey uh... this is from the devs. it looks like you got tile 8 too early somehow","_har_hey uh... this is from the devs. it looks like you got tile 8 too early somehow_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@6:1","we arent sure how this happened but please let us know if you can","_har_we arent sure how this happened but please let us know if you can_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@6:2","you are venturing into unstable territory! it probably wont be solvable...","_har_you are venturing into unstable territory! it probably wont be solvable..._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@6:3","feel free to give yourself the ""Scroll of Realigning"" in the cheats menu","_har_feel free to give yourself the ""Scroll of Realigning"" in the cheats menu_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@7:0","look! this is it! ruins from the wizarding era!","_har_look! this is it! ruins from the wizarding era!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@7:1","well... half of it anyways.","_har_well... half of it anyways._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@7:2","no ones quite sure where the temple it came from, or how it survived. but anyway.","_har_no ones quite sure where the temple it came from, or how it survived. but anyway._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@7:3","the <#ff9040>Scroll of Realigning</color> must be inside! its said you can control the world with it.","_har_the <#ff9040>Scroll of Realigning</color> must be inside! its said you can control the world with it._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@7:4","ill race you to the scroll, finders keepers!","_har_ill race you to the scroll, finders keepers!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@7:5","anyways... check out this tablet!","_har_anyways... check out this tablet!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@8:0","here! its about the scroll...","_har_here! its about the scroll..._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@8:1","saving... loading... yeah, yeah... ah! this should do something...","_har_saving... loading... yeah, yeah... ah! this should do something..._har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@9:0","woah... everything shuffled!","_har_woah... everything shuffled!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@9:1","tbh i kinda expected that... but! youll need to fix this to uncover the temple's entrance!","_har_tbh i kinda expected that... but! youll need to fix this to uncover the temple's entrance!_har_",
"Map/EightPuzzle/STile (1)/Objects/Archeologist@9:2","youve done this before! <wavy>fix the desert</wavy>!","_har_youve done this before! <wavy>fix the desert</wavy>!_har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@0:0","Heya there! Can you help me find the oasis? I'm planning something BIG.","_har_Heya there! Can you help me find the oasis? I'm planning something BIG._har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@1:0","Ya found it! Can ya connect the river so I can swim over?","_har_Ya found it! Can ya connect the river so I can swim over?_har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@10:0","Now we just need Gazelle and it's <wavy>PARTY TIME!</wavy>","_har_Now we just need Gazelle and it's <wavy>PARTY TIME!</wavy>_har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@12:0","What? Told ya it'd be a surprise.","_har_What? Told ya it'd be a surprise._har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@2:0","Awww yeah!","_har_Awww yeah!_har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@3:0","Listen, it's Gazelle's birthday today. I'm tryna throw a surprise party here.","_har_Listen, it's Gazelle's birthday today. I'm tryna throw a surprise party here._har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@3:1","Could you get my friends, Baboon and Jackal? Then Gazelle last!","_har_Could you get my friends, Baboon and Jackal? Then Gazelle last!_har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@3:2","I'd be swimming in de'Nile if I said I knew where they were. ","_har_I'd be swimming in de'Nile if I said I knew where they were. _har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@4:0","You're a great investi-gator! Here, take this for finding Baboon!","_har_You're a great investi-gator! Here, take this for finding Baboon!_har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@4:1","Heard Jackal prefers to personally vett his bones before he switches.","_har_Heard Jackal prefers to personally vett his bones before he switches._har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@5:0","Well, baboon's still paranoid as usual, huh. Bring him over wouldja?","_har_Well, baboon's still paranoid as usual, huh. Bring him over wouldja?_har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@6:0","What're you doing with that rope?","_har_What're you doing with that rope?_har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@7:0","Nice, everyone's here! Take both these pieces.","_har_Nice, everyone's here! Take both these pieces._har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@8:0","Nice, everyone's here! Here's the other piece.","_har_Nice, everyone's here! Here's the other piece._har_",
"Map/EightPuzzle/STile (1)/Objects/Crocodile@9:0","Nice, everyone's here! Here's the other piece.","_har_Nice, everyone's here! Here's the other piece._har_",
"Map/EightPuzzle/STile (2)/All Tile Maps/Tile Maps/Decorations/Palm1 Variant (1)/StuckHolder/BirdNamedParty@0:0","Hi bestie.","_har_Hi bestie._har_",
"Map/EightPuzzle/STile (2)/All Tile Maps/Tile Maps/Decorations/Palm1 Variant (1)/StuckHolder/BirdNamedParty@1:0","Party time soon bestie!!","_har_Party time soon bestie!!_har_",
"Map/EightPuzzle/STile (2)/All Tile Maps/Tile Maps/Decorations/Palm1 Variant (1)/StuckHolder/BirdNamedParty@2:0","Brawkkk, shiny light is sooo hot!!","_har_Brawkkk, shiny light is sooo hot!!_har_",
"Map/EightPuzzle/STile (2)/All Tile Maps/Tile Maps/Decorations/Palm1 Variant (1)/StuckHolder/BirdNamedParty@3:0","I just love parties!","_har_I just love parties!_har_",
"Map/EightPuzzle/STile (2)/All Tile Maps/Tile Maps/Decorations/Palm1 Variant (1)/StuckHolder/BirdNamedParty@4:0","Hey man I should be dead.","_har_Hey man I should be dead._har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@0:0","I'd love to party, but...","_har_I'd love to party, but..._har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@0:1","I am NOT walking there on the ground. Do you know how dangerous that is??","_har_I am NOT walking there on the ground. Do you know how dangerous that is??_har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@0:2","Scorpions, quicksand, cactuses, bandits... these are all threats on the ground!","_har_Scorpions, quicksand, cactuses, bandits... these are all threats on the ground!_har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@0:3","I'm sure there's a way to connect me to some tree by the party.","_har_I'm sure there's a way to connect me to some tree by the party._har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@1:0","The party's so close I can feel it!","_har_The party's so close I can feel it!_har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@1:1","Think you can hook me up with a way to get there?","_har_Think you can hook me up with a way to get there?_har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@10:0","aH!","_har_aH!_har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@11:0","Oh... the ground isn't so bad after all.","_har_Oh... the ground isn't so bad after all._har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@11:1","Guess I'll hang around here 'till the party.","_har_Guess I'll hang around here 'till the party._har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@12:0","Guess I'll hang around here 'till the party.","_har_Guess I'll hang around here 'till the party._har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@13:0","Surprise!","_har_Surprise!_har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@14:0","Nap time for me.","_har_Nap time for me._har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@2:0","See?! Not sturdy at all.","_har_See?! Not sturdy at all._har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@3:0","A rope bridge... that doesn't look too stable.","_har_A rope bridge... that doesn't look too stable._har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@3:1","Could you test it by shaking it with that land magic?","_har_Could you test it by shaking it with that land magic?_har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@4:0","Again? Try shaking it with that land magic.","_har_Again? Try shaking it with that land magic._har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@5:0","Hmm... try shaking it <var>desertRemainingShakeDirection</var> too, just to be safe.","_har_Hmm... try shaking it <var>desertRemainingShakeDirection</var> too, just to be safe._har_",
"Map/EightPuzzle/STile (3)/Objects/Baboon Right Tree/StuckHolder/Baboon@6:0","Okay, I suppose it looks stable enough... Let me make my way over...","_har_Okay, I suppose it looks stable enough... Let me make my way over..._har_",
