"__Collectibles/Oil #2","Oil #2","_yarr_Oil #2_yarr_","",
"__Collectibles/Oil #3","Oil #3","_yarr_Oil #3_yarr_","",
"__Collectibles/Oil #4","Oil #4","_yarr_Oil #4_yarr_","",
"__Collectibles/Rock","Rock","_yarr_Rock_yarr_","",
"__Collectibles/Rose","Rose","_yarr_Rose_yarr_","",
"__Collectibles/Scroll Scrap","Scroll Scrap","_yarr_Scroll Scrap_yarr_","",
"__Collectibles/Scroll of Realigning","Scroll of Realigning","_yarr_Scroll of Realigning_yarr_","",
"__Collectibles/Skull","Skull","_yarr_Skull_yarr_","",
"__Collectibles/Slider 1","Slider 1","_yarr_Slider 1_yarr_","",
"__Collectibles/Slider 2","Slider 2","_yarr_Slider 2_yarr_","",
"__Collectibles/Slider 2 & 3","Slider 2 & 3","_yarr_Slider 2 & 3_yarr_","",
"__Collectibles/Slider 3","Slider 3","_yarr_Slider 3_yarr_","",
"__Collectibles/Slider 4","Slider 4","_yarr_Slider 4_yarr_","",
"__Collectibles/Slider 5","Slider 5","_yarr_Slider 5_yarr_","",
"__Collectibles/Slider 6","Slider 6","_yarr_Slider 6_yarr_","",
"__Collectibles/Slider 7","Slider 7","_yarr_Slider 7_yarr_","",
"__Collectibles/Slider 8","Slider 8","_yarr_Slider 8_yarr_","",
"__Collectibles/Slider 9","Slider 9","_yarr_Slider 9_yarr_","",
"__Collectibles/Slider Base","Slider Base","_yarr_Slider Base_yarr_","",
"__Collectibles/Slider Walls","Slider Walls","_yarr_Slider Walls_yarr_","",
"__Collectibles/Slider Wires","Slider Wires","_yarr_Slider Wires_yarr_","",
"__Collectibles/Station Key","Station Key","_yarr_Station Key_yarr_","",
"__Collectibles/Sunglasses","Sunglasses","_yarr_Sunglasses_yarr_","",
"__Collectibles/Treasure Chest","Treasure Chest","_yarr_Treasure Chest_yarr_","",
"__Collectibles/Wire Cutters","Wire Cutters","_yarr_Wire Cutters_yarr_","",
"__Collectibles/Wrench","Wrench","_yarr_Wrench_yarr_","",
"__DiscordMessages/Caves","Spelunking in the Caves","_yarr_Spelunking in the Caves_yarr_","",
"__DiscordMessages/Desert","Trekking Through the Desert","_yarr_Trekking Through the Desert_yarr_","",
"__DiscordMessages/Factory","Powering up the Factory","_yarr_Powering up the Factory_yarr_","",
"__DiscordMessages/Jungle","Traversing the Jungle","_yarr_Traversing the Jungle_yarr_","",
"__DiscordMessages/MagiTech","Playing With Portals","_yarr_Playing With Portals_yarr_","",
"__DiscordMessages/Military","Commiting Warcrimes","_yarr_Commiting Warcrimes_yarr_","",
"__DiscordMessages/Mountain","Riding Through the Mountain","_yarr_Riding Through the Mountain_yarr_","",
"__DiscordMessages/None","None","_yarr_None_yarr_","",
"__DiscordMessages/Ocean","Sailing the Ocean","_yarr_Sailing the Ocean_yarr_","",
"__DiscordMessages/Village","Exploring the Village","_yarr_Exploring the Village_yarr_","",
"__JungleShapes/Bandage","Bandage","_yarr_Bandage_yarr_","",
"__JungleShapes/Bread","Bread","_yarr_Bread_yarr_","",
"__JungleShapes/Camera","Camera","_yarr_Camera_yarr_","",
"__JungleShapes/Chest","Chest","_yarr_Chest_yarr_","",
"__JungleShapes/Circle","Circle","_yarr_Circle_yarr_","",
"__JungleShapes/Crate","Crate","_yarr_Crate_yarr_","",
"__JungleShapes/Crutch","Crutch","_yarr_Crutch_yarr_","",
"__JungleShapes/Female","Female","_yarr_Female_yarr_","",
"__JungleShapes/Fish","Fish","_yarr_Fish_yarr_","",
"__JungleShapes/FishBowl","FishBowl","_yarr_FishBowl_yarr_","",
"__JungleShapes/Flag","Flag","_yarr_Flag_yarr_","",
"__JungleShapes/Glasses","Glasses","_yarr_Glasses_yarr_","",
"__JungleShapes/Heart","Heart","_yarr_Heart_yarr_","",
"__JungleShapes/House","House","_yarr_House_yarr_","",
"__JungleShapes/Icecream","Icecream","_yarr_Icecream_yarr_","",
"__JungleShapes/Line","Line","_yarr_Line_yarr_","",
"__JungleShapes/Lollipop","Lollipop","_yarr_Lollipop_yarr_","",
"__JungleShapes/Male","Male","_yarr_Male_yarr_","",
"__JungleShapes/Minecart","Minecart","_yarr_Minecart_yarr_","",
"__JungleShapes/Mushroom","Mushroom","_yarr_Mushroom_yarr_","",
"__JungleShapes/Pickaxe","Pickaxe","_yarr_Pickaxe_yarr_","",
"__JungleShapes/Plus","Plus","_yarr_Plus_yarr_","",
"__JungleShapes/Popsicle","Popsicle","_yarr_Popsicle_yarr_","",
"__JungleShapes/Question","Question","_yarr_Question_yarr_","",
"__JungleShapes/Rail","Rail","_yarr_Rail_yarr_","",
"__JungleShapes/Semicircle","Semicircle","_yarr_Semicircle_yarr_","",
"__JungleShapes/Ship","Ship","_yarr_Ship_yarr_","",
"__JungleShapes/Square","Square","_yarr_Square_yarr_","",
"__JungleShapes/Trash","Trash","_yarr_Trash_yarr_","",
"__JungleShapes/Triangle","Triangle","_yarr_Triangle_yarr_","",
"__SpecialItem/Anchor","Anchor","_yarr_Anchor_yarr_","",
"__SpecialItem/Boots","Boots","_yarr_Boots_yarr_","",
"__SpecialItem/Boots Upgrade","Boots Upgrade","_yarr_Boots Upgrade_yarr_","",
"__SpecialItem/Scroll Scap","Scroll Scap","_yarr_Scroll Scap_yarr_","",
"__SpecialItem/Scroll of Realigning","Scroll of Realigning","_yarr_Scroll of Realigning_yarr_","",
