"Slider.v1.0.13","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/Military 16Puzzle/Military STile (15)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:0","Confirm Unit?","_har_Confirm Unit?_har_",
"Map/Military 16Puzzle/Military STile (15)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:1","Sending unit!","_har_Sending unit!_har_",
"Map/Military 16Puzzle/Military STile (16)/Objects/MilitaryUnspawnedAlly/New Unit Flag@0:0","Spawn: Rock","_har_Spawn: Rock_har_",
"Map/Military 16Puzzle/Military STile (16)/Objects/MilitaryUnspawnedAlly/New Unit Flag@1:0","Spawn: Paper","_har_Spawn: Paper_har_",
"Map/Military 16Puzzle/Military STile (16)/Objects/MilitaryUnspawnedAlly/New Unit Flag@2:0","Spawn: Scissors","_har_Spawn: Scissors_har_",
"Map/Military 16Puzzle/Military STile (16)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:0","Confirm Unit?","_har_Confirm Unit?_har_",
"Map/Military 16Puzzle/Military STile (16)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:1","Sending unit!","_har_Sending unit!_har_",
"Map/Military 16Puzzle/Military STile (16)/Objects/Off Duty Alien 1@0:0","I wish the Commander would just give up already.","_har_I wish the Commander would just give up already._har_",
"Map/Military 16Puzzle/Military STile (16)/Objects/Off Duty Alien 1@0:1","3 times is a bit excessive don't you think?","_har_3 times is a bit excessive don't you think?_har_",
"Map/Military 16Puzzle/Military STile (16)/Objects/Off Duty Alien 1@1:0","Did you hear? Some of the troops staged a coup.","_har_Did you hear? Some of the troops staged a coup._har_",
"Map/Military 16Puzzle/Military STile (16)/Objects/Off Duty Alien 1@1:1","I was getting sick of that guy too.","_har_I was getting sick of that guy too._har_",
"Map/Military 16Puzzle/Military STile (16)/Objects/Off Duty Alien 2@0:0","For real, I missed my kid's graduation from Shlarmbok the other week.","_har_For real, I missed my kid's graduation from Shlarmbok the other week._har_",
"Map/Military 16Puzzle/Military STile (16)/Objects/Off Duty Alien 2@1:0","We're free? Good riddance.","_har_We're free? Good riddance._har_",
"Map/Military 16Puzzle/Military STile (2)/Objects/MilitaryUnspawnedAlly/New Unit Flag@0:0","Spawn: Rock","_har_Spawn: Rock_har_",
"Map/Military 16Puzzle/Military STile (2)/Objects/MilitaryUnspawnedAlly/New Unit Flag@1:0","Spawn: Paper","_har_Spawn: Paper_har_",
"Map/Military 16Puzzle/Military STile (2)/Objects/MilitaryUnspawnedAlly/New Unit Flag@2:0","Spawn: Scissors","_har_Spawn: Scissors_har_",
"Map/Military 16Puzzle/Military STile (2)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:0","Confirm Unit?","_har_Confirm Unit?_har_",
"Map/Military 16Puzzle/Military STile (2)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:1","Sending unit!","_har_Sending unit!_har_",
"Map/Military 16Puzzle/Military STile (3)/Objects/MilitaryUnspawnedAlly/New Unit Flag@0:0","Spawn: Rock","_har_Spawn: Rock_har_",
"Map/Military 16Puzzle/Military STile (3)/Objects/MilitaryUnspawnedAlly/New Unit Flag@1:0","Spawn: Paper","_har_Spawn: Paper_har_",
"Map/Military 16Puzzle/Military STile (3)/Objects/MilitaryUnspawnedAlly/New Unit Flag@2:0","Spawn: Scissors","_har_Spawn: Scissors_har_",
"Map/Military 16Puzzle/Military STile (3)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:0","Confirm Unit?","_har_Confirm Unit?_har_",
"Map/Military 16Puzzle/Military STile (3)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:1","Sending unit!","_har_Sending unit!_har_",
"Map/Military 16Puzzle/Military STile (4)/Objects/MilitaryUnspawnedAlly/New Unit Flag@0:0","Spawn: Rock","_har_Spawn: Rock_har_",
"Map/Military 16Puzzle/Military STile (4)/Objects/MilitaryUnspawnedAlly/New Unit Flag@1:0","Spawn: Paper","_har_Spawn: Paper_har_",
"Map/Military 16Puzzle/Military STile (4)/Objects/MilitaryUnspawnedAlly/New Unit Flag@2:0","Spawn: Scissors","_har_Spawn: Scissors_har_",
"Map/Military 16Puzzle/Military STile (4)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:0","Confirm Unit?","_har_Confirm Unit?_har_",
"Map/Military 16Puzzle/Military STile (4)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:1","Sending unit!","_har_Sending unit!_har_",
"Map/Military 16Puzzle/Military STile (5)/Objects/MilitaryUnspawnedAlly/New Unit Flag@0:0","Spawn: Rock","_har_Spawn: Rock_har_",
"Map/Military 16Puzzle/Military STile (5)/Objects/MilitaryUnspawnedAlly/New Unit Flag@1:0","Spawn: Paper","_har_Spawn: Paper_har_",
"Map/Military 16Puzzle/Military STile (5)/Objects/MilitaryUnspawnedAlly/New Unit Flag@2:0","Spawn: Scissors","_har_Spawn: Scissors_har_",
"Map/Military 16Puzzle/Military STile (5)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:0","Confirm Unit?","_har_Confirm Unit?_har_",
"Map/Military 16Puzzle/Military STile (5)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:1","Sending unit!","_har_Sending unit!_har_",
"Map/Military 16Puzzle/Military STile (6)/All Tile Maps/Tile Maps/Decorations/Flying Saucer@0:0","Baboom!","_har_Baboom!_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien Commander@0:0","...","_har_..._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien Commander@1:0","WHAT'S GOING ON HERE??","_har_WHAT'S GOING ON HERE??_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien Commander@1:1","THEY SHOULDN'T STAND A CHANCE AGAINST OUR TECHNOLOGY.","_har_THEY SHOULDN'T STAND A CHANCE AGAINST OUR TECHNOLOGY._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien Commander@1:2","Ahem.","_har_Ahem._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien Commander@1:3","No matter. ","_har_No matter. _har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien Commander@1:4","This METEOR GUN will spell the end of humanity, and this time I'll use the biggest setting!","_har_This METEOR GUN will spell the end of humanity, and this time I'll use the biggest setting!_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien Commander@1:5","Oh, and you all will have to be disciplined for your inadequency too...","_har_Oh, and you all will have to be disciplined for your inadequency too..._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien Commander@2:0","Hey!","_har_Hey!_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien Commander@3:0","I am... deceased...","_har_I am... deceased..._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 1@0:0","Hey... you shouldn't be here!","_har_Hey... you shouldn't be here!_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 1@1:0","THE COMMANDER IS DEAD?!","_har_THE COMMANDER IS DEAD?!_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 1@1:1","Serves him right!","_har_Serves him right!_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 2@0:0","Are you lost? This is the command center.","_har_Are you lost? This is the command center._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 2@0:1","Wait, you aren't on our side.","_har_Wait, you aren't on our side._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 2@0:2","Whatever...","_har_Whatever..._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 2@1:0","We're sick of this!","_har_We're sick of this!_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 2@2:0","Take this!","_har_Take this!_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 2@3:0","Now how do we get back home.","_har_Now how do we get back home._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 2@4:0","Now how do we get back home.","_har_Now how do we get back home._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 3@0:0","We've captured the specimen they call <var>Cat</var>.","_har_We've captured the specimen they call <var>Cat</var>._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 3@0:1","All that's left is to eliminate any remaining magic and our job is done.","_har_All that's left is to eliminate any remaining magic and our job is done._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 3@1:0","Really...","_har_Really..._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 3@2:0","Time for a coup!","_har_Time for a coup!_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 3@3:0","He's had this coming for a long time now...","_har_He's had this coming for a long time now..._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 3@3:1","Oh... you're looking for <var>Cat</var>? I'm afraid they've already been sent off.","_har_Oh... you're looking for <var>Cat</var>? I'm afraid they've already been sent off._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 3@3:2","You're going to have to go to space if you want them.","_har_You're going to have to go to space if you want them._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 3@3:3","We're going to be going back soon too. Hopefully we didn't cause you humans too much trouble.","_har_We're going to be going back soon too. Hopefully we didn't cause you humans too much trouble._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 3@4:0","This whole mission has been quite cumbersome...","_har_This whole mission has been quite cumbersome..._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 3@4:1","Oh... you're looking for <var>Cat</var>? I'm afraid they've already been sent off.","_har_Oh... you're looking for <var>Cat</var>? I'm afraid they've already been sent off._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 3@4:2","You're going to have to go to space if you want them.","_har_You're going to have to go to space if you want them._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 3@4:3","We're going to be going back soon too. Hopefully we didn't cause you humans too much trouble.","_har_We're going to be going back soon too. Hopefully we didn't cause you humans too much trouble._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 4@0:0","we're so cooked if these comms break bro...","_har_we're so cooked if these comms break bro..._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 4@0:1","like it's actually over bro the Commander's gonna be all over us","_har_like it's actually over bro the Commander's gonna be all over us_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 4@0:2","he'll teleport down on this pad and start yapping up a storm","_har_he'll teleport down on this pad and start yapping up a storm_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 4@1:0","bruh...","_har_bruh..._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 4@2:0","oh nah","_har_oh nah_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 4@3:0","now that that's over...","_har_now that that's over..._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 4@3:1","nothing broke! i might be the goat","_har_nothing broke! i might be the goat_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 4@4:0","now that that's over...","_har_now that that's over..._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien 4@4:1","nothing broke! im the best tech support in the galaxy","_har_nothing broke! im the best tech support in the galaxy_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien5@0:0","The folks at my rank aren't allowed to ride the saucers :(","_har_The folks at my rank aren't allowed to ride the saucers :(_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/Alien NPCs/On Duty Alien5@1:0","Ahahaha no one can stop me from riding the saucer now.","_har_Ahahaha no one can stop me from riding the saucer now._har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/MilitaryUnspawnedAlly/New Unit Flag@0:0","Spawn: Rock","_har_Spawn: Rock_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/MilitaryUnspawnedAlly/New Unit Flag@1:0","Spawn: Paper","_har_Spawn: Paper_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/MilitaryUnspawnedAlly/New Unit Flag@2:0","Spawn: Scissors","_har_Spawn: Scissors_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:0","Confirm Unit?","_har_Confirm Unit?_har_",
"Map/Military 16Puzzle/Military STile (6)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:1","Sending unit!","_har_Sending unit!_har_",
"Map/Military 16Puzzle/Military STile (7)/Objects/MilitaryUnspawnedAlly/New Unit Flag@0:0","Spawn: Rock","_har_Spawn: Rock_har_",
"Map/Military 16Puzzle/Military STile (7)/Objects/MilitaryUnspawnedAlly/New Unit Flag@1:0","Spawn: Paper","_har_Spawn: Paper_har_",
"Map/Military 16Puzzle/Military STile (7)/Objects/MilitaryUnspawnedAlly/New Unit Flag@2:0","Spawn: Scissors","_har_Spawn: Scissors_har_",
"Map/Military 16Puzzle/Military STile (7)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:0","Confirm Unit?","_har_Confirm Unit?_har_",
"Map/Military 16Puzzle/Military STile (7)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:1","Sending unit!","_har_Sending unit!_har_",
"Map/Military 16Puzzle/Military STile (8)/Objects/MilitaryUnspawnedAlly/New Unit Flag@0:0","Spawn: Rock","_har_Spawn: Rock_har_",
"Map/Military 16Puzzle/Military STile (8)/Objects/MilitaryUnspawnedAlly/New Unit Flag@1:0","Spawn: Paper","_har_Spawn: Paper_har_",
"Map/Military 16Puzzle/Military STile (8)/Objects/MilitaryUnspawnedAlly/New Unit Flag@2:0","Spawn: Scissors","_har_Spawn: Scissors_har_",
"Map/Military 16Puzzle/Military STile (8)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:0","Confirm Unit?","_har_Confirm Unit?_har_",
"Map/Military 16Puzzle/Military STile (8)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:1","Sending unit!","_har_Sending unit!_har_",
"Map/Military 16Puzzle/Military STile (9)/Objects/MilitaryUnspawnedAlly/New Unit Flag@0:0","Spawn: Rock","_har_Spawn: Rock_har_",
"Map/Military 16Puzzle/Military STile (9)/Objects/MilitaryUnspawnedAlly/New Unit Flag@1:0","Spawn: Paper","_har_Spawn: Paper_har_",
"Map/Military 16Puzzle/Military STile (9)/Objects/MilitaryUnspawnedAlly/New Unit Flag@2:0","Spawn: Scissors","_har_Spawn: Scissors_har_",
"Map/Military 16Puzzle/Military STile (9)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:0","Confirm Unit?","_har_Confirm Unit?_har_",
"Map/Military 16Puzzle/Military STile (9)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:1","Sending unit!","_har_Sending unit!_har_",
"Map/World Grid/BaseDecorations/Outside Map/Off Duty Alien 3@0:0","Oh... don't tell anyone I'm here...","_har_Oh... don't tell anyone I'm here..._har_",
"Map/World Grid/BaseDecorations/Outside Map/Off Duty Alien 3@0:1","I don't feel like fighting in this war.","_har_I don't feel like fighting in this war._har_",
"Map/World Grid/BaseDecorations/Outside Map/Off Duty Alien 3@1:0","Oh... I'm free?","_har_Oh... I'm free?_har_",
"Map/World Grid/Objects/Commander@0:0","What? You want our <#e6e639>explosives</color>?","_har_What? You want our <#e6e639>explosives</color>?_har_",
"Map/World Grid/Objects/Commander@0:1","Son, we need to WIN. These no good aliens are trying to take our land, and I WILL NOT LET THAT HAPPEN.","_har_Son, we need to WIN. These no good aliens are trying to take our land, and I WILL NOT LET THAT HAPPEN._har_",
"Map/World Grid/Objects/Commander@0:2","Ahem.","_har_Ahem._har_",
"Map/World Grid/Objects/Commander@0:3","This table is where we simulate their attacks.","_har_This table is where we simulate their attacks._har_",
"Map/World Grid/Objects/Commander@0:4","Let's see if you have any bright ideas. We NEED to win.","_har_Let's see if you have any bright ideas. We NEED to win._har_",
"Map/World Grid/Objects/Commander@1:0","You're lucky that was just a simulation kiddo.","_har_You're lucky that was just a simulation kiddo._har_",
"Map/World Grid/Objects/Commander@1:1","Now quit playing, we have a war to win!","_har_Now quit playing, we have a war to win!_har_",
"Map/World Grid/Objects/Commander@2:0","<var>MilitaryCommanderHint</var>","_har_<var>MilitaryCommanderHint</var>_har_",
"Map/World Grid/Objects/Commander@2:1","Now quit playing, we have a war to win!","_har_Now quit playing, we have a war to win!_har_",
"Map/World Grid/Objects/Commander@3:0","You've defeated the main forces! The commander should be somewhere out there still though.","_har_You've defeated the main forces! The commander should be somewhere out there still though._har_",
"Map/World Grid/Objects/Commander@4:0","Great work kiddo! You can have the extra munitions.","_har_Great work kiddo! You can have the extra munitions._har_",
"Map/World Grid/Objects/Commander@4:1","They better think again next time they try and invade us.","_har_They better think again next time they try and invade us._har_",
"Map/World Grid/Objects/Commander@5:0","What the hell you KILLED their commander?!","_har_What the hell you KILLED their commander?!_har_",
"Map/World Grid/Objects/Commander@5:1","Great work kiddo! You can have the extra munitions.","_har_Great work kiddo! You can have the extra munitions._har_",
"Map/World Grid/Objects/Commander@5:2","Do whatever you want with the skull, I don't need it.","_har_Do whatever you want with the skull, I don't need it._har_",
"Map/World Grid/Objects/Fixer@0:0","Rats...","_har_Rats..._har_",
"Map/World Grid/Objects/Fixer@1:0","Woah! That's some advanced technique.","_har_Woah! That's some advanced technique._har_",
"Map/World Grid/Objects/Fixer@2:0","...","_har_..._har_",
"Map/World Grid/Objects/Private@0:0","We've only got enough supplies for one shot.","_har_We've only got enough supplies for one shot._har_",
"Map/World Grid/Objects/Private@0:1","Don't mess it up!","_har_Don't mess it up!_har_",
"Map/World Grid/Objects/Private@1:0","Phew, I thought we were left for dead there.","_har_Phew, I thought we were left for dead there._har_",
"Map/World Grid/Objects/Robot Supply Watched@0:0","Hands off. Supplies required for military conflict.","_har_Hands off. Supplies required for military conflict._har_",
"Map/World Grid/Objects/Robot Supply Watched@1:0","Orders remain: protect excess supplies.","_har_Orders remain: protect excess supplies._har_",
"Map/World Grid/Objects/Robot@0:0","You got it, no pressure! :)","_har_You got it, no pressure! :)_har_",
"Map/World Grid/Objects/Robot@1:0","Nice job! I knew you could do it. :D","_har_Nice job! I knew you could do it. :D_har_",
"Map/World Grid/Objects/Sergeant@0:0","If we run the simulation a few more times, success is inevitable!","_har_If we run the simulation a few more times, success is inevitable!_har_",
"Map/World Grid/Objects/Sergeant@0:1","Even if it takes 14 million simulations, there has to be one!","_har_Even if it takes 14 million simulations, there has to be one!_har_",
"Map/World Grid/Objects/Sergeant@1:0","That was the last of our supplies!","_har_That was the last of our supplies!_har_",
"Map/World Grid/Objects/Sergeant@1:1","This time it's for real though. Good luck!","_har_This time it's for real though. Good luck!_har_",
"Map/World Grid/Objects/Sergeant@2:0","I'm here to control the simulation.","_har_I'm here to control the simulation._har_",
"Map/World Grid/Objects/Sergeant@2:1","Do you want me to restart it?","_har_Do you want me to restart it?_har_",
"Map/World Grid/Objects/Sergeant@2:2","Alright, let's give it another shot!","_har_Alright, let's give it another shot!_har_",
"Map/World Grid/Objects/Sergeant@3:0","Phew, good thing that one wasn't a simulation!","_har_Phew, good thing that one wasn't a simulation!_har_",
"Map/World Grid/Objects/WarningSign@0:0","Warning! Progress in The Flats <wavy>will not be saved!</wavy>","_har_Warning! Progress in The Flats <wavy>will not be saved!</wavy>_har_",
"Map/World Grid/Objects/WarningSign@0:1","If you quit or leave the area during a run, you will have to restart!","_har_If you quit or leave the area during a run, you will have to restart!_har_",
"Map/World Grid/Objects/WarningSign@1:0","You won! Congratulations!!","_har_You won! Congratulations!!_har_",
