"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@RandomSmallTalk1:0","So... how's <var>Cat</var> doing?","_har_So... how's <var>Cat</var> doing?_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@RandomSmallTalk2:0","Are we there yet?","_har_Are we there yet?_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@RandomSmallTalk3:0","I wonder what the Archeologist is up to.","_har_I wonder what the Archeologist is up to._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@ReflectionPoolCutscene:0","Woah!","_har_Woah!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@UsedAnchor:0","What in the- watch where you're dropping that thing!","_har_What in the- watch where you're dropping that thing!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WalkNearCasinoExplosives:0","Explosives..?","_har_Explosives..?_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WalkNearCasinoTable:0","Yeahhh I'm cool off dice for the time being.","_har_Yeahhh I'm cool off dice for the time being._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WalkNearCastle:0","One day, I'll be the king of something like this.","_har_One day, I'll be the king of something like this._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WalkNearChadSr:0","Woah, who's this handsome devil.","_har_Woah, who's this handsome devil._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WalkNearGemFuelMachine:0","Woah woah woah, why are there so many colors here?","_har_Woah woah woah, why are there so many colors here?_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WalkNearGemReflectionPool:0","This is... mystical...","_har_This is... mystical..._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WalkNearLaser:0","Heh, I'm sure I can turn on the laser if we really need to.","_har_Heh, I'm sure I can turn on the laser if we really need to._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WalkNearPastMegaCrystal:0","That crystal... it's been here for a thousand years?!","_har_That crystal... it's been here for a thousand years?!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WalkNearPresentMegaCrystal:0","Didn't they dig this up recently? The Archeologist was going off about it.","_har_Didn't they dig this up recently? The Archeologist was going off about it._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WalkNearRocket:0","I heard you plan on going to space... I guess that's pretty cool.","_har_I heard you plan on going to space... I guess that's pretty cool._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WalkNearRocketFinal:0","This is it, huh? The point of no return.","_har_This is it, huh? The point of no return._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WalkedInDinoMouth:0","Watch out!! Haha just kidding it's already dead.","_har_Watch out!! Haha just kidding it's already dead._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WentThroughPortalPast:0","I'll never get used to that...","_har_I'll never get used to that..._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/ChadChirpDataProvider@WentThroughPortalPresent:0","I think I'm gonna barf.","_har_I think I'm gonna barf._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@0:0","Buzz off.","_har_Buzz off._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@1:0","You'll never catch me!","_har_You'll never catch me!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@2:0","Aha! This time you'll finally meet your match explorer!","_har_Aha! This time you'll finally meet your match explorer!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@2:1","I've nabbed this powerful portal device, and with it we'll have our fiercest competition yet!","_har_I've nabbed this powerful portal device, and with it we'll have our fiercest competition yet!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@2:2","First, let me turn this on...","_har_First, let me turn this on..._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@3:0","Aha! It worked! And now, with this portal on we're gonna...","_har_Aha! It worked! And now, with this portal on we're gonna..._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@3:1","We're gonna...","_har_We're gonna..._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@3:2","...","_har_..._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@3:3","I... I don't know...","_har_I... I don't know..._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@3:4","It doesn't even matter. You're gonna win anyways. You always do.","_har_It doesn't even matter. You're gonna win anyways. You always do._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@3:5","Why do I even try? I'm just... not good enough.","_har_Why do I even try? I'm just... not good enough._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@3:6","Here, just take it.","_har_Here, just take it._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@4:0","I need some time to myself.","_har_I need some time to myself._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@5:0","I... I can't do anything right.","_har_I... I can't do anything right._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@5:1","I'm a terrible research assistant.","_har_I'm a terrible research assistant._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@5:2","That explorer has helped you more than I have.","_har_That explorer has helped you more than I have._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@5:3","What am I even here for? I just keep letting everyone down.","_har_What am I even here for? I just keep letting everyone down._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@5:4","I give up...","_har_I give up..._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@5:5","What I could do, huh?","_har_What I could do, huh?_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@6:0","What I could do, huh?","_har_What I could do, huh?_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@7:0","Explorer! I have changed my ways.","_har_Explorer! I have changed my ways._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@7:1","The great Chad will now be of service to you!","_har_The great Chad will now be of service to you!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@7:2","Lead the way, Explorer. We shall accomplish great things, together.","_har_Lead the way, Explorer. We shall accomplish great things, together._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@8:0","Ha! This foreman was no match for my irresistible charm.","_har_Ha! This foreman was no match for my irresistible charm._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@8:1","You got the goods right? Turning on the laser was a piece of cake.","_har_You got the goods right? Turning on the laser was a piece of cake._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@8:2","Lead the way, explorer. Our journey continues!","_har_Lead the way, explorer. Our journey continues!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad@9:0","<var>MiscChadFollowPlayerChirp</var>","_har_<var>MiscChadFollowPlayerChirp</var>_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@0:0","No, no... I've traversed the fabric of time on my own. A time portal, you say?","_har_No, no... I've traversed the fabric of time on my own. A time portal, you say?_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@0:1","A permanent gateway through time, how positively fascinating! Maybe, I can help?","_har_A permanent gateway through time, how positively fascinating! Maybe, I can help?_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@0:2","Lochui-a-kee, benestratum, agra booly!","_har_Lochui-a-kee, benestratum, agra booly!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@0:3","Thanks, I coul-","_har_Thanks, I coul-_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@1:0","Hmph, what a strange man.","_har_Hmph, what a strange man._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@2:0","I'm bullish on our plan... these ""scientists"" are impressively capable!","_har_I'm bullish on our plan... these ""scientists"" are impressively capable!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@3:0","Home, sweet home.","_har_Home, sweet home._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@4:0","Ignis! Galvic! Lend me your aid.","_har_Ignis! Galvic! Lend me your aid._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@4:1","Friends, I've come from the future. Rally everyone; we must depart at once!","_har_Friends, I've come from the future. Rally everyone; we must depart at once!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@5:0","Melanie, my dear... you're going to have to leave your castle...","_har_Melanie, my dear... you're going to have to leave your castle..._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@5:1","I know you've made a lifetime's worth of memories here; this is the best result I could come up with.","_har_I know you've made a lifetime's worth of memories here; this is the best result I could come up with._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:0","My fellow wizarding compatriots... I bring great and terrible news!","_har_My fellow wizarding compatriots... I bring great and terrible news!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:1","The impending disaster, one sure to spell an end for humanity,","_har_The impending disaster, one sure to spell an end for humanity,_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:10","Your memories...","_har_Your memories..._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:11","They'll be annihilated in the coming week.","_har_They'll be annihilated in the coming week._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:12","I'm truly sorry... I've explored every possibility and this was the only solution.","_har_I'm truly sorry... I've explored every possibility and this was the only solution._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:13","I hope you'll accept this outcome.","_har_I hope you'll accept this outcome._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:2","The ancient meteor, heading straight to this location!","_har_The ancient meteor, heading straight to this location!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:3","Through trials and tough times, I've found the way to save everyone!","_har_Through trials and tough times, I've found the way to save everyone!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:4","The ""scientists"" and I have managed to PERFECT the art of time travel.","_har_The ""scientists"" and I have managed to PERFECT the art of time travel._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:5","<wavy>We shall seek shelter in the future!</wavy>","_har_<wavy>We shall seek shelter in the future!</wavy>_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:6","Having worked with them personally, believe me when I say they are compassionate beyond belief.","_har_Having worked with them personally, believe me when I say they are compassionate beyond belief._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:7","It will be difficult, but I believe we can educate one another, and become one people!","_har_It will be difficult, but I believe we can educate one another, and become one people!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:8","But... regrettably...","_har_But... regrettably..._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig@6:9","Your homes...","_har_Your homes..._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@0:0","Wait, you're from the past! Did you slip in while the portal was opened?","_har_Wait, you're from the past! Did you slip in while the portal was opened?_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@0:1","On your own?? How- uh, did you travel through time on your own?","_har_On your own?? How- uh, did you travel through time on your own?_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@0:2","We developed this gun to shoot portals, but we're struggling to keep them stable.","_har_We developed this gun to shoot portals, but we're struggling to keep them stable._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@0:3","Holy crap, you're amazing!","_har_Holy crap, you're amazing!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@0:4","Hey! Where are you going with that!","_har_Hey! Where are you going with that!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@0:5","Oh man, I knew I should've kept a closer eye on that gun.","_har_Oh man, I knew I should've kept a closer eye on that gun._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@1:0","You should be careful near that portal. We can't be sure it's stable!","_har_You should be careful near that portal. We can't be sure it's stable!_har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@2:0","All this past and present is so confusing.","_har_All this past and present is so confusing._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@2:1","Changing the past affects the future, but changing the future doesn't affect the past.","_har_Changing the past affects the future, but changing the future doesn't affect the past._har_","",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2@3:0","All of your friends are here!","_har_All of your friends are here!_har_","",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/Explosives Man@0:0","Destroy the rocks? Rig up explosives and use the laser!","_har_Destroy the rocks? Rig up explosives and use the laser!_har_","",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/Explosives Man@0:1","Watch 'em go kaBOOM!","_har_Watch 'em go kaBOOM!_har_","",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/Explosives Man@1:0","Oh... Erm...","_har_Oh... Erm..._har_","",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/Explosives Man@2:0","There're some real funny fellas 'round here, huh.","_har_There're some real funny fellas 'round here, huh._har_","",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/Explosives Man@2:1","Think any of 'em know explosion magic?","_har_Think any of 'em know explosion magic?_har_","",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign@0:1"," ...","_har_ ..._har_","",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign@1:0","Oh, you're wondering why it didn't explode?","_har_Oh, you're wondering why it didn't explode?_har_","",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign@1:1","I've been preparing this just for you.","_har_I've been preparing this just for you._har_","",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign@1:2","Check it!","_har_Check it!_har_","",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign@2:0","That was cool!! Right?!","_har_That was cool!! Right?!_har_","",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign@2:1","Right..?","_har_Right..?_har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@0:0","What the hell's the mattah with ya!","_har_What the hell's the mattah with ya!_har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@0:1","You can't just leave this lasah on! You know how much powah that thing uses?","_har_You can't just leave this lasah on! You know how much powah that thing uses?_har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@0:2","We're fighting faw scraps of electricity down at the factory!","_har_We're fighting faw scraps of electricity down at the factory!_har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@0:3","And do you know how dangerous that is? someone could lose an ahm!","_har_And do you know how dangerous that is? someone could lose an ahm!_har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@0:4","Don't tuhn this lasah back on, okay?","_har_Don't tuhn this lasah back on, okay?_har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@1:0","Hey you theyah, weeuh you the one who tuhned this on?","_har_Hey you theyah, weeuh you the one who tuhned this on?_har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@1:1","Wehll don't do that!!","_har_Wehll don't do that!!_har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@2:0","Huh I gyuess uh, we can leave the lasah on for a bit.","_har_Huh I gyuess uh, we can leave the lasah on for a bit._har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman@3:0","My rawket's ready? Hawp in, you desahve it!","_har_My rawket's ready? Hawp in, you desahve it!_har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@0:0","Our super-laser packs quite a punch! We're running some tests on its power.","_har_Our super-laser packs quite a punch! We're running some tests on its power._har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@0:1","Can you get me some oil so I can verify its impact?","_har_Can you get me some oil so I can verify its impact?_har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@1:0","Wow! Lasers are so cool!!","_har_Wow! Lasers are so cool!!_har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@2:0","Haha, I'm sure that's not a problem.","_har_Haha, I'm sure that's not a problem._har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@3:0","Sorry sir...","_har_Sorry sir..._har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@3:1","Yes, sir.","_har_Yes, sir._har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@4:0","Sorry man... we gotta leave the laser off.","_har_Sorry man... we gotta leave the laser off._har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@4:1","It would take an incredibly charming man to convince him otherwise.","_har_It would take an incredibly charming man to convince him otherwise._har_","",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator@5:0","My love for lasers will overcome all my problems in life!","_har_My love for lasers will overcome all my problems in life!_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/NPC Bomb Sign@0:0","This time I'm going all out!","_har_This time I'm going all out!_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/NPC Bomb Sign@1:0","Ready?","_har_Ready?_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/NPC Bomb Sign@1:1","Boom.","_har_Boom._har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/NPC Bomb Sign@2:0","What? You want more?","_har_What? You want more?_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@0:0","This <wavy>idiot</wavy> insinuated I was too short to be a wizard!","_har_This <wavy>idiot</wavy> insinuated I was too short to be a wizard!_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@0:1","A DUEL will settle this finely.","_har_A DUEL will settle this finely._har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@0:2","Hand me that Shield Generator, and his spells will be null against me.","_har_Hand me that Shield Generator, and his spells will be null against me._har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@0:3","He'll stand no chance! Hahaha!","_har_He'll stand no chance! Hahaha!_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@1:0","Drat... I'm back on his level.","_har_Drat... I'm back on his level._har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@1:1","Get me back my Shield! I can regain the advantage then.","_har_Get me back my Shield! I can regain the advantage then._har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@2:0","aHA! Who's too short now?","_har_aHA! Who's too short now?_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@2:1","You stand no chance against this fireball!","_har_You stand no chance against this fireball!_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@3:0","Now we're on even footing! And it seems we've reached an stalemate...","_har_Now we're on even footing! And it seems we've reached an stalemate..._har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@3:1","What say we call it a truce.","_har_What say we call it a truce._har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@3:2","Perhaps fire and lightning aren't so different after all.","_har_Perhaps fire and lightning aren't so different after all._har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@4:0","These kerfuffles are truly brash aren't they?","_har_These kerfuffles are truly brash aren't they?_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@4:1","I propose we team up! Knowledge is the true sign of class. ","_har_I propose we team up! Knowledge is the true sign of class. _har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@5:0","These kerfuffles are truly brash aren't they?","_har_These kerfuffles are truly brash aren't they?_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@5:1","Knowledge is the true sign of class. Let us team up!","_har_Knowledge is the true sign of class. Let us team up!_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@6:0","These kerfuffles are truly brash aren't they?","_har_These kerfuffles are truly brash aren't they?_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@6:1","Knowledge is the true sign of class. Let us team up!","_har_Knowledge is the true sign of class. Let us team up!_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@7:0","Is it true, Fezziwig? It's possible?","_har_Is it true, Fezziwig? It's possible?_har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past@8:0","Aha! This ""Museum"" will be a fine location to store my newly developed relics.","_har_Aha! This ""Museum"" will be a fine location to store my newly developed relics._har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@0:0","I just said what that girl at the bar said.","_har_I just said what that girl at the bar said._har_","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@1:0","Uh oh, lil bro is upset.","_har_Uh oh, lil bro is upset._har_","",
